score,wfo_id,wfo_full_name,wfo_check,specific_name
1,wfo-1000073863,Goniophlebium argutum (Wall. ex Hook.) J.Sm. ex Bedd.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Microsoroideae/Goniophlebieae/Goniophlebium/argutum$Goniophlebium/argutum,Goniophlebium argutum
2,wfo-0000148271,Goniophlebium lachnopus J.Sm.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Microsoroideae/Goniophlebieae/Goniophlebium/lachnopus,Goniophlebium lachnopus
1,wfo-0001227622,Goniophlebium lachnopus (Wall. ex Hook.) J.Sm. ex Bedd.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Microsoroideae/Goniophlebieae/Goniophlebium/lachnopus$Goniophlebium/lachnopus,Goniophlebium lachnopus
2,wfo-0001422953,Selliguea tatsienensis (Franch. & Bureau) Christenh.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/tatsienensis,Selliguea tatsienensis
1,wfo-1200002909,Selliguea tatsienensis (Franch. & Bureau ex Christ) X.C.Zhang & L.J.He,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/tatsienensis$Selliguea/tatsienensis,Selliguea tatsienensis
2,wfo-0001423190,Selliguea amplexifolia (Christ) Christenh.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/amplexifolia,Selliguea amplexifolia
1,wfo-1200002898,Selliguea amplexifolia (Christ) X.C.Zhang & L.J.He,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/amplexifolia$Selliguea/amplexifolia,Selliguea amplexifolia
2,wfo-0001423069,Selliguea phuluangensis (Tagawa & K.Iwats.) Christenh.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/phuluangensis,Selliguea phuluangensis
1,wfo-1200002907,Selliguea phuluangensis (Tagawa & K.Iwats.) X.C.Zhang & L.J.He,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/phuluangensis$Selliguea/phuluangensis,Selliguea phuluangensis
2,wfo-0001422476,Selliguea lehmannii (Mett.) Christenh.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/lehmannii,Selliguea lehmannii
1,wfo-1200002903,Selliguea lehmannii (Mett.) X.C.Zhang & L.J.He,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/lehmannii$Selliguea/lehmannii,Selliguea lehmannii
2,wfo-0001422416,Grammitis contigua (G.Forst.) Christenh.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Grammitidoideae/Prosaptia/contigua$Grammitis/contigua,Grammitis contigua
1,wfo-1000073802,"Grammitis contigua (G.Forst.) Christenh. ex C.S.Chang, H.Kim & K.S.Chang",Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Grammitidoideae/Prosaptia/contigua$Grammitis/contigua,Grammitis contigua
2,wfo-0001110765,Marsilea minuta L.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Salviniales/Marsileaceae/Marsilea/minuta,Marsilea minuta
1,wfo-1000073448,Marsilea minuta E.Fourn.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Salviniales/Marsileaceae/Marsilea/vestita$Marsilea/minuta,Marsilea minuta
2,wfo-0000199500,Phanera glabrifolia Benth.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Phanera/glabrifolia,Phanera glabrifolia
1,wfo-0000199504,Phanera glabrifolia sensu auct.,unplaced,Phanera glabrifolia
10,wfo-0000199418,Peltophorum dasyrrhachis var. dasyrrhachis ,unplaced,Peltophorum dasyrrbachis (Miq.) Kurz
9,wfo-0000195062,Peltophorum dasyrrhachis var. tonkinense (Pierre) K.Larsen & S.S.Larsen,unplaced,Peltophorum dasyrrbachis (Miq.) Kurz
8,wfo-0000199417,Peltophorum dasyrachis (Miq.) Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Peltophorum/dasyrachis,Peltophorum dasyrrbachis (Miq.) Kurz
7,wfo-0000194866,Peltophorum dasyrhachis (Miq.) Baker,unplaced,Peltophorum dasyrrbachis (Miq.) Kurz
6,wfo-0000194956,Peltophorum dasyrhachis var. dasyrhachis ,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Peltophorum/dasyrachis/dasyrhachis,Peltophorum dasyrrbachis (Miq.) Kurz
5,wfo-0000194867,Peltophorum dasyrhachis var. tonkinense (Pierre) K.Larsen & S.S.Larsen,unplaced,Peltophorum dasyrrbachis (Miq.) Kurz
4,wfo-0000199419,Peltophorum dasyrhachis var. tonkinensis (Pierre) K.Larsen & S.S.Larsen,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Peltophorum/dasyrachis/tonkinensis,Peltophorum dasyrrbachis (Miq.) Kurz
3,wfo-0000168369,Peltophorum dubium (Spreng.) Taub.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Peltophorum/dubium,Peltophorum dasyrrbachis (Miq.) Kurz
2,wfo-0001232734,Peltophorum dubium var. adnatum (Griseb.) Barneby,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Peltophorum/dubium/adnatum,Peltophorum dasyrrbachis (Miq.) Kurz
1,wfo-1200110183,Peltophorum dubium subsp. adnatum (Griseb.) García-Beltrán,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Peltophorum/dubium/adnatum$Peltophorum/dubium/adnatum,Peltophorum dasyrrbachis (Miq.) Kurz
2,wfo-0000199374,Mezoneuron enneaphyllum (Roxb.) Benth.,unplaced,Mezoneuron enneaphyllum
1,wfo-0001429381,Mezoneuron enneaphyllum (Roxb.) Wight & Arn. ex Voigt,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Mezoneuron/enneaphyllum,Mezoneuron enneaphyllum
3,wfo-0000184267,Guilandina bonduc Griseb.,unplaced,Guilandina bonduc
2,wfo-0000203384,Guilandina bonduc (.(1762) non L.(1753),unplaced,Guilandina bonduc
1,wfo-0001429040,Guilandina bonduc L.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Guilandina/bonduc,Guilandina bonduc
2,wfo-0000199401,Mezoneuron pubescens Desf.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Mezoneuron/pubescens,Mezoneuron pubescens
1,wfo-0000203383,Mezoneuron pubescens sensu Baker,unplaced,Mezoneuron pubescens
4,wfo-0000164126,Cassia javanica L.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Cassia/javanica,Cassia javanica
3,wfo-0000193322,Cassia javanica sensu Bojer,unplaced,Cassia javanica
2,wfo-1200022477,Cassia javanica Vell.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Cassia/ferruginea/velloziana$Cassia/javanica,Cassia javanica
1,wfo-1200022478,Cassia javanica Sieber ex Benth.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Cassia/sieberiana$Cassia/javanica,Cassia javanica
2,wfo-0000186891,Chamaecrista pumila (Lam.) K.Larsen,unplaced,Chamaecrista pumila
1,wfo-0001034165,Chamaecrista pumila (Lam.) V.Singh,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Chamaecrista/pumila,Chamaecrista pumila
2,wfo-0000182028,Mimosa diplotricha Sauvalle,unplaced,Mimosa diplotricha
1,wfo-0001053831,Mimosa diplotricha C.Wright,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Mimosa/diplotricha,Mimosa diplotricha
2,wfo-0001337087,"Senegalia torta (Roxb.) Maslin, Seigler & Ebinger",Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Senegalia/torta,Senegalia torta
1,wfo-0001356426,Senegalia torta (Roxb.) Ali,unplaced,Senegalia torta
2,wfo-0000205328,Brachypterum scandens (Roxb.) Wight & Arn. ex Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Brachypterum/scandens,Brachypterum scandens (Roxb.) Miq.
1,wfo-0000206789,Brachypterum scandens Benth.,unplaced,Brachypterum scandens (Roxb.) Miq.
3,wfo-0000183197,Crotalaria montana A.Rich.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Crotalaria/incana/purpurascens$Crotalaria/montana,Crotalaria montana Heyne ex Roth
2,wfo-0000198665,Crotalaria montana Roxb.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Crotalaria/albida$Crotalaria/montana,Crotalaria montana Heyne ex Roth
1,wfo-0000199921,Crotalaria montana Roxb. ex Roth,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Crotalaria/montana,Crotalaria montana Heyne ex Roth
2,wfo-0000199944,Dalbergia cultrata Ralph,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/cultrata,Dalbergia cultrata Graham. ex Benth.
1,wfo-1200027652,Dalbergia cultrata Graham ex Benth.,unplaced,Dalbergia cultrata Graham. ex Benth.
3,wfo-0000172499,Dalbergia sissoo Roxb. ex DC.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/sissoo,Dalbergia sissoo Roxb. ex DC
2,wfo-0000200004,Dalbergia sissoo sensu Miq.,unplaced,Dalbergia sissoo Roxb. ex DC
1,wfo-1200010254,Dalbergia sissoo Roxb.,unplaced,Dalbergia sissoo Roxb. ex DC
2,wfo-0000199947,"Dalbergia junghuhnii Baker, p.p.",unplaced,Dalbergia junghuhnii
1,wfo-0000205939,Dalbergia junghuhnii Benth.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/junghuhnii,Dalbergia junghuhnii
10,wfo-0000199953,Dalbergia entadioides Pierre ex Gagnep.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/entadioides,Dalbergia entadoides Pierre ex Gagnep.
9,wfo-0000171871,Dalbergia enneandra Hoehne,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/riedelii$Dalbergia/enneandra,Dalbergia entadoides Pierre ex Gagnep.
8,wfo-0000169000,Dalbergia enneaphylla Pittier,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/enneaphylla,Dalbergia entadoides Pierre ex Gagnep.
7,wfo-0000172019,Dalbergia ealaensis De Wild.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/ealaensis,Dalbergia entadoides Pierre ex Gagnep.
6,wfo-0000168999,Dalbergia ecastaphylla (L.) Taub.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/ecastaphyllum$Dalbergia/ecastaphylla,Dalbergia entadoides Pierre ex Gagnep.
5,wfo-0000172030,Dalbergia ecastaphyllum (L.) Taub.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/ecastaphyllum,Dalbergia entadoides Pierre ex Gagnep.
4,wfo-0000193596,Dalbergia ecastophyllum (L.) Taub.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/ecastaphyllum$Dalbergia/ecastophyllum,Dalbergia entadoides Pierre ex Gagnep.
3,wfo-1200000601,Dalbergia ecastophyllum var. cuprea Pellegr.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/ecastaphyllum$Dalbergia/ecastophyllum/cuprea,Dalbergia entadoides Pierre ex Gagnep.
2,wfo-0000171858,Dalbergia elata Harms,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/boehmii/boehmii$Dalbergia/elata,Dalbergia entadoides Pierre ex Gagnep.
1,wfo-0000193543,Dalbergia elegans A.M.Carvalho,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/elegans,Dalbergia entadoides Pierre ex Gagnep.
2,wfo-0000186036,Dunbaria villosa (Thunb.) Makino,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dunbaria/villosa,Dunbaria villosa (Thunb. ex Murray) Makino
1,wfo-0000192350,Dunbaria villosa sensu Walker,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dunbaria/podocarpa$Dunbaria/villosa,Dunbaria villosa (Thunb. ex Murray) Makino
2,wfo-0000184365,Galactia striata (Jacq.) Urb.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Galactia/striata,Galactia striata
1,wfo-0000184379,Galactia striata Jacq.,unplaced,Galactia striata
10,wfo-0000200251,Indigofera emmae de Kort & G.Thijsse,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/emmae,Indigofera emmae de Kort & G.Thijsse
9,wfo-0000197485,Indigofera emarginata Y.Y.Fang & C.Z.Zheng,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/howellii$Indigofera/emarginata,Indigofera emmae de Kort & G.Thijsse
8,wfo-1200022972,Indigofera emarginata G.Don,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/emarginata,Indigofera emmae de Kort & G.Thijsse
7,wfo-1200022973,Indigofera emarginata Perr.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/tinctoria/tinctoria$Indigofera/emarginata,Indigofera emmae de Kort & G.Thijsse
6,wfo-0000191952,Indigofera emarginella Steud. ex A.Rich.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/emarginella,Indigofera emmae de Kort & G.Thijsse
5,wfo-0001427041,Indigofera emarginella var. emarginella ,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/emarginella/emarginella,Indigofera emmae de Kort & G.Thijsse
4,wfo-0001446104,Indigofera emarginella var. longifoliolata J.B.Gillett,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/emarginella/emarginella$Indigofera/emarginella/longifoliolata,Indigofera emmae de Kort & G.Thijsse
3,wfo-0001370208,Indigofera emarginella var. marrupaensis Schrire,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/emarginella/marrupaensis,Indigofera emmae de Kort & G.Thijsse
2,wfo-0000191972,Indigofera emarginelloides J.B.Gillett,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/emarginelloides,Indigofera emmae de Kort & G.Thijsse
1,wfo-0000194015,Indigofera echinata Willd.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/nummulariifolia$Indigofera/echinata,Indigofera emmae de Kort & G.Thijsse
10,wfo-0000200261,Indigofera kerrii de Kort & G.Thijsse,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/kerrii,Indigofera kerrii de Kort & G.Thijsse
9,wfo-0000731380,Indigofera kerensis Chiov.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/suaveolens$Indigofera/kerensis,Indigofera kerrii de Kort & G.Thijsse
8,wfo-0000192970,Indigofera kerstingii Harms,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/kerstingii,Indigofera kerrii de Kort & G.Thijsse
7,wfo-0000192962,Indigofera kelleri Baker f.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/kelleri,Indigofera kerrii de Kort & G.Thijsse
6,wfo-0000191758,Indigofera kengeleensis De Wild.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/dendroides$Indigofera/kengeleensis,Indigofera kerrii de Kort & G.Thijsse
5,wfo-0000177346,Indigofera keyensis Small,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/subulata/scabra$Indigofera/keyensis,Indigofera kerrii de Kort & G.Thijsse
4,wfo-0000190638,Indigofera kaessneri Baker f.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/kaessneri,Indigofera kerrii de Kort & G.Thijsse
3,wfo-0000195587,Indigofera kandoensis Baker f.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/subargentea$Indigofera/kandoensis,Indigofera kerrii de Kort & G.Thijsse
2,wfo-0001332544,"Indigofera karaiyarensis Rajakumar, Selvak., S.Murug. & Chellap.",Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Indigofera/astragalina$Indigofera/karaiyarensis,Indigofera kerrii de Kort & G.Thijsse
1,wfo-0000183475,Indigofera karinensis Thulin,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Microcharis/karinensis$Indigofera/karinensis,Indigofera kerrii de Kort & G.Thijsse
2,wfo-0000201168,Pongamia pinnata (L.) Pierre,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Pongamia/pinnata,Pongamia pinnata
1,wfo-0001057735,Pongamia pinnata (L.) Merr.,unplaced,Pongamia pinnata
2,wfo-0000205297,"Derris ovalifolia (Wight & Arn.) Benth., p.p.",unplaced,Derris ovalifolia
1,wfo-0000205317,Derris ovalifolia (Wight & Arn.) Benth.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Derris/ovalifolia,Derris ovalifolia
2,wfo-0000200499,Mucuna monosperma Roxb. ex Wight,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Mucuna/monosperma,Mucuna monosperma (Roxb.) DC. ex Wight
1,wfo-0001055401,Mucuna monosperma (Roxb.) DC.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Mucuna/monosperma$Mucuna/monosperma,Mucuna monosperma (Roxb.) DC. ex Wight
2,wfo-0000186967,Rhynchosia viscosa sensu Brenan,unplaced,Rhynchosia viscosa (Roth) DC.
1,wfo-0000187704,Rhynchosia viscosa DC.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Rhynchosia/viscosa,Rhynchosia viscosa (Roth) DC.
2,wfo-0000210126,"Wisteria floribunda sensu auct., p.p.",unplaced,Wisteria floribunda (Willd) DC.
1,wfo-0000214069,Wisteria floribunda (Willd.) DC.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Wisteria/floribunda,Wisteria floribunda (Willd) DC.
2,wfo-0000779048,Markhamia stipulata (Wall.) Seem.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Bignoniaceae/Markhamia/stipulata,Markhamia stipulata (Wall.) Seem. ex K.Schum.
1,wfo-0001214914,Markhamia stipulata Seem. ex K.Schum.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Bignoniaceae/Markhamia/stipulata$Markhamia/stipulata,Markhamia stipulata (Wall.) Seem. ex K.Schum.
2,wfo-0000839253,Drosera peltata Sm. ex Willd.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Droseraceae/Drosera/peltata$Drosera/peltata,Drosera peltata
1,wfo-0000946107,Drosera peltata Thunb.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Droseraceae/Drosera/peltata,Drosera peltata
2,wfo-0000698214,Gentiana pedicellata (D.Don) Wall.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentiana/pedicellata,Gentiana pedicellata (D.Don) Wight
1,wfo-0001063443,Gentiana pedicellata (D.Don) Griseb.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentiana/pedicellata,Gentiana pedicellata (D.Don) Wight
10,wfo-0000697664,Gentiana hesseliana Hosseus,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentiana/hesseliana,Gentiana hessliana Hoss.
9,wfo-0000697665,Gentiana hesseliana var. lakshnakarae (Kerr) Toyok.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentiana/nudicaulis/lakshnakarae$Gentiana/hesseliana/lakshnakarae,Gentiana hessliana Hoss.
8,wfo-0000697645,Gentiana hebenstreitioides Gilg,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentianella/violacea$Gentiana/hebenstreitioides,Gentiana hessliana Hoss.
7,wfo-0000697646,Gentiana hedinii Murb.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Comastoma/falcatum$Gentiana/hedinii,Gentiana hessliana Hoss.
6,wfo-0000697647,Gentiana hegetschweileri Ronniger,unplaced,Gentiana hessliana Hoss.
5,wfo-0000697649,Gentiana helenii C.Marquand,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Crawfurdia/angustata$Gentiana/helenii,Gentiana hessliana Hoss.
4,wfo-0000697650,Gentiana heleonastes Harry Sm.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentiana/heleonastes,Gentiana hessliana Hoss.
3,wfo-0000697651,Gentiana helianthemoides Gilg,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentianella/helianthemoides$Gentiana/helianthemoides,Gentiana hessliana Hoss.
2,wfo-0000697652,Gentiana helleri Briq.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentianella/tortuosa$Gentiana/helleri,Gentiana hessliana Hoss.
1,wfo-0000697653,Gentiana hellwegeri Huter,unplaced,Gentiana hessliana Hoss.
2,wfo-0000450787,Mimulus orbicularis Wall.,unplaced,Mimulus orbicularis Wall ex Benth.
1,wfo-0000450933,Mimulus orbicularis Wall. ex Benth.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Phrymaceae/Mimulus/orbicularis,Mimulus orbicularis Wall ex Benth.
2,wfo-0000420178,Vandellia laotica T.Yamaz.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Linderniaceae/Torenia/anagallis$Vandellia/laotica,Vandellia laotica
1,wfo-0000420221,Vandellia laotica Bonati,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Linderniaceae/Vandellia/laotica,Vandellia laotica
2,wfo-0000458471,Torenia molluginoides Benth.,unplaced,Torenia molluginoides
1,wfo-1000048442,"Torenia molluginoides (Benth.) Eb.Fisch., Schäferh. & Kai Müll.",Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Linderniaceae/Torenia/molluginoides,Torenia molluginoides
2,wfo-0000585045,Capparis pyrifolia Lam.,Code/Plantae/Pteridobiotina/Angiosperms/Brassicales/Capparaceae/Capparis/pyrifolia,Capparis pyrifolia
1,wfo-0000585046,Capparis pyrifolia Wight & Arn.,Code/Plantae/Pteridobiotina/Angiosperms/Brassicales/Capparaceae/Capparis/grandiflora$Capparis/pyrifolia,Capparis pyrifolia
2,wfo-0000552383,Aspidopterys nutans A.Juss.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Malpighiaceae/Malpighioideae/Malpighieae/Aspidopterys/nutans,Aspidopterys nutans (Roxb. ex DC.) A.Juss.
1,wfo-0000552384,Aspidopterys nutans Hook.f.,unplaced,Aspidopterys nutans (Roxb. ex DC.) A.Juss.
3,wfo-0000530251,Amaranthus hybridus L.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Amaranthus/hybridus,Amaranthus hybridus L
2,wfo-0000530252,Amaranthus hybridus Vell.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Amaranthus/hypochondriacus$Amaranthus/hybridus,Amaranthus hybridus L
1,wfo-0000530253,Amaranthus hybridus E.H.L.Krause,unplaced,Amaranthus hybridus L
3,wfo-0000530085,Amaranthus blitum L.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Amaranthus/blitum,Amaranthus blitum
2,wfo-0000530086,Amaranthus blitum Rchb. ex Steud.,unplaced,Amaranthus blitum
1,wfo-0000530087,Amaranthus blitum Moq.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Amaranthus/graecizans$Amaranthus/blitum,Amaranthus blitum
2,wfo-0001046388,Psilotrichum ferrugineum Moq.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Psilotrichum/ferrugineum,Psilotrichum ferrugineum (Roxb.) Moq.
1,wfo-1000050000,Psilotrichum ferrugineum (Roxb.) Voigt,unplaced,Psilotrichum ferrugineum (Roxb.) Moq.
2,wfo-0000713816,Gypsophila vaccaria (L.) Sm.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Caryophyllaceae/Caryophylleae/Gypsophila/vaccaria,Gypsophila vaccaria
1,wfo-0000713817,Gypsophila vaccaria Clarke ex Towns.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Caryophyllaceae/Caryophylleae/Gypsophila/vaccaria$Gypsophila/vaccaria,Gypsophila vaccaria
2,wfo-0000436514,Stellaria aquatica Scop.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Caryophyllaceae/Alsineae/Stellaria/aquatica,Stellaria aquatica
1,wfo-1200040725,Stellaria aquatica (L.) Link,unplaced,Stellaria aquatica
2,wfo-0000603081,Chloranthus elatior R.Br.,Code/Plantae/Pteridobiotina/Angiosperms/Chloranthales/Chloranthaceae/Chloranthus/officinalis$Chloranthus/elatior,Chloranthus elatior
1,wfo-0000603083,Chloranthus elatior Link,Code/Plantae/Pteridobiotina/Angiosperms/Chloranthales/Chloranthaceae/Chloranthus/officinalis$Chloranthus/elatior,Chloranthus elatior
