specific_name,species_url,wfo_id
Limacia oblonga Hook.f. & Thomson,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01473,wfo-0000443909
Limacia scandens Lour.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01474,wfo-0000443906
Limacia blumei (Boerl.) Diels,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01472,wfo-0001269178
Limacia oblonga Hook.f. & Thomson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01473,wfo-0000443909
Limacia scandens Lour.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01474,wfo-0000443906
Diploclisia glaucescens (Blume) Diels,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01476,wfo-0000650164
Cocculus laurifolius DC.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01482,wfo-0000613563
Cocculus orbiculatus (L.) DC.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01480,wfo-0000613595
Cocculus hirsutus (L.) W.Theob.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01481,wfo-0000613546
Cocculus hirsutus (L.) W.Theob.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01481,wfo-0000613546
Cocculus laurifolius DC.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01482,wfo-0000613563
Cocculus orbiculatus (L.) DC.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01480,wfo-0000613595
Tinospora sinensis (Lour.) Merr.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01490,wfo-0001083980
Tinospora crispa (L.) Hook.f. & Thomson,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01491,wfo-0001228223
Tinospora baenzigeri Forman,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01492,wfo-0000456716
Tinospora siamensis Forman,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01493,wfo-0000456530
Tinospora baenzigeri Forman,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01492,wfo-0000456716
Tinospora crispa (L.) Hook.f. & Thomson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01491,wfo-0001228223
Tinospora siamensis Forman,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01493,wfo-0000456530
Tinospora sinensis (Lour.) Merr.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01490,wfo-0001083980
Pachygone dasycarpa Kurz,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01484,wfo-0000473699
Pachygone odorifera Miers,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01485,wfo-0000473690
Pachygone dasycarpa Kurz,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01484,wfo-0000473699
Pachygone odorifera Miers,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01485,wfo-0000473690
Sinomenium acutum (Thunb.) Rehder & E.H.Wilson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01487,
Pisonia aculeata L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01496,wfo-0000476234
Ceodes umbellifera,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01497,wfo-0001086710
Pisonia aculeata L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01496,wfo-0000476234
Ceodes umbellifera,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01497,wfo-0001086710
Mirabilis jalapa L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01500,wfo-0000448428
Commicarpus chinensis,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01504,
Boerhavia diffusa L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01502,wfo-0000567916
Boerhavia erecta L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01503,wfo-0000567944
Commicarpus chinensis,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01504,
Boerhavia diffusa L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01502,wfo-0000567916
Boerhavia erecta L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01503,wfo-0000567944
Deeringia amaranthoides (Lam.) Merr.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01217,wfo-0000639165
Deeringia polysperma (Roxb.) Moq.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01218,wfo-0000639179
Deeringia amaranthoides (Lam.) Merr.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01217,wfo-0000639165
Deeringia polysperma (Roxb.) Moq.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01218,wfo-0000639179
Celosia argentea L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01220,wfo-0000593019
Amaranthus spinosus L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01224,wfo-0000530495
Amaranthus caudatus L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01225,wfo-0000530136
Amaranthus hybridus L,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01226,wfo-0000530251
Amaranthus tricolor L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01227,wfo-0000530523
Amaranthus viridis L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01228,wfo-0000530552
Amaranthus blitum,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01229,wfo-0000530322
Amaranthus caudatus L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01225,wfo-0000530136
Amaranthus hybridus L,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01226,wfo-0000530251
Amaranthus blitum,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01229,wfo-0000530322
Amaranthus spinosus L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01224,wfo-0000530495
Amaranthus tricolor L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01227,wfo-0000530523
Amaranthus viridis L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01228,wfo-0000530552
Ouret sanguinolenta,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01231,wfo-0000521801
Allmania nodiflora (L.) R.Br. ex Wight,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01222,wfo-0000526239
Siamosia thailandica K.Larsen & T.Myndel Pedersen,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01233,wfo-0000435045
Cyathula prostrata (L.) Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01235,wfo-0000631218
Psilotrichum ferrugineum (Roxb.) Moq.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01244,wfo-0001046388
Achyranthes ancistrophora C.C.Towns.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01237,wfo-0000516166
Achyranthes aspera L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238,wfo-0000516177
Achyranthes bidentata Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01239,
Achyranthes ancistrophora C.C.Towns.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01237,wfo-0000516166
Achyranthes aspera L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01238,wfo-0000516177
Achyranthes bidentata Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01239,
Centrostachys aquatica (R.Br.) Wall. ex Moq.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01242,wfo-0001046037
Trichuriella monsoniae,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01248,wfo-0001046390
Psilotrichopsis cochinchinensis (Gagnep.) C.C.Towns.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01246,
Alternanthera ramosissima,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01251,wfo-0000528696
Alternanthera philoxeroides (Mart.) Griseb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01252,wfo-0000528743
Alternanthera pungens Kunth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01250,wfo-0000528787
Alternanthera sessilis (L.) R.Br. ex DC.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01253,wfo-0000528825
Alternanthera paronichyoides A.St.-Hil.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01254,
Alternanthera bettzickiana (Regel) G.Nicholson,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01255,wfo-0000528475
Alternanthera bettzickiana (Regel) G.Nicholson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01255,wfo-0000528475
Alternanthera ramosissima,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01251,wfo-0000528696
Alternanthera paronichyoides A.St.-Hil.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01254,
Alternanthera philoxeroides (Mart.) Griseb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01252,wfo-0000528743
Alternanthera pungens Kunth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01250,wfo-0000528787
Alternanthera sessilis (L.) R.Br. ex DC.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01253,wfo-0000528825
Gomphrena globosa L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01257,wfo-0000706024
Gomphrena celosioides Mart.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01258,wfo-0000705896
Gomphrena celosioides Mart.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01258,wfo-0000705896
Gomphrena globosa L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01257,wfo-0000706024
Basella alba L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01261,wfo-0000823202
Anredera cordifolia (Ten.) Steenis,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01263,wfo-0000822997
Drymaria diandra Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01266,wfo-0000657258
Drymaria diandra Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01266,wfo-0000657258
Polycarpon prostratum (Forssk.) Asch. & Schweinf.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01268,wfo-0000395697
Polycarpaea corymbosa (L.) Lam.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01270,wfo-0000395455
Silene burmanica Collett & Hemsl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01272,wfo-0000438642
Gypsophila vaccaria,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01274,wfo-0000421660
Stellaria aquatica,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01281,wfo-0000374728
Brachystemma calycinum D.Don,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01276,wfo-0000570662
Schizotechium monospermum,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01278,wfo-0001291317
Stellaria vestita Kurz,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01279,wfo-0001238120
Schizotechium monospermum,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01278,wfo-0001291317
Stellaria vestita Kurz,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01279,wfo-0001238120
Chloranthus nervosus Coll. & Hemsl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01286,wfo-0000603119
Chloranthus elatior,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01284,wfo-0001248451
Chloranthus spicatus (Thunb.) Makino,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01285,wfo-0000603131
Chloranthus elatior,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01284,wfo-0001248451
Chloranthus nervosus Coll. & Hemsl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01286,wfo-0000603119
Chloranthus spicatus (Thunb.) Makino,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01285,wfo-0000603131
Sarcandra glabra (Thunb.) Nakai,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01288,
Crypteronia paniculata Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01292,wfo-0000933111
Rivina humilis L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01295,wfo-0000404539
Duabanga grandiflora (Roxb. ex DC.) Walp.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01298,wfo-0000657551
Sonneratia ovata Backer,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01303,wfo-0001223782
Sonneratia griffithii Kurz,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01302,wfo-0000501346
Sonneratia caseolaris (L.) Engl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01301,wfo-0001140434
Sonneratia alba Sm.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01300,wfo-0001140430
Sonneratia alba Sm.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01300,wfo-0001140430
Sonneratia caseolaris (L.) Engl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01301,wfo-0001140434
Sonneratia griffithii Kurz,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01302,wfo-0000501346
Sonneratia ovata Backer,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01303,wfo-0001223782
Hydrocotyle siamica Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01307,wfo-0000726582
Hydrocotyle javanica Pontén ex Thunb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01306,wfo-0000726469
Hydrocotyle chiangdaoensis Murata,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01309,wfo-0000726370
Hydrocotyle sibthorpioides Lam.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01308,wfo-0000726583
Hydrocotyle chiangdaoensis Murata,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01309,wfo-0000726370
Hydrocotyle javanica Pontén ex Thunb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01306,wfo-0000726469
Hydrocotyle siamica Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01307,wfo-0000726582
Hydrocotyle sibthorpioides Lam.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01308,wfo-0000726583
Centella asiatica (L.) Urban,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01311,wfo-0000594096
Eryngium foetidum L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01313,wfo-0000677912
Bupleurum hamiltonii,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01317,wfo-0000575875
Trachydium cambodgianum,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01321,wfo-0000391031
Pimpinella heyneana (Wall. ex DC.) Benth.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01322,wfo-0000391388
Trachydium cambodgianum,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01321,wfo-0000391031
Pimpinella heyneana (Wall. ex DC.) Benth.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01322,wfo-0000391388
Apium graveolens L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01319,wfo-0000540626
Anethum graveolens L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01326,wfo-0000536042
Foeniculum vulgare Mill.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01328,wfo-0000691487
Modesciadium involucratum,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01324,wfo-0001275123
Coriandrum sativum L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01315,wfo-0000621274
Oenanthe javanica (Blume) DC.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01335,wfo-0000384719
Seseli yunnanense Franch.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01330,wfo-0001069445
Seseli mairei H.Wolff,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01331,wfo-0001069446
Seseli mairei H.Wolff,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01331,wfo-0001069446
Seseli yunnanense Franch.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01330,wfo-0001069445
Ligusticum striatum Wall. ex DC.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01333,wfo-0000362231
Tetrataenium birmanicum,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01341,wfo-0001069132
Peucedanum dhana Buch.-Ham. ex C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01337,wfo-0000509977
Peucedanum siamicum Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01338,wfo-0000391072
Peucedanum sp.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01339,
Tacca plantaginea (Hance) Drenth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01509,wfo-0000568079
Tacca integrifolia Ker Gawl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01507,wfo-0000567722
Tacca chantrieri André,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01508,wfo-0000567593
Tacca leontopetaloides (L.) Kuntze,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01510,wfo-0000567798
Tacca palmata Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01511,wfo-0000567900
Tacca chantrieri André,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01508,wfo-0000567593
Tacca integrifolia Ker Gawl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01507,wfo-0000567722
Tacca leontopetaloides (L.) Kuntze,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01510,wfo-0000567798
Tacca palmata Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01511,wfo-0000567900
Tacca plantaginea (Hance) Drenth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01509,wfo-0000568079
Brownlowia peltata Benth.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01516,wfo-0000572679
Brownlowia tersa (L.) Kosterm.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01514,wfo-0000572690
Brownlowia emarginata Pierre,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01515,wfo-0000572659
Brownlowia emarginata Pierre,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01515,wfo-0000572659
Brownlowia peltata Benth.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01516,wfo-0000572679
Brownlowia tersa (L.) Kosterm.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01514,wfo-0000572690
Schoutenia accrescens (Mast.) Merr.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01570,wfo-0000501027
Schoutenia ovata Korth.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01568,wfo-0000501004
Schoutenia kunstleri King,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01566,wfo-0000501014
Schoutenia curtisii Roekm. & Hartono,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01567,wfo-0000501013
Schoutenia accrescens (Mast.) Merr.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01570,wfo-0000501027
Schoutenia curtisii Roekm. & Hartono,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01567,wfo-0000501013
Schoutenia kunstleri King,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01566,wfo-0000501014
Schoutenia ovata Korth.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01568,wfo-0000501004
Muntingia calabura L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01540,wfo-0000451606
Corchorus capsularis L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01530,wfo-0000620030
Corchorus aestuans L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01529,wfo-0000619993
Corchorus olitorius L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01527,wfo-0000620125
Corchorus siamensis Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01528,wfo-0000620174
Corchorus aestuans L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01529,wfo-0000619993
Corchorus capsularis L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01530,wfo-0000620030
Corchorus olitorius L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01527,wfo-0000620125
Corchorus siamensis Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01528,wfo-0000620174
Berrya cordifolia (Willd.) Burret,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01563,wfo-0000564422
Berrya mollis Wall. ex Kurz,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01564,wfo-0000564428
Berrya cordifolia (Willd.) Burret,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01563,wfo-0000564422
Berrya mollis Wall. ex Kurz,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01564,wfo-0000564428
Pentace floribunda King,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01550,wfo-0000475668
Pentace triptera Mast.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01548,wfo-0000475700
Pentace burmanica Kurz,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01549,wfo-0000475674
Pentace burmanica Kurz,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01549,wfo-0000475674
Pentace floribunda King,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01550,wfo-0000475668
Pentace triptera Mast.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01548,wfo-0000475700
Burretiodendron esquirolii (Lévl.) Rehder,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01552,wfo-0000576002
Mansonia gagei,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01553,wfo-0000576009
Burretiodendron esquirolii (Lévl.) Rehder,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01552,wfo-0000576002
Mansonia gagei,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01553,wfo-0000576009
Triumfetta annua L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01542,wfo-0000457312
Triumfetta pilosa Roth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01543,wfo-0001142566
Triumfetta rhomboidea,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01546,wfo-0000457402
Triumfetta repens (Blume) Merr. & Rolfe,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01544,wfo-0001142693
Triumfetta grandidens Hance,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01545,wfo-0001142832
Triumfetta annua L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01542,wfo-0000457312
Triumfetta rhomboidea,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01546,wfo-0000457402
Triumfetta grandidens Hance,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01545,wfo-0001142832
Triumfetta pilosa Roth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01543,wfo-0001142566
Triumfetta repens (Blume) Merr. & Rolfe,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01544,wfo-0001142693
Microcos sinuata (Wall. ex Mast.) Burret,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01532,wfo-0000451679
Microcos paniculata L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01533,wfo-0000451652
Microcos laurifolia (Hook. ex Mast.) Burret,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01536,wfo-0000451629
Microcos tomentosa Smith,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01534,
Microcos fibrocarpa (Mast.) Burret,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01535,wfo-0000451546
Microcos fibrocarpa (Mast.) Burret,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01535,wfo-0000451546
Microcos laurifolia (Hook. ex Mast.) Burret,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01536,wfo-0000451629
Microcos paniculata L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01533,wfo-0000451652
Microcos sinuata (Wall. ex Mast.) Burret,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01532,wfo-0000451679
Microcos tomentosa Smith,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01534,
Colona auriculata (Desf.) Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01561,wfo-0000615146
Colona winitii (Craib) Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01557,wfo-0000615185
Colona elobata Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01555,wfo-0000615154
Colona javanica (Blume) Burret,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01556,wfo-0000615166
Colona floribunda (Kurz) Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01560,wfo-0000615158
Colona flagrocarpa (C.B.Clarke) Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01558,wfo-0000615157
Colona merguensis,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01559,wfo-0000615151
Colona auriculata (Desf.) Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01561,wfo-0000615146
Colona merguensis,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01559,wfo-0000615151
Colona elobata Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01555,wfo-0000615154
Colona flagrocarpa (C.B.Clarke) Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01558,wfo-0000615157
Colona floribunda (Kurz) Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01560,wfo-0000615158
Colona javanica (Blume) Burret,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01556,wfo-0000615166
Colona winitii (Craib) Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01557,wfo-0000615185
Grewia winitii Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01518,wfo-0000710406
Grewia sessilifolia Gagnep.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01519,wfo-0000710308
Grewia eriocarpa Juss.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01522,wfo-0000709910
Grewia sapida Roxb. ex DC.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01520,wfo-0000710286
Grewia abutilifolia Vent. ex Juss.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01521,wfo-0000709708
Grewia laevigata Vahl,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01525,wfo-0000710028
Grewia lacei Drumm. ex Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01523,wfo-0000710026
Grewia hirsuta Vahl,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01524,wfo-0000709982
Grewia abutilifolia Vent. ex Juss.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01521,wfo-0000709708
Grewia eriocarpa Juss.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01522,wfo-0000709910
Grewia hirsuta Vahl,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01524,wfo-0000709982
Grewia lacei Drumm. ex Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01523,wfo-0000710026
Grewia laevigata Vahl,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01525,wfo-0000710028
