wfo_id,scraped_name,scrape_status
wfo-0000545004,Ardisia punicea H.R.Fletcher,ok
wfo-0001100620,Polygala persicariifolia DC.,ok
wfo-0001032933,Marattia sambucina Blume,ok
wfo-0000657778,Dufrenoya collettii (Gamble) Stauffer,ok
wfo-0000366009,Curcuma rubescens Roxb.,ok
wfo-0000589140,Actephila javanica Miq.,ok
wfo-0000597945,Ceriops tagal (Perr.) C.B.Rob.,ok
wfo-0001143773,Valeriana hardwickii Wall.,ok
wfo-0001039748,Blinkworthia lycioides Choisy,ok
wfo-0001266677,Tectaria amplifolia (Alderw.) C.Chr.,ok
wfo-0000200003,Dalbergia rostrata Graham ex Prain,ok
wfo-0001123776,Pteris longipinnula Wall. ex J.Agardh,ok
wfo-0000419537,Fimbristylis complanata (Retz.) Link,ok
wfo-0000375418,Cyperus involucratus Rottb.,ok
wfo-0000273627,Pinanga badia Hodel,ok
wfo-0000932033,Croton poilanei Gagnep.,ok
wfo-0001296677,Ipomoea quamoclit L.,ok
wfo-0000486655,Plantago ovata Forssk.,ok
wfo-0001116524,Hymenophyllum barbatum (Bosch) Baker,ok
wfo-0001117814,Pteris subquinata Wall. ex J.Agardh,ok
wfo-0000648705,Diospyros confertiflora (Hiern) Bakh.,ok
wfo-0000199984,Dalbergia oliveri Gamble ex Prain,ok
wfo-0000641542,Dendrotrophe buxifolia Miq.,ok
wfo-0000418128,Vigna stipulacea (Lam.) Kuntze,ok
wfo-0000199670,Sindora coriacea (Baker) Prain,ok
wfo-0000568369,Bombax ceiba L.,ok
wfo-0001298108,Lepistemon binectarifer (Wall.) Kuntze,ok
wfo-0000658703,Heterosmilax pertenuis (T.Koyama) T.Koyama,ok
wfo-0000818596,Schrebera swietenioides Roxb.,ok
wfo-0001107359,Microlepia hookeriana (Wall.) C.Presl,ok
wfo-0000900621,Aganosma siamensis Craib,ok
wfo-0000445586,Limnophila hayatae T.Yamaz.,ok
wfo-0001243912,Nephelium ramboutan-ake (Labill.) Leenh.,ok
wfo-0000427375,Gahnia tristis Nees,ok
wfo-0000429322,Zollingeria dongnaiensis Pierre,ok
wfo-0000153666,Thelypteris valida (Christ) Tagawa & K.Iwats.,ok
wfo-0001296673,Ipomoea pes-tigridis L.,ok
wfo-0000199762,Albizia vialeana Pierre,ok
wfo-0000485181,Podocarpus polystachyus R.Br. ex Endl.,ok
wfo-0001083258,Melastoma sanguineum Sims,ok
wfo-0000544855,Ardisia paralleloneura K.Larsen & C.M.Hu,ok
wfo-0000380345,Cyperus procerus Rottb.,ok
wfo-0000378062,Macrosolen platyphyllus (Gamble) Danser,ok
wfo-0001225521,Melastoma imbricatum Wall. ex Triana,ok
wfo-0000832649,Fraxinus malacophylla Hemsl.,ok
wfo-0000371697,Cyperus difformis L.,ok
wfo-0000356970,Knema kunstleri (King) Warb.,ok
wfo-0000486916,Podocarpus wallichianus C.Presl,ok
wfo-0000726370,Hydrocotyle chiangdaoensis Murata,ok
wfo-0000649048,Diospyros hasseltii Zoll.,ok
wfo-0000235898,Manilkara kauki (L.) Dubard,ok
wfo-0001115227,Bolbitis virens (Wall. ex Hook. & Grev.) Schott,ok
wfo-0000762564,Butomopsis latifolia (D.Don) Kunth,ok
wfo-0001254717,Illicium tenuifolium (Ridl.) A.C.Sm.,ok
wfo-0000630082,Cuphea hyssopifolia Kunth,ok
wfo-0001221526,Lepisanthes rubiginosa (Roxb.) Leenh.,ok
wfo-0000405756,Eleocharis philippinensis Svenson,ok
wfo-0000649908,Diospyros undulata Wall. ex G.Don,ok
wfo-0000816867,Myxopyrum pierrei Gagnep.,ok
wfo-0000351965,Carex thailandica T.Koyama,ok
wfo-0000420815,Fimbristylis ferruginea (L.) Vahl,ok
wfo-0000759317,Calamus poilanei Conrard,ok
wfo-0000394586,Parishia insignis Hook.f.,ok
wfo-0000782255,Dolichandrone columnaris Santisuk,ok
wfo-0000908423,Coelogyne longipes Lindl.,ok
wfo-0000430231,Zehneria tenuispica W.J.de Wilde & Duyfjes,ok
wfo-0000584088,Cansjera rheedei J.F.Gmel.,ok
wfo-0000687905,Ficus consociata Blume,ok
wfo-0000769341,Halophila ovata Gaudich.,ok
wfo-0000342951,Blachia siamensis Gagnep.,ok
wfo-0000533072,Anacardium occidentale L.,ok
wfo-0000183263,Phaseolus lunatus L.,ok
wfo-0000194173,Dunbaria rotundifolia (Lour.) Merr.,ok
wfo-0000594262,Centranthera tranquebarica (Biehler) Merr.,ok
wfo-0000428356,Xanthophyllum obscurum A.W.Benn.,ok
wfo-0000462497,Lipocarpha microcephala (R.Br.) Kunth,ok
wfo-0001122371,Lepisorus sinensis Ching,ok
wfo-0000552374,Scleria psilorrhiza C.B.Clarke,ok
wfo-0000451652,Microcos paniculata L.,ok
wfo-0000356938,Knema austrosiamensis W.J.de Wilde,ok
wfo-0000320611,Talauma hodgsonii Hook.f. & Thomson,ok
wfo-0000193845,Pueraria candollei Wall. ex Benth.,ok
wfo-0000418703,Fimbristylis anisoclada Ohwi,ok
wfo-0000488686,Polygala glaucoides L.,ok
wfo-0000520067,Adenia penangiana (Wall. ex G.Don) W.J.de Wilde,ok
wfo-0000240210,Melodinus orientalis Blume,ok
wfo-0000687146,Fibraurea tinctoria Lour.,ok
wfo-0000189386,Vigna unguiculata (L.) Walp.,ok
wfo-0000528825,Alternanthera sessilis (L.) DC.,ok
wfo-0000346584,Carex filicina Nees,ok
wfo-0000611671,Cleome viscosa L.,ok
wfo-0000185934,Padbruggea dasyphylla Miq.,ok
wfo-0000197431,Derris alborubra Hemsl.,ok
wfo-0000445516,Limnophila balsamea (Benth.) Benth.,ok
wfo-0001253365,Ixonanthes reticulata Jack,ok
wfo-0001124399,Mecodium exsertum (Wall. ex Hook.) Copel.,ok
wfo-0001125817,Grammitis jagoriana (Mett.) Tagawa,ok
wfo-0001117085,Tectaria decurrens (C.Presl) Copel.,ok
wfo-0000378352,Cyperus niveus Retz.,ok
wfo-0000945969,Drosera indica L.,ok
wfo-0000868907,Claderia viridiflora Hook.f.,ok
wfo-0000501014,Schoutenia kunstleri King,ok
wfo-0001118604,Pteris scabripes Wall.,ok
wfo-0000830253,Chionanthus thorelii (Gagnep.) P.S.Green,ok
wfo-0000690457,Ficus subgelderi Corner,ok
wfo-0000141119,Lindsaea parallelogramma Alderw.,ok
wfo-0000778968,Millingtonia hortensis L.f.,ok
wfo-0001240160,Phtheirospermum parishii Hook.f.,ok
wfo-0000248700,Aporosa frutescens Blume,ok
wfo-0001085256,Knema lenta Warb.,ok
wfo-0000476060,Pentapetes phoenicea L.,ok
wfo-0001125347,Diacalpe aspidioides Blume,ok
wfo-0000230205,Lithocarpus reinwardtii (Korth.) A.Camus,ok
wfo-0000374472,Cyperus helferi Boeckeler,ok
wfo-0001117821,Pyrrosia flocculosa (D.Don) Ching,ok
wfo-0001107241,Ceratopteris thalictroides (L.) Brongn.,ok
wfo-0001116581,Lindsaea chienii Ching,ok
wfo-0000188426,Crotalaria humifusa Graham ex Benth.,ok
wfo-0001297958,Dichondra micrantha Urb.,ok
wfo-0001141817,Symplocos adenophylla Wall. ex G.Don,ok
wfo-0001107281,Dennstaedtia scabra (Wall.) T.Moore,ok
wfo-0001135253,Sapindus rarak DC.,ok
wfo-0001046608,Sloanea tomentosa (Benth.) Rehder & E.H.Wilson,ok
wfo-0000249986,Apostasia nuda R.Br.,ok
wfo-0000195028,Flemingia wallichii Wight & Arn.,ok
wfo-0000207317,Ormosia penangensis Ridl.,ok
wfo-0001016819,Spiraea cantoniensis Lour.,ok
wfo-0000641209,Dendrophthoe flosculosa Danser,ok
wfo-0000200357,Millettia pierrei Gagnep.,ok
wfo-0000325012,Thyrsanthera suborbicularis Pierre ex Gagnep.,ok
wfo-0000934515,Cymbidium macrorhizon Lindl.,ok
wfo-0000476033,Pterospermum acerifolium (L.) Willd.,ok
wfo-0000140679,Davallodes membranulosa (Wall.) Copel.,ok
wfo-0001245173,Streblus indicus (Bureau) Corner,ok
wfo-0000452499,Mitrastemma yamamotoi Makino,ok
wfo-0000943499,Dimorphocalyx malayanus Hook.f.,ok
wfo-0001107239,Azolla pinnata R.Br.,ok
wfo-0000199426,Pterolobium micranthum Gagnep.,ok
wfo-0000183176,Neustanthus phaseoloides (Roxb.) Benth.,ok
wfo-0000381219,Nephelium melliferum Gagnep.,ok
wfo-0000521801,Aerva sanguinolenta (L.) Blume,ok
wfo-0000704303,Gluta laccifera (Pierre) Ding Hou,ok
wfo-0000200284,Afgekia mahidoliae B.L.Burtt & Chermsir.,ok
wfo-0000263804,Panisea tricallosa Rolfe,ok
wfo-0000531932,Schoenus punctatus R.Br.,ok
wfo-0000544848,Ardisia palustris K.Larsen & C.M.Hu,ok
wfo-0000541072,Aquilaria crassna Pierre ex Lecomte,ok
wfo-0000255576,Omphalea sargentii Merr.,ok
wfo-0001108108,Asplenium thunbergii Kunze,ok
wfo-0000755864,Calamus flagellum Griff. ex Walp.,ok
wfo-0000607858,Citrullus lanatus (Thunb.) Matsum. & Nakai,ok
wfo-0000318804,Syzygium ixoroides Chantar. & J.Parn.,ok
wfo-0001109297,Pteris vittata L.,ok
wfo-0001109747,Mecodium polyanthos (Sw.) Copel.,ok
wfo-0000876930,Cleistanthus myrianthus (Hassk.) Kurz,ok
wfo-0001125600,Thelypteris triphylla (Sw.) K.Iwats.,ok
wfo-0000328303,Trigonostemon laevigatus Müll.Arg.,ok
wfo-0001140434,Sonneratia caseolaris (L.) Engl.,ok
wfo-0000318586,Syzygium dyerianum (King) Chantar. & J.Parn.,ok
wfo-0000068991,Blumea flava DC.,ok
wfo-0001297200,Cuscuta campestris Yunck.,ok
wfo-0001117274,Microsorum superficiale Ching,ok
wfo-0000585270,Capparis versicolor Griff.,ok
wfo-0000330951,Vallaris solanacea (Roth ex Roem. & Schult.) Kuntze,ok
wfo-0000328374,Trigonostemon thyrsoideus Stapf,ok
wfo-0000625724,Crateva religiosa G.Forst.,ok
wfo-0000159421,Dissochaeta monticola Blume,ok
wfo-0000418760,Bridelia glauca Blume,ok
wfo-0000657789,Dufrenoya robusta Stauffer,ok
wfo-0000558666,Balanophora harlandii Hook.f.,ok
wfo-0000165372,Mimosa pudica L.,ok
wfo-0001281389,Linostoma decandrum (Roxb.) Steud.,ok
wfo-0000318754,Syzygium helferi (Duthie) Chantar. & J.Parn.,ok
wfo-0000456701,Tiliacora triandra (Colebr.) Diels,ok
wfo-0000186378,Caesalpinia andamanica (Prain) Hattink,ok
wfo-0000541078,Aquilaria hirta Ridl.,ok
wfo-0000724247,Holigarna albicans Hook.f.,ok
wfo-0000724627,Hopea pedicellata (Brandis) Symington,ok
wfo-0000200244,Indigofera aralensis Gagnep.,ok
wfo-0000872115,Cleghornia malaccensis King & Gamble,ok
wfo-0000178702,Abrus precatorius L.,ok
wfo-0000584030,Canscora decussata (Roxb.) Schult. & Schult.f.,ok
wfo-0000200318,Fordia fruticosa Craib,ok
wfo-0001253316,Tetrameles nudiflora R.Br.,ok
wfo-0000200342,Millettia glaucescens Kurz,ok
wfo-0000418132,Vigna trinervia (B.Heyne ex Wight & Arn.) Tateishi & Maxted,ok
wfo-0001118162,Drynaria bonii Christ,ok
wfo-0001256918,Selaginella wallichii (Hook. & Grev.) Spring,ok
wfo-0001260483,Crypsinus hirsutus Tagawa & K.Iwats.,ok
wfo-0001100626,Salomonia cantoniensis Lour.,ok
wfo-0000964195,Euphorbia prostrata Aiton,ok
wfo-0000199940,Dalbergia cana Graham ex Kurz,ok
wfo-0000289386,Quercus acutissima Carruth.,ok
wfo-0000649551,Diospyros pilosula (A.DC.) Wall. ex Hiern,ok
wfo-0000157584,Argyreia siamensis (Craib) Staples,ok
wfo-0000421051,Fimbristylis griffithii Boeckeler,ok
wfo-0000532298,Schoenus smitinandii T.Koyama,ok
wfo-0001125556,Tectaria variolosa (Wall. ex Hook.) C.Chr.,ok
wfo-0000519327,Actinidia rubricaulis Dunn,ok
wfo-0001063864,Swertia angustifolia Buch.-Ham. ex D.Don,ok
wfo-0000232270,Macaranga tanarius Müll.Arg.,ok
wfo-0000682083,Euonymus sootepensis Craib,ok
wfo-0000505081,Stephania venosa (Blume) Spreng.,ok
wfo-0000230200,Lithocarpus rassa (Miq.) Rehder,ok
wfo-0000433229,Bromheadia truncata Seidenf.,ok
wfo-0001229003,Myrica esculenta Buch.-Ham. ex D.Don,ok
wfo-0000241755,Mercurialis leiocarpa Siebold & Zucc.,ok
wfo-0001017269,Pyrus lindleyi Rehder,ok
wfo-0000931393,Croton kongensis Gagnep.,ok
wfo-0001123747,Pteris venusta Kunze,ok
wfo-0000649851,Diospyros thaiensis Phengklai,ok
wfo-0000484425,Portulaca oleracea L.,ok
wfo-0000234634,Mallotus montanus (Müll.Arg.) Airy Shaw,ok
wfo-0000200476,Flemingia sootepensis Craib,ok
wfo-0001228107,Iodes vitiginea (Hance) Hemsl.,ok
wfo-0000181450,Galactia tenuiflora (J.G.Klein ex Willd.) Wight & Arn.,ok
wfo-0000382726,Cyperus sphacelatus Rottb.,ok
wfo-0000611568,Cleome rutidosperma DC.,ok
wfo-0000681778,Euonymus glaber Roxb.,ok
wfo-0000210925,Crotalaria juncea L.,ok
wfo-0001256899,Lindsaea divergens Wall. ex Hook. & Grev.,ok
wfo-0000681676,Euonymus cochinchinensis Pierre,ok
wfo-0000376897,Momordica cochinchinensis Spreng.,ok
wfo-0000398239,Donax canniformis (G.Forst.) K.Schum.,ok
wfo-0000544376,Ardisia gracillima K.Larsen & C.M.Hu,ok
wfo-0000703248,Ginalloa siamica Craib,ok
wfo-0000364558,Croton kongkandanus Esser,ok
wfo-0000965176,Euphorbia trigona Mill.,ok
wfo-0000186813,Indigofera cassioides Rottler ex DC.,ok
wfo-0000344964,Carex blinii H.Lév. & Vaniot,ok
wfo-0000536042,Anethum graveolens L.,ok
wfo-0000585057,Capparis radula Gagnep.,ok
wfo-0001125689,Thelypteris subelata (Baker) K.Iwats.,ok
wfo-0000381213,Nephelium mangayi Hiern,ok
wfo-0000502752,Strychnos curtisii King & Gamble,ok
wfo-0000565531,Biophytum sensitivum (L.) DC.,ok
wfo-0001109288,Pteris ensiformis Burm.,ok
wfo-0000537190,Anisadenia saxatilis Wall. ex Meisn.,ok
wfo-0001139961,Striga masuria (Buch.-Ham. ex Benth.) Benth.,ok
wfo-0000649282,Diospyros malabarica (Desr.) Kostel.,ok
wfo-0000144450,Polystichum prolificans Alderw.,ok
wfo-0001126299,Diplazium sorzogonense (C.Presl) C.Presl,ok
wfo-0000726583,Hydrocotyle sibthorpioides Lam.,ok
wfo-0000205313,Brachypterum microphyllum Miq.,ok
wfo-0000179119,Calopogonium mucunoides Desv.,ok
wfo-0001142540,Wikstroemia indica (L.) C.A.Mey.,ok
wfo-0001074211,Strychnos nux-blanda A.W.Hill,ok
wfo-0000395851,Dioscorea tamarisciflora Prain & Burkill,ok
wfo-0001105759,Lysimachia lobelioides Wall.,ok
wfo-0000548223,Aristolochia pothieri Pierre ex Lecomte,ok
wfo-0000199858,Entada glandulosa Pierre ex Gagnep.,ok
wfo-0000544338,Ardisia furva Ridl.,ok
wfo-0000250450,Neoscortechinia philippinensis (Merr.) Welzen,ok
wfo-0000502891,Strychnos polyantha Pierre ex Dop,ok
wfo-0000172738,Pterocarpus indicus Willd.,ok
wfo-0000833400,Hippobroma longiflora (L.) G.Don,ok
wfo-0000373077,Cyperus exaltatus Retz.,ok
wfo-0000459361,Ternstroemia wallichiana (Griff.) Ridl.,ok
wfo-0000200529,Rhynchosia longipetiolata Hosseus,ok
wfo-0001017370,Duchesnea indica (Andrews) Teschem.,ok
wfo-0001334649,Coelogyne phuhinrongklaensis Ngerns. & Tippayasri,ok
wfo-0000199724,Acacia thailandica I.C.Nielsen,ok
wfo-0000199598,Bauhinia tubicalyx Craib,ok
wfo-0001124048,Cheilanthes subrufa Baker,ok
wfo-0000178132,Caesalpinia major (Medik.) Dandy & Exell,ok
wfo-0000641253,Dendrophthoe longiflora Blume,ok
wfo-0000446298,Lindernia latifolia (Blume) Koord.,ok
wfo-0001257712,Alstonia scholaris (L.) R.Br.,ok
wfo-0000390457,Dioscorea decipiens Hook.f.,ok
wfo-0000232829,Madhuca pierrei (F.N.Williams) H.J.Lam,ok
wfo-0001111679,Nephrolepis acutifolia (Desv.) Christ,ok
wfo-0000164325,Clitoria fairchildiana R.A.Howard,ok
wfo-1200041840,Millettia sericea (Vent.) Wight & Arn. ex Hassk.,ok
wfo-0000232768,Madhuca krabiensis (Aubrév.) Chantar.,ok
wfo-0000199617,Crudia gracilis Prain,ok
wfo-0000376893,Cyperus leucocephalus Retz.,ok
wfo-0000166036,Centrosema molle Mart. ex Benth.,ok
wfo-0000187008,Millettia erythrocalyx Gagnep.,ok
wfo-0000649814,Diospyros sumatrana Miq.,ok
wfo-0000647615,Dillenia pentagyna Roxb.,ok
wfo-0000932717,Croton wallichii Müll.Arg.,ok
wfo-0000210929,Crotalaria verrucosa L.,ok
wfo-0000545075,Ardisia ridleyi King & Gamble,ok
wfo-0000609901,Xyris complanata R.Br.,ok
wfo-0000689922,Ficus pumila L.,ok
wfo-0000271391,Phyllanthus lingulatus Beille,ok
wfo-0000618214,Connarus planchonianus G.Schellenb.,ok
wfo-0000830170,Chionanthus microbotrys (Kerr) P.S.Green,ok
wfo-0001292798,Pleurostylia opposita (Wall.) Alston,ok
wfo-0001117763,Equisetum debile Roxb. ex Vaucher,ok
wfo-0000932001,Croton phuquocensis Croizat,ok
wfo-0001278543,Microtropis discolor (Wall.) Arn.,ok
wfo-0001114939,Pteris stenophylla Wall. ex Hook. & Grev.,ok
wfo-0000528743,Alternanthera philoxeroides (Mart.) Griseb.,ok
wfo-0001051925,Pegia nitida Colebr.,ok
wfo-0001124427,Microgonium motleyi Bosch,ok
wfo-0000823083,Asyneuma fulgens (Wall.) Briq.,ok
wfo-0001238701,Sonerila integrifolia Stapf,ok
wfo-0000457857,Tribulus terrestris L.,ok
wfo-0000199582,Bauhinia saigonensis Pierre ex Gagnep.,ok
wfo-0000664266,Elaeocarpus floribundus Blume,ok
wfo-0001298172,Ipomoea littoralis Blume,ok
wfo-0000688701,Ficus hispida L.f.,ok
wfo-0000677912,Eryngium foetidum L.,ok
wfo-0001301354,Trichosanthes dunniana H.Lév.,ok
wfo-0000547872,Aristolochia helix Phuph.,ok
wfo-0001116768,Diplazium mettenianum (Miq.) C.Chr.,ok
wfo-0000755470,Alisma plantago-aquatica L.,ok
wfo-0000502895,Strychnos thorelii Pierre ex Dop,ok
wfo-0000297077,Ricinus communis L.,ok
wfo-0000717913,Helicia excelsa Blume,ok
wfo-0000328011,Trichotosia microphylla Blume,ok
wfo-0000188054,Albizia retusa Benth.,ok
wfo-0001242741,Reinwardtia indica Dumort.,ok
wfo-0001284231,Polygala triflora L.,ok
wfo-0000379694,Cyperus pilosus Vahl,ok
wfo-0000272367,Phyllanthus welwitschianus Müll.Arg.,ok
wfo-0000270426,Phyllanthus airy-shawii Jean F.Brunel & J.P.Roux,ok
wfo-0000153601,Thelypteris siamensis Tagawa & K.Iwats.,ok
wfo-0000664088,Elaeocarpus braceanus Watt ex C.B.Clarke,ok
wfo-0000192713,Indigofera hirsuta L.,ok
wfo-0001125586,Thelypteris aspera (C.Presl) K.Iwats.,ok
wfo-0000769316,Halodule uninervis (Forssk.) Boiss.,ok
wfo-0000637110,Dalbergia suthepensis Niyomdham,ok
wfo-0000943229,Didymoplexiella ornata (Ridl.) Garay,ok
wfo-0000428079,Bridelia tomentosa Blume,ok
wfo-0000164573,Caesalpinia crista L.,ok
wfo-0000162118,Sonerila rheedei Wall.,ok
wfo-0000141268,Microlepia ridleyi Copel.,ok
wfo-0000185543,Intsia palembanica Miq.,ok
wfo-0000758656,Calamus ornatus Blume,ok
wfo-0000706711,Gonocaryum lobbianum (Miers) Kurz,ok
wfo-0000647601,Dillenia obovata (Blume) Hoogland,ok
wfo-0000573786,Buchnera tetrasticha Wall. ex Benth.,ok
wfo-0000442787,Lysimachia pilosa H.R.Fletcher,ok
wfo-0001266705,Tectaria maingayi (Baker) C.Chr.,ok
wfo-0000199378,Caesalpinia godefroyana Kuntze,ok
wfo-0000497940,Swertia striata Collett & Hemsl.,ok
wfo-0000945853,Drosera burmannii Vahl,ok
wfo-0000334587,Wrightia viridiflora Kerr,ok
wfo-0000422307,Fimbristylis obtusata (C.B.Clarke) Ridl.,ok
wfo-0000318521,Syzygium cumini (L.) Skeels,ok
wfo-0001112749,Davallia denticulata (Burm.) Mett.; Kuhn,ok
wfo-0000185905,Millettia macrostachya Collett & Hemsl.,ok
wfo-0000545337,Ardisia undulato-dentata H.R.Fletcher,ok
wfo-0001125804,Crypsinus cruciformis (Ching) Tagawa,ok
wfo-0001118078,Prosaptia contigua C.Presl,ok
wfo-0001074272,Macrosolen cochinchinensis (Lour.) Tiegh.,ok
wfo-0000373715,Miquelia kleinii Meisn.,ok
wfo-0000687397,Ficus assamica Miq.,ok
wfo-0001117765,Plagiogyria communis Ching,ok
wfo-0000189815,Canavalia ensiformis (L.) DC.,ok
wfo-0000520284,Adenosma elsholtzioides T.Yamaz.,ok
wfo-0000472640,Monochoria hastata (L.) Solms,ok
wfo-0000434827,Semecarpus albescens Kurz,ok
wfo-0001133418,Meliosma simplicifolia (Roxb.) Walp.,ok
wfo-0000623524,Coscinium blumeanum Miers ex Hook.f. & Thomson,ok
wfo-0000720320,Heritiera macrophylla Wall. ex Kurz,ok
wfo-0000180630,Erythrina corallodendron L.,ok
wfo-0000193236,Meizotropis buteiformis Voigt,ok
wfo-0000770776,Enhalus acoroides (L.f.) Royle,ok
wfo-0000074194,Ainsliaea spanocephala Y.C.Tseng,ok
wfo-0000436299,Hedychium pauciflorum S.Q.Tong,ok
wfo-0000475878,Podocarpus pilgeri Foxw.,ok
wfo-0001298913,Tridynamia megalantha (Merr.) Staples,ok
wfo-0000232590,Macropanax dispermus (Blume) Kuntze,ok
wfo-0000764357,Calanthe odora Griff.,ok
wfo-1000044643,Miliusa hirsuta Chaowasku & Kessler,ok
wfo-0001260753,Ctenopteris moultonii (Copel.) C.Chr. & Tardieu,ok
wfo-0000446268,Lepisanthes senegalensis (Poir.) Leenh.,ok
wfo-0000452175,Melochia corchorifolia L.,ok
wfo-0001035575,Myrmecophila sinuosa (Wall. ex Hook.) Nakai ex H.Ito,ok
wfo-0001108058,Asplenium normale D.Don,ok
wfo-0000207326,Ormosia venosa Baker,ok
wfo-0000228260,Liparis latifolia Lindl.,ok
wfo-0000491589,Sterculia foetida L.,ok
wfo-0000813445,Jasminum multiflorum (Burm.f.) Andrews,ok
wfo-0000447412,Myristica elliptica Wall. ex Hook.f. & Thomson,ok
wfo-0000194875,Pterocarpus macrocarpus Kurz,ok
wfo-0000284481,Psidium littorale Raddi,ok
wfo-0001298565,Cuscuta japonica Choisy,ok
wfo-0000649725,Diospyros scalariformis H.R.Fletcher,ok
wfo-0000296289,Rhodamnia cinerea Jack,ok
wfo-0000173752,Crotalaria quinquefolia L.,ok
wfo-0000199911,Crotalaria filiformis Wall. ex Benth.,ok
wfo-0000196896,Albizia lucidior (Steud.) I.C.Nielson ex H.Hara,ok
wfo-0000271968,Phyllanthus ridleyanus Airy Shaw,ok
wfo-0000249611,Nauclea orientalis (L.) L.,ok
wfo-0000305109,Sauropus thorelii Beille,ok
wfo-0000161187,Osbeckia aspericaulis Hook.f. ex Triana,ok
wfo-0001066369,Miliusa horsfieldii (Benn.) Baill. ex Pierre,ok
wfo-0001275647,Asplenium humbertii Tardieu,ok
wfo-0000876378,Cleistanthus helferi Hook.f.,ok
wfo-0000199916,Crotalaria kurzii Baker ex Kurz,ok
wfo-0000951914,Epigynum griffithianum Wight,ok
wfo-0001225378,Trichosanthes pubera Blume,ok
wfo-0000156438,Erycibe griffithii C.B.Clarke,ok
wfo-0001124449,Lygodium salicifolium C.Presl,ok
wfo-0000742571,Smilax lanceifolia Roxb.,ok
wfo-0000520912,Adinandra laotica Gagnep.,ok
wfo-0000568432,Bombax insigne Wall.,ok
wfo-0000334368,Willughbeia coriacea Wall.,ok
wfo-0001107372,Oleandra wallichii (Hook.) C.Presl,ok
wfo-0001107255,Coniogramme procera Fée,ok
wfo-0000922531,Stichorkis gibbosa (Finet) J.J.Wood,ok
wfo-0001109427,Thelypteris opulenta (Kaulf.) Fosb.,ok
wfo-0000446361,Lindernia satakei T.Yamaz.,ok
wfo-0000475700,Pentace triptera Mast.,ok
wfo-0000257347,Aralia foliolosa Seem. ex C.B.Clarke,ok
wfo-0001069445,Seseli yunnanense Franch.,ok
wfo-0000926815,Crepidium biauritum (Lindl.) Szlach.,ok
wfo-0000664772,Elaeocarpus sphaericus (Gaertn.) Heer,ok
wfo-0000157985,Microgonium bimarginatum Bosch,ok
wfo-0000495210,Sopubia fastigiata Bonati,ok
wfo-0001125331,Elaphoglossum stelligerum (Wall. ex Baker) A.Biswas & S.R.Ghosh,ok
wfo-0000029679,Pseudognaphalium affine (D.Don) Anderb.,ok
wfo-0000200505,Mucuna revoluta Wilmot-Dear,ok
wfo-0000824887,Begonia murina Craib,ok
wfo-0000937407,Alangium oblongum Craib,ok
wfo-0000615959,Zingiber bradleyanum Craib,ok
wfo-0000835092,Curcuma antinaia Chaveer. & Tanee,ok
wfo-0000006036,Gynura bicolor (Roxb. ex Willd.) DC.,ok
wfo-0001043057,Gynochthodes villosa (Hook.f.) Razafim. & B.Bremer,ok
wfo-0000430546,Ziziphus angustifolia (Miq.) Hatus. ex Steenis,ok
wfo-0001119683,Salvinia cucullata Roxb. ex Wall.,ok
wfo-0000956214,Eugeissona tristis Griff.,ok
wfo-0000949014,Endospermum chinense Benth.,ok
wfo-0000616929,Zingiber longibracteatum Theilade,ok
wfo-0000483900,Primula intanoensis T.Yamaz.,ok
wfo-0000606582,Cissus nodosa Blume,ok
wfo-0001336618,Boesenbergia kingii Mood & L.M.Prince,ok
wfo-0000617045,Commersonia bartramia (L.) Merr.,ok
wfo-1000022699,Globba conferta M.F.Newman,ok
wfo-0000705089,Cabomba caroliniana A.Gray,ok
wfo-0000438437,Sambucus simpsonii Rehder,ok
wfo-0000449486,Malvastrum coromandelianum (L.) Garcke,ok
wfo-0000687322,Ficus annulata Blume,ok
wfo-0000824214,Begonia handelii Irmsch.,ok
wfo-0000651338,Dipterocarpus grandiflorus (Blanco) Blanco,ok
wfo-0000603659,Christisonia siamensis Craib,ok
wfo-0001119694,Elaphoglossum angulatum (Blume) T.Moore,ok
wfo-0000047063,Acilepis principis (Gagnep.) H.Rob. & Skvarla,ok
wfo-0000134003,Acmella paniculata (Wall. ex DC.) R.K.Jansen,ok
wfo-0000262567,Palaquium hansenii Chantar.,ok
wfo-0001342544,Scleromitrion scabrum (Wall. ex Kurz) Neupane & N.Wikstr.,ok
wfo-0000904062,Xylosma brachystachys Craib,ok
wfo-0000328033,Trichotosia pulvinata (Lindl.) Kraenzl.,ok
wfo-0000210921,Crotalaria alata Buch.-Ham. ex D.Don,ok
wfo-0000560106,Barclaya longifolia Wall.,ok
wfo-0000650807,Diplycosia microphylla Becc.,ok
wfo-0000691212,Fissistigma thorelii (Pierre ex Finet & Gagnep.) Merr.,ok
wfo-0001425041,"Pinalia ochracea (Rolfe) Schuit., Y.P.Ng & H.A.Pedersen",ok
wfo-0000691202,Fissistigma scandens Griff.,ok
wfo-0000338724,Alpinia rafflesiana Wall. ex Baker,ok
wfo-0000681715,Euonymus echinatus Wall.,ok
wfo-0000262683,Palaquium rostratum (Miq.) Burck,ok
wfo-0000649981,Diospyros winitii H.R.Fletcher,ok
wfo-0000077706,Pluchea indica Less.,ok
wfo-0000728305,Hypericum siamense N.Robson,ok
wfo-0000265331,Argostemma fragile E.T.Geddes,ok
