wfo_id,scraped_name,scrape_status
wfo-0001114942,Asplenium yoshinagae Makino,ok
wfo-0001146003,Tetrastigma dubium (M.A.Lawson) Planch.,ok
wfo-0000649873,Diospyros transitoria Bakh.,ok
wfo-0000252854,Oberonia lotsyana J.J.Sm.,ok
wfo-0000718157,Helicteres viscida Blume,ok
wfo-0000091354,Aster ageratoides Turcz.,ok
wfo-0000421576,Fimbristylis leptoclada Benth.,ok
wfo-0000569871,Bouea macrophylla Griff.,ok
wfo-0000632045,Cyclea atjehensis Forman,ok
wfo-0001228223,Tinospora crispa (L.) Hook.f. & Thomson,ok
wfo-0000243488,Aphyllorchis evrardii Gagnep.,ok
wfo-0001340715,Payena asiatica Chantar.,ok
wfo-0000145739,Didymoglossum exiguum (Bedd.) Copel.,ok
wfo-0001142241,Sladenia celastrifolia Kurz,ok
wfo-0000877781,Cleistanthus sumatranus (Miq.) Müll.Arg.,ok
wfo-0000199470,Bauhinia bracteata (Benth.) Graham ex Baker,ok
wfo-0000251688,Nervilia infundibulifolia Blatt. & McCann,ok
wfo-0000906964,Coelogyne brachyptera Rchb.f.,ok
wfo-0000239570,Antidesma velutinum Tul.,ok
wfo-0000925661,Flacourtia jangomas (Lour.) Raeusch.,ok
wfo-0000909683,Coelogyne viscosa Rchb.f.,ok
wfo-0000320521,Tainia maingayi Hook.f.,ok
wfo-0000251724,Nervilia plicata (Andrews) Schltr.,ok
wfo-0000305676,Schefflera bengalensis Gamble,ok
wfo-0001142843,Trapa incisa Siebold & Zucc.,ok
wfo-0000547853,Aristolochia grandis Craib,ok
wfo-0000249909,Nenga pumila (Blume) H.Wendl. ex Schaedtler,ok
wfo-0000712898,Gymnosporia diversifolia Maxim.,ok
wfo-0000704690,Glyptopetalum gracilipes Pierre,ok
wfo-0001229736,Rhododendron moulmainense Hook.,ok
wfo-0000183119,Pachyrhizus erosus (L.) Urb.,ok
wfo-0000816710,Osmanthus scortechinii King & Gamble,ok
wfo-0001444133,Sigmoidala kityana (Craib) J.Compton & Schrire,ok
wfo-0000321804,Beaumontia murtonii Craib,ok
wfo-0000200514,Cruddasia laotica (Gagnep.) Niyomdham,ok
wfo-0000050095,Pseudelephantopus spicatus (B.Juss. ex Aubl.) Rohr ex C.F.Baker,ok
wfo-0001122478,Lepisorus longifolius (Blume) Holttum,ok
wfo-0000755604,Calamus erinaceus (Becc.) J.Dransf.,ok
wfo-0001117754,Syngramma alismifolia (C.Presl) J.Sm.,ok
wfo-0001256788,Tapeinidium luzonicum (Hook.) K.U.Kramer,ok
wfo-0000543220,Arcangelisia flava (L.) Merr.,ok
wfo-0000500559,Shorea hypochra Hance,ok
wfo-0000528348,Alsomitra macrocarpa (Blume) M.Roem.,ok
wfo-0000666863,Embelia grandifolia H.R.Fletcher,ok
wfo-0000322767,Thaia saprophytica Seidenf.,ok
wfo-0000666872,Embelia impressa H.R.Fletcher,ok
wfo-0000162161,Sonerila violifolia Hook.f. ex Triana,ok
wfo-0000217390,Iguanura speciosa Hodel,ok
wfo-0001125594,Thelypteris lakhimpurensis (Rosenst.) K.Iwats.,ok
wfo-0000144933,Acrosorus triangularis Copel.,ok
wfo-0000132513,Ainsliaea latifolia (D.Don) Sch.Bip.,ok
wfo-0000229968,Lithocarpus hendersonianus A.Camus,ok
wfo-0000252790,Oberonia hosseusii Schltr.,ok
wfo-0001327581,Hydnocarpus nanus King,ok
wfo-0000184029,Teramnus labialis (L.f.) Spreng.,ok
wfo-0001115938,Crypsinus enervis (Cav.) Copel.,ok
wfo-0000930856,Salix babylonica L.,ok
wfo-0000996758,Sorbus verrucosa (Decne.) Rehder,ok
wfo-0001332273,Eriocaulon phuphanoides Praj. & J.Parn.,ok
wfo-0000473699,Pachygone dasycarpa Kurz,ok
wfo-0001426480,Zingiber sirindhorniae Triboun & Keerat.,ok
wfo-0000432992,Sesuvium portulacastrum (L.) L.,ok
wfo-0001003548,Docynia indica (Colebr. ex Wall.) Decne.,ok
wfo-0000306249,Schefflera pueckleri (K.Koch) Frodin,ok
wfo-0000754589,Calamus burkillianus Becc. ex Ridl.,ok
wfo-0000523044,Agapetes hosseana Diels,ok
wfo-0000547801,Scirpus wichurae Boeckeler,ok
wfo-0000445582,Limnophila glabra (Benj.) Kerr,ok
wfo-0000185940,Afgekia sericea Craib,ok
wfo-0001052221,Spondias lakonensis Pierre,ok
wfo-0000558282,Bacopa monnieri (L.) Wettst.,ok
wfo-0000279319,Podochilus lucescens Blume,ok
wfo-0000774915,Barringtonia macrocarpa Hassk.,ok
wfo-0000238106,Antidesma pendulum Hook.f.,ok
wfo-0001057147,Flemingia strobilifera (L.) W.T.Aiton,ok
wfo-0000603193,Choerospondias axillaris (Roxb.) B.L.Burtt & A.W.Hill,ok
wfo-0000360044,Lonicera siamensis Gamble,ok
wfo-0000876400,Cleistanthus hirsutipetalus Gage,ok
wfo-0000162091,Sonerila obliqua Korth.,ok
wfo-0000186905,Derris elliptica (Wall.) Benth.,ok
wfo-0000296185,Rhapis subtilis Becc.,ok
wfo-0001332272,Eriocaulon phuphanense Praj. & J.Parn.,ok
wfo-0000158394,Dissochaeta affinis (Korth.) Clausing,ok
wfo-0000060272,Senecio namnaoensis H.Koyama,ok
wfo-0000051035,Cyanthillium cinereum (L.) H.Rob.,ok
wfo-0000383810,Cyperus tenuiculmis Boeckeler,ok
wfo-0000724823,Horsfieldia brachiata (King) Warb.,ok
wfo-0000228163,Liparis gigantea C.L.Tso,ok
wfo-0000936248,Cyrtostachys renda Blume,ok
wfo-0000544170,Ardisia cymosa Blume,ok
wfo-0000199396,Caesalpinia parviflora Prain,ok
wfo-0000808719,Gastrodia theana Aver.,ok
wfo-0001276139,Pyrenaria camelliiflora Kurz,ok
wfo-0000570710,Brackenridgea palustris Bartell.,ok
wfo-0000079631,Ethulia conyzoides L.f.,ok
wfo-0001086710,Pisonia umbellifera (J.R.Forst. & G.Forst.) Seem.,ok
wfo-0000197074,Bauhinia ornata Kurz,ok
wfo-0000252892,Oberonia myriantha Lindl.,ok
wfo-0001117090,Tectaria simonsii (Baker) Ching,ok
wfo-0000227482,Licuala malajana Becc.,ok
wfo-0000251500,Nephelaphyllum pulchrum Blume,ok
wfo-0000364504,Croton acutifolius Esser,ok
wfo-0000254950,Oldenlandia herbacea (L.) Roxb.,ok
wfo-0000445877,Limnophila verticillata T.Yamaz.,ok
wfo-0001115925,Pyrrosia longifolia (Burm.f.) Morton,ok
wfo-0000550504,Artocarpus integer (Thunb.) Merr.,ok
wfo-0001049363,Spondias pinnata (L.f.) Kurz,ok
wfo-0000559923,Baratranthus axanthus (Korth.) Miq.,ok
wfo-0000345741,Carex craspedotricha Nelmes,ok
wfo-0000908727,Coelogyne parishii Hook.f.,ok
wfo-0000544710,Ardisia montana King & Gamble,ok
wfo-0000815753,Lobelia nummularia Lam.,ok
wfo-0000438784,Heliconia rostrata Ruiz & Pav.,ok
wfo-0000586648,Cardamine circaeoides Hook.f. & Thomson,ok
wfo-0000185045,Rhynchosia rufescens DC.,ok
wfo-0000446378,Lindernia parviflora (Roxb.) Haines,ok
wfo-0000293224,Quercus sessilifolia Blume,ok
wfo-0000229961,Lithocarpus harmandii (Hickel & A.Camus) A.Camus,ok
wfo-0000453763,Kyllinga brevifolia Rottb.,ok
wfo-0000907010,Coelogyne brunnea Lindl.,ok
wfo-0000243581,Aphyllorchis pallida Blume,ok
wfo-0000197952,Spatholobus harmandii Gagnep.,ok
wfo-0000585130,Capparis siamensis Kurz,ok
wfo-0000465385,Phytocrene bracteata Wall.,ok
wfo-0000268002,Phaius flavus (Blume) Lindl.,ok
wfo-0000435448,Spondias laxiflora (Kurz) Airy Shaw & Forman,ok
wfo-0001074214,Strychnos lucida R.Br.,ok
wfo-0001253894,Vittaria amboinensis Fée,ok
wfo-0000687501,Ficus benghalensis L.,ok
wfo-0000253005,Oberonia singalangensis Schltr.,ok
wfo-0000648970,Diospyros fulvopilosa H.R.Fletcher,ok
wfo-0001115265,Dryopteris cochleata (Don) C.Chr.,ok
wfo-0000926250,Homalium foetidum Benth.,ok
wfo-0001109405,Thelypteris dentata E.P.St.John,ok
wfo-1000026565,Curcuma lithophila Škorničk. & Soonthornk.,ok
wfo-0000925821,Corypha lecomtei Becc. ex Lecomte,ok
wfo-0000649596,Diospyros pubicalyx Bakh.,ok
wfo-0000458568,Torenia ranongensis T.Yamaz.,ok
wfo-0000430596,Globba obscura K.Larsen,ok
wfo-0000266083,Payena lucida A.DC.,ok
wfo-0000363056,Costus globosus Blume,ok
wfo-0000685503,Fagraea acuminatissima Merr.,ok
wfo-0000943231,Didymoplexiella trichechus (J.J.Sm.) Garay,ok
wfo-0001116140,Deparia japonica (Thunb.) M.Kato,ok
wfo-0000200439,Dunbaria glandulosa (Dalzell & A.Gibson) Prain,ok
wfo-0000544452,Ardisia integra K.Larsen & C.M.Hu,ok
wfo-0000148555,Loxogramme scolopendrina (Bory) C.Presl,ok
wfo-0000230083,Lithocarpus mekongensis (A.Camus) C.C.Huang & Y.T.Zhang,ok
wfo-0000408109,Trichosanthes phonsenae Duyfjes & Pruesapan,ok
wfo-0000381487,Cyperus rotundus L.,ok
wfo-0001280437,Viola hederacea Labill.,ok
wfo-0000251966,Appendicula reflexa Blume,ok
wfo-0000164734,Cassia siamea Lam.,ok
wfo-0000690839,Ficus virens Aiton,ok
wfo-0000221137,Knoxia roxburghii (Spreng.) M.A.Rau,ok
wfo-0000491312,Phrynium hirtum Ridl.,ok
wfo-0000200007,Dalbergia foliacea Wall. ex Benth.,ok
wfo-0001065306,Sycopsis dunnii Hemsl.,ok
wfo-0000230295,Lithocarpus trachycarpus (Hickel & A.Camus) A.Camus,ok
wfo-0000228252,Liparis lacerata Ridl.,ok
wfo-0000186118,Acacia leucophloea (Roxb.) Willd.,ok
wfo-0000724969,Horsfieldia tomentosa Warb.,ok
wfo-0000312621,Spermacoce ocymoides Burm.f.,ok
wfo-0001117889,Ctenitis dumrongii Tagawa & K.Iwats.,ok
wfo-0000228538,Liparis sootenzanensis Fukuy.,ok
wfo-0000647610,Dillenia parviflora Griff.,ok
wfo-0000252720,Oberonia denticulata Wight,ok
wfo-0000814634,Lobelia zeylanica L.,ok
wfo-0000242999,Micrococca mercurialis Benth.,ok
wfo-0000232777,Madhuca laurifolia (King & Gamble) H.J.Lam,ok
wfo-0000017885,Pterocaulon redolens (Willd.) Fern.-Vill.,ok
wfo-0001123236,Loxogramme chinensis Ching,ok
wfo-0001117223,Colysis hemionitidea (C.Presl) C.Presl,ok
wfo-0000572594,Thismia mirabilis K.Larsen,ok
wfo-0000757412,Calamus longisetus Griff.,ok
wfo-0000040856,Blumea saxatilis Zoll. & Moritzi,ok
wfo-0000545255,Ardisia sumatrana Miq.,ok
wfo-0000192038,Archidendron lucidum (Benth.) I.C.Nielsen,ok
wfo-0000491653,Sterculia guttata Roxb.,ok
wfo-0000270762,Phyllanthus clarkei Hook.f.,ok
wfo-0000186135,Derris elegans Benth.,ok
wfo-1000041677,"Liparis buddhawongii Tetsana, Watthana & H.A.Pedersen",ok
wfo-0000971598,Gastrodia verrucosa Blume,ok
wfo-0001125702,Thelypteris immersa (Blume) Ching,ok
wfo-0000724531,Hopea ferrea Pierre ex Laness.,ok
wfo-0000959555,Eugenia xanthocarpa Thwaites,ok
wfo-0000544833,Ardisia oxyphylla Wall. ex A.DC.,ok
wfo-0001109010,Lycopodium serratum Thunb.,ok
wfo-0000755551,Calamus erectus Roxb.,ok
wfo-0001141442,Styrax serrulatus Roxb.,ok
wfo-0000564313,Bergia capensis L.,ok
wfo-0000228481,Liparis regnieri Finet,ok
wfo-0000748052,Lygodium japonicum (Thunb.) Sw.,ok
wfo-0000585272,Capparis viburnifolia Gagnep.,ok
wfo-0000754826,Calamus concinnus Mart.,ok
wfo-0000413163,Taxillus chinensis (DC.) Danser,ok
wfo-0000817133,Osmanthus fragrans Lour.,ok
wfo-0000806321,Phreatia albofarinosa Ormerod,ok
wfo-0000014938,Ageratum conyzoides L.,ok
wfo-0000261550,Otochilus albus Lindl.,ok
wfo-0000940007,Alchornea tiliifolia (Benth.) Müll.Arg.,ok
wfo-0000229915,Lithocarpus falconeri Rehder,ok
wfo-0000359864,Lonicera confusa DC.,ok
wfo-0000448428,Mirabilis jalapa L.,ok
wfo-0000228634,Liparis wightiana Thwaites,ok
wfo-0000197050,Bauhinia yunnanensis Franch.,ok
wfo-0000457312,Triumfetta annua L.,ok
wfo-0000187582,Neptunia javanica Miq.,ok
wfo-0000184271,Albizia lebbeck (L.) Benth.,ok
wfo-0001296661,Ipomoea aquatica Forssk.,ok
wfo-0001117826,Lepisorus contortus Ching,ok
wfo-0000724862,Horsfieldia iryaghedhi (Gaertn.) Warb.,ok
wfo-0000249734,Neanotis calycina (Wall. ex Hook.f.) W.H.Lewis,ok
wfo-0000193469,Mucuna warburgii K.Schum. & Lauterb.,ok
wfo-0000069236,Sonchus oleraceus L.,ok
wfo-0000552823,Scleria rugosa R.Br.,ok
wfo-0000334353,Willughbeia angustifolia (Miq.) Markgr.,ok
wfo-0000185018,Erythrina stricta Roxb.,ok
wfo-0000257067,Ophiorrhiza kunstleri King,ok
wfo-0000227467,Licuala kunstleri Becc.,ok
wfo-1000050907,Hopea subpeltata Poopath & Pooma,ok
wfo-0000488434,Persicaria orientalis (L.) Spach,ok
wfo-0001260641,Photinopteris acuminata (Willd.) C.V.Morton,ok
wfo-0000430130,Globba bracteolata Wall. ex Baker,ok
wfo-0000321794,Beaumontia multiflora Teijsm. & Binn.,ok
wfo-0000234469,Mallotus calocarpus Airy Shaw,ok
wfo-0000510862,Abelmoschus esculentus (L.) Moench,ok
wfo-0001267076,Heterogonium pinnatum (Copel.) Holttum,ok
wfo-0000952921,Alstonia rupestris Kerr,ok
wfo-0000520291,Adenosma hirsutum (Miq.) Kurz,ok
wfo-0000430492,Ziziphus cambodiana Pierre,ok
wfo-0000937172,Daemonorops verticillaris (Griff.) Mart.,ok
wfo-0000214363,Caesalpinia pulcherrima (L.) Sw.,ok
wfo-0001069446,Seseli mairei H.Wolff,ok
wfo-0000251670,Nervilia fordii (Hance) Schltr.,ok
wfo-0000230046,Lithocarpus lindleyanus (Wall.) A.Camus,ok
wfo-0000061621,Glossocardia condorensis (Gagnep.) Veldkamp,ok
wfo-0000435344,Spondias bipinnata Airy Shaw & Forman,ok
wfo-0000227526,Licuala pusilla Becc.,ok
wfo-0000857328,Chrysophyllum roxburghii G.Don,ok
wfo-0000227428,Licuala distans Ridl.,ok
wfo-0000414856,Acriopsis ridleyi Hook.f.,ok
wfo-0000127648,Dichrocephala integrifolia (L.f.) Kuntze,ok
wfo-0000664331,Elaeocarpus hainanensis Oliv.,ok
wfo-0000953113,Eria javanica (Sw.) Blume,ok
wfo-0000233195,Magnolia henryi Dunn,ok
wfo-0000447724,Myristica iners Blume,ok
wfo-0000545258,Ardisia symplocifolia (C.Chen) K.Larsen & C.M.Hu,ok
wfo-0000983012,Homalanthus populneus Pax,ok
wfo-0000918424,Pinalia spicata (D.Don) S.C.Chen & J.J.Wood,ok
wfo-0000198109,Flemingia paniculata Wall. ex Benth.,ok
wfo-0000069656,Blumea fistulosa Kurz,ok
wfo-0000135740,Galinsoga parviflora Cav.,ok
wfo-0001331912,Okia birmanica (Kuntze) H.Rob. & Skvarla,ok
wfo-0000262642,Palaquium ottolanderi Koord. & Valeton,ok
wfo-0000250891,Appendicula floribunda (Schltr.) Schltr.,ok
wfo-0000243561,Aphyllorchis montana Rchb.f.,ok
wfo-0000305568,Baccaurea sumatrana (Miq.) Müll.Arg.,ok
wfo-0000338632,Alpinia mutica Roxb.,ok
wfo-0000815608,Lobelia terminalis C.B.Clarke,ok
wfo-0000448754,Maesa paniculata A.DC.,ok
wfo-0001333350,Hydrobryum vientianense (M.Kato & Fukuoka) Koi & M.Kato,ok
wfo-0000408012,Trichosanthes cucumerina L.,ok
wfo-0001107361,Microlepia speluncae (L.) T.Moore,ok
wfo-0000252903,Oberonia obcordata Lindl.,ok
wfo-1000020429,Amomum spathilabium Kaewsri,ok
wfo-0000722400,Hibiscus cannabinus L.,ok
wfo-0000809498,Caryota kiriwongensis Hodel,ok
wfo-0000421186,Fimbristylis hookeriana Boeckeler,ok
wfo-0000909503,Coelogyne triplicatula Rchb.f.,ok
wfo-0000157598,Argyreia versicolor (Kerr) Staples & Traiperm,ok
wfo-0000825660,Begonia subviridis Craib,ok
wfo-0000053404,Senecio obtusatus Wall. ex DC.,ok
wfo-0000237981,Mastixia trichotoma Blume,ok
wfo-0000050986,Myriactis nepalensis Less.,ok
wfo-0000744504,Polypleurum prachinburiense M.Kato & Koi,ok
wfo-0001122823,Brainea insignis (Hook.) J.Sm.,ok
wfo-0000665297,Elatine ambigua Wight,ok
wfo-0000690833,Ficus villosa Blume,ok
wfo-0000269791,Phoenix paludosa Roxb.,ok
wfo-0000205328,Brachypterum scandens (Roxb.) Wight & Arn. ex Miq.,ok
wfo-0000966057,Excoecaria oppositifolia Griff.,ok
wfo-0000362472,Cornukaempferia longipetiolata Mood & K.Larsen,ok
wfo-0001111527,Vittaria elongata Sw.,ok
wfo-0000758959,Calamus pandanosmus Furtado,ok
wfo-0000379486,Neesia malayana Bakh.,ok
wfo-0000147065,Adiantum erylliae Tardieu & C.Chr.,ok
wfo-0000358927,Lophopetalum wallichii Kurz,ok
wfo-0000814016,Jasminum craibianum Kerr,ok
wfo-0000474837,Picria fel-terrae Lour.,ok
wfo-0000516938,Rhynchospora gracillima Thwaites,ok
wfo-0000547763,Aristolochia elegans Mast.,ok
wfo-0000532305,Amyema beccarii (Tiegh.) Danser,ok
wfo-0000457402,Triumfetta bartramia L.,ok
wfo-0001425089,"Pinalia sutepensis (Rolfe ex Downie) Schuit., Y.P.Ng & H.A.Pedersen",ok
wfo-0000557771,Stachyphrynium longispicatum Suksathan & Borchs.,ok
wfo-0000447809,Myristica maxima Warb.,ok
wfo-0000485162,Podocarpus neriifolius D.Don,ok
wfo-0001334789,"Hydrobryum varium Ampornpan, Werukamkul, Koi & M.Kato",ok
wfo-0000719067,Helixanthera crassipetala (King) Danser,ok
wfo-0000813291,Castanopsis costata (Blume) A.DC.,ok
wfo-0000517429,Rhynchospora hookeri Boeckeler,ok
wfo-0000995089,Rubus multibracteatus H.Lév. & Vaniot,ok
wfo-0000782324,Fernandoa adenophylla (Wall. ex G.Don) Steenis,ok
wfo-0000550425,Artocarpus altilis (Parkinson) Fosberg,ok
wfo-0000491919,Sterculia macrophylla Vent.,ok
wfo-0000795455,Gastrodia fimbriata Suddee,ok
wfo-0000442982,Hornstedtia minor (Blume) K.Schum.,ok
wfo-0000762132,Calanthe cardioglossa Schltr.,ok
wfo-0000815003,Lobelia pyramidalis Wall.,ok
wfo-0001110777,Adiantum philippense L.,ok
wfo-0000760385,"Calamus solitarius T.Evans, Sengdala, Viengkham, Thamm. & J.Dransf.",ok
wfo-0000328683,Tropidia angulosa (Lindl.) Blume,ok
wfo-0000189996,Cyamopsis tetragonoloba (L.) Taub.,ok
wfo-0000422538,Fimbristylis pauciflora R.Br.,ok
wfo-0000230072,Lithocarpus magneinii (Hickel & A.Camus) A.Camus,ok
wfo-0000717880,Helicia attenuata Blume,ok
wfo-0000305033,Sauropus granulosus Airy Shaw,ok
wfo-0000221447,Korthalsia scortechinii Becc.,ok
wfo-0000569874,Bouea oppositifolia (Roxb.) Adelb.,ok
wfo-0000712989,Gymnosporia mekongensis Pierre,ok
wfo-0001342108,Begonia kanburiensis Phutthai,ok
wfo-0000719068,Helixanthera cylindrica (Jack ex Roxb.) Danser,ok
wfo-0000228294,Liparis luteola Lindl.,ok
wfo-0000367127,Loranthus odoratus Wall.,ok
wfo-0000936990,Daemonorops angustifolia (Griff.) Mart.,ok
wfo-0000629123,Cucurbita pepo L.,ok
wfo-0000920641,Pinalia tenuiflora (Ridl.) J.J.Wood,ok
wfo-0001117825,Lepisorus nudus Ching,ok
wfo-0000187461,Caesalpinia cucullata Roxb.,ok
wfo-0000363601,Costus speciosus (J.Koenig) Sm.,ok
wfo-0000501284,Scurrula lepidota G.Don,ok
wfo-0000187257,Shuteria sinensis Hemsl.,ok
wfo-0000952898,Alstonia rostrata C.E.C.Fisch.,ok
wfo-0000345620,Carex commixta Steud.,ok
wfo-0001229506,Rhododendron delavayi Franch.,ok
wfo-0000544624,Ardisia maingayi (C.B.Clarke) King & Gamble,ok
wfo-0000832545,Fraxinus floribunda Wall.,ok
wfo-0000492265,Styrax benzoin Dryand.,ok
wfo-0000712983,Gymnosporia marcanii Craib,ok
wfo-0001143694,Poikilospermum suaveolens (Blume) Merr.,ok
wfo-0000757433,Calamus luridus Becc.,ok
wfo-0000926938,Crepidium mackinnonii (Duthie) Szlach.,ok
wfo-0000277256,Arthrophyllum meliifolium Craib,ok
wfo-0000123476,Conyza leucantha (D.Don) Ludlow & P.H.Raven,ok
wfo-0001085942,Rapanea yunnanensis Mez,ok
wfo-0001017632,Prunus javanica (Teijsm. & Binn.) Miq.,ok
wfo-0000293147,Quercus semiserrata Roxb.,ok
wfo-0001118512,Arachniodes speciosa (D.Don) Ching,ok
wfo-0000200356,Millettia penicillata Gagnep.,ok
wfo-0000778290,Tainia crassa (H.Turner) J.J.Wood & A.Lamb,ok
wfo-0000722603,Hibiscus glanduliferus Craib,ok
wfo-0000629110,Cucurbita moschata Duchesne,ok
wfo-0001140261,Lindenbergia philippensis (Cham. & Schltdl.) Benth.,ok
wfo-0000834109,Ceratostylis thailandica Seidenf.,ok
wfo-0001299102,Ipomoea wangii C.Y.Wu,ok
wfo-0000333786,Wallichia caryotoides Roxb.,ok
wfo-0000419427,Fimbristylis cinnamometorum (Vahl) Kunth,ok
wfo-0000760138,Calamus sedens J.Dransf.,ok
wfo-0000937060,Daemonorops jenkinsiana (Griff.) Mart.,ok
wfo-0001342625,"Gastrodia phangngaensis Suddee, Sirim. & Chamch.",ok
wfo-0000242718,Michelia champaca L.,ok
wfo-0000220959,Kibatalia arborea G.Don,ok
wfo-0000909039,Coelogyne quadratiloba Gagnep.,ok
wfo-0001035353,Loeseneriella macrantha (Korth.) A.C.Sm.,ok
wfo-0000959667,Eulophia angustilabris Seidenf.,ok
wfo-0000273528,Pinalia merguensis (Lindl.) Kuntze,ok
wfo-1000020668,Boesenbergia putiana Mood & L.M.Prince,ok
wfo-0000212101,Sophora velutina Lindl.,ok
wfo-0000155040,Merremia poranoides (C.B.Clarke) Hallier f.,ok
wfo-0000184535,Amherstia nobilis Wall.,ok
wfo-0001115178,Cyathea podophylla Copel.,ok
wfo-0000345393,Carex cataphyllodes Nelmes,ok
wfo-0001299146,Argyreia capitiformis (Poir.) Ooststr.,ok
wfo-0001278859,Roureopsis stenopetala (Griff.) G.Schellenb.,ok
wfo-0000629095,Cucurbita maxima Duchesne,ok
wfo-0001242713,Homalium ceylanicum (Gardner) Benth.,ok
wfo-0000343790,Canna generalis L.H.Bailey,ok
wfo-0000526738,Schoenoplectus articulatus (L.) Palla,ok
wfo-0000580855,Calocedrus macrolepis Kurz,ok
wfo-0001115202,Anisocampium cumingianum C.Presl,ok
wfo-0000072506,Sphagneticola calendulacea (L.) Pruski,ok
wfo-0001107701,Lindsaea ensifolia Sw.,ok
wfo-0000954367,Eucalyptus alba Reinw. ex Blume,ok
wfo-0001117714,Thelypteris xylodes (Kunze) Ching,ok
wfo-0001141713,Symplocos cochinchinensis S.Moore,ok
wfo-0000754686,Calamus castaneus Griff.,ok
wfo-0000830194,Chionanthus parkinsonii (Hutch.) Bennet & Raizada,ok
wfo-0000994330,Rubus hastifolius H.Lév. & Vaniot,ok
wfo-0000194807,Dalbergia candenatensis (Dennst.) Prain,ok
wfo-0000304988,Sauropus androgynus (L.) Merr.,ok
wfo-0001117710,Onychium siliculosum (Desv.) C.Chr.,ok
wfo-0000664785,Elaeocarpus stipularis Blume,ok
wfo-0001347794,Alangium sempervirens W.J.de Wilde & Duyfjes,ok
wfo-0000217396,Iguanura thalangensis C.K.Lim,ok
wfo-0001117829,Polypodium microrhizoma Clarke; Bak.,ok
wfo-0000792433,Campanulorchis globifera (Rolfe) Brieger,ok
wfo-0000291077,Quercus helferiana A.DC.,ok
wfo-0001115962,Lepisorus suboligolepidus Ching,ok
wfo-0000423131,Vatica maingayi Dyer,ok
wfo-0000252590,Nyssa javanica (Blume) Wangerin,ok
wfo-0000833770,Ceratostylis radiata J.J.Sm.,ok
wfo-0001115644,Pteris longipes D.Don,ok
wfo-0000472093,Pellacalyx saccardianus Scort.,ok
wfo-0000226321,Leptopus diplospermus (Airy Shaw) G.L.Webster,ok
wfo-1000028522,Porpax parviflorum (D.Don) Ormerod & Kurzweil,ok
wfo-0000093268,Kleinia grandiflora (Wall. ex DC.) N.Rani,ok
wfo-0000937022,Daemonorops didymophylla Becc.,ok
wfo-0001332435,Casearia gallifera Tathana,ok
wfo-0000234593,Mallotus lanceolatus (Gagnep.) Airy Shaw,ok
wfo-0000414747,Eriocaulon willdenovianum Moldenke,ok
wfo-0000464530,Rinorea javanica (Blume) Kuntze,ok
wfo-0000155264,Argyreia kunstleri (Prain) Ooststr.,ok
wfo-0000349484,Carex oedorrhampha Nelmes,ok
wfo-0000574133,Buddleja macrostachya Benth.,ok
wfo-0001256841,Lindsaea napaea Alderw.,ok
wfo-0000764243,Cordyline fruticosa (L.) A.Chev.,ok
wfo-0000230074,Lithocarpus maingayi (Benth.) Rehder,ok
wfo-0001117713,Thelypteris ciliata (Wall. ex Benth.) Ching,ok
wfo-0001421903,Acilepis namnaoensis (H.Koyama) H.Rob. & Skvarla,ok
wfo-0000567593,Tacca chantrieri André,ok
wfo-0001338358,Wollastonia dentata (H.Lév. & Vaniot) Orchard,ok
wfo-0000931249,Croton hirtus L'Hér.,ok
wfo-0000965883,Excoecaria agallocha L.,ok
wfo-0000973284,Glochidion hongkongense Müll.Arg.,ok
wfo-0000565432,Biophytum adiantoides Wight ex Edgew. & Hook.f.,ok
wfo-0000199900,Zornia gibbosa Span.,ok
wfo-0001125541,Asplenium salignum Blume,ok
wfo-0000252877,Oberonia microphylla (Blume) Lindl.,ok
wfo-0000931405,Croton lachnocarpus Benth.,ok
wfo-0000953059,Alstonia spatulata Blume,ok
wfo-0000572659,Brownlowia emarginata Pierre,ok
wfo-0000613437,Coccoloba uvifera L.,ok
wfo-0000253057,Oberonia variabilis Kerr,ok
wfo-0000687538,Ficus bistipulata Griff.,ok
wfo-0000500408,Shorea farinosa C.E.C.Fisch.,ok
wfo-0000576661,Buxus wallichiana Baill.,ok
wfo-0000760674,Calamus tenuis Roxb.,ok
wfo-0000529089,Altingia excelsa Noronha,ok
wfo-0001107183,Acrostichum aureum L.,ok
wfo-0000230220,Lithocarpus rufescens Barnett,ok
wfo-0000697293,Gentiana crassa Kurz,ok
wfo-0000960724,Euphorbia antiquorum L.,ok
wfo-0000689436,Ficus neriifolia Sm.,ok
wfo-0001140390,Ailanthus triphysus (Dennst.) Alston,ok
wfo-0001280331,Rinorea longiracemosa (Kurz) Craib,ok
wfo-0000037579,Ixeris siamensis (Kerr) Stebbins,ok
wfo-0000687511,Ficus benjamina L.,ok
wfo-0001110695,Thelypteris torresiana (Gaudich.) Alston,ok
wfo-0000719091,Helixanthera setigera Danser,ok
wfo-0001425073,"Pinalia simplex (Seidenf.) Schuit., Y.P.Ng & H.A.Pedersen",ok
wfo-0000272342,Phyllanthus virgatus G.Forst.,ok
wfo-0000490970,Symplocos oxyphylla Wall.,ok
wfo-0001040297,Neoachmandra indica (Lour.) W.J.de Wilde & Duyfjes,ok
wfo-0000334940,Xantolis siamensis (H.R.Fletcher) P.Royen,ok
wfo-0001116665,Asplenium ensiforme Wall. ex Hook. & Grev.,ok
wfo-0000350296,Carex pruinosa Boott,ok
