specific_name,species_url
Embelia coriacea Wall. ex A.DC.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01683
Embelia grandifolia H.R.Fletcher,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01695
Embelia impressa H.R.Fletcher,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01690
Embelia kerrii H.R.Fletcher,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01691
Embelia macrocarpa King & Gamble,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01694
Embelia vestita,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01692
Embelia parviflora,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01684
Embelia ribes Burm.f.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01681
Embelia scandens (Lour.) Mez,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01689
Embelia sessiliflora Kurz,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01682
Embelia sootepensis Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01688
Embelia subcoriacea (C.B.Clarke) Mez,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01693
Embelia tsjeriamcottam (Roem. & Schult.) A.DC.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01685
Myrsine semiserrata Wall.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01697
Myrsine seguinii,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01701
Myrsine capitellata,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01699
Myrsine capitellata,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01700
Myrsine capitellata,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01700
Myrsine capitellata,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01699
Myrsine seguinii,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01701
Cardamine hirsuta L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01717
Cardamine circaeoides Hook.f. & Thomson,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01718
Cardamine circaeoides Hook.f. & Thomson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01718
Cardamine hirsuta L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01717
Rorippa benghalensis (DC.) H.Hara,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01723
Nasturtium officinale,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01720
Rorippa dubia (Pers.) H.Hara,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01721
Rorippa indica (L.) Hiern,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01722
Rorippa benghalensis (DC.) H.Hara,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01723
Rorippa dubia (Pers.) H.Hara,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01721
Rorippa indica (L.) Hiern,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01722
Nasturtium officinale,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01720
Hugonia griffithiana,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01732
Hugonia griffithiana,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01732
Ixonanthes icosandra Jack,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01735
Ixonanthes petiolaris Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01736
Ixonanthes reticulata Jack,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01737
Ixonanthes icosandra Jack,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01735
Ixonanthes petiolaris Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01736
Ixonanthes reticulata Jack,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01737
Reinwardtia indica Dumort.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01744
Reinwardtia indica Dumort.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01744
Linum usitatissimum L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01740
Anisadenia saxatilis Wall. ex Meisn.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01742
Strychnos thorelii Pierre ex Dop,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01775
Strychnos axillaris Colebrooke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01761
Strychnos cathayensis Merr.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01774
Strychnos nitida G.Don,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01773
Strychnos ignatii Bergius,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01767
Strychnos lucida R.Br.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01769
Strychnos rupicola Pierre ex Dop,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01768
Strychnos nux-blanda A.W.Hill,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01771
Strychnos nux-vomica L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01772
Strychnos minor Dennstedt,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01764
Strychnos vanprukii Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01763
Strychnos polyantha Pierre ex Dop,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01762
Strychnos villosa Hill,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01770
Strychnos curtisii King & Gamble,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01765
Strychnos lanata Hill,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01766
Strychnos axillaris Colebrooke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01761
Strychnos cathayensis Merr.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01774
Strychnos curtisii King & Gamble,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01765
Strychnos ignatii Bergius,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01767
Strychnos lanata Hill,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01766
Strychnos lucida R.Br.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01769
Strychnos minor Dennstedt,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01764
Strychnos nitida G.Don,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01773
Strychnos nux-blanda A.W.Hill,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01771
Strychnos nux-vomica L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01772
Strychnos polyantha Pierre ex Dop,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01762
Strychnos rupicola Pierre ex Dop,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01768
Strychnos thorelii Pierre ex Dop,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01775
Strychnos vanprukii Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01763
Strychnos villosa Hill,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01770
Gardneria ovata Wall.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01759
Limahlania crenulata,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01752
Cyrtophyllum fragrans,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01747
Fagraea auriculata Jack,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01753
Utania racemosa,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01748
Fagraea carnosa Jack,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01754
Fagraea curtisii King & Gamble,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01755
Fagraea ceilanica Thunb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01749
Fagraea splendens,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01750
Fagraea tubulosa Blume,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01751
Fagraea splendens,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01750
Fagraea auriculata Jack,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01753
Fagraea carnosa Jack,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01754
Fagraea ceilanica Thunb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01749
Limahlania crenulata,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01752
Fagraea curtisii King & Gamble,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01755
Cyrtophyllum fragrans,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01747
Utania racemosa,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01748
Fagraea tubulosa Blume,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01751
Gelsemium elegans (Gardn. & Champ.) Benth.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01757
Mitrasacme prolifera,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01777
Mitrasacme erophila Leenhouts,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01779
Mitrasacme pygmaea R.Br.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01778
Mitrasacme erophila Leenhouts,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01779
Mitrasacme prolifera,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01777
Mitrasacme pygmaea R.Br.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01778
Mitreola petiolata (J.F.Gmel.) Torr. & A.Gray,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01783
Aquilaria crassna Pierre ex Lecomte,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01787
Aquilaria malaccensis Lamk.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01786
Aquilaria subintegra Ding Hou,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01788
Aquilaria hirta Ridl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01789
Aquilaria crassna Pierre ex Lecomte,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01787
Aquilaria hirta Ridl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01789
Aquilaria malaccensis Lamk.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01786
Aquilaria subintegra Ding Hou,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01788
Enkleia malaccensis,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01791
Enkleia thorelii (Lecomte) Nevling,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01794
Enkleia malaccensis,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01791
Enkleia thorelii (Lecomte) Nevling,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01794
Linostoma decandrum (Roxb.) Wall. ex Meisn.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01796
Linostoma persimile Craib,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01797
Linostoma pauciflorum Griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01798
Linostoma decandrum (Roxb.) Wall. ex Meisn.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01796
Linostoma pauciflorum Griff.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01798
Linostoma persimile Craib,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01797
Wikstroemia dolichantha Diels,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01803
Wikstroemia indica (L.) C.A.Mey.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01802
Wikstroemia polyantha Merr.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01800
Wikstroemia ridleyi Gamble,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01801
Wikstroemia dolichantha Diels,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01803
Wikstroemia indica (L.) C.A.Mey.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01802
Wikstroemia polyantha Merr.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01800
Wikstroemia ridleyi Gamble,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01801
Eriosolena composita,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01807
Daphne sureil W.W.Sm. & Cave,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01808
Eriosolena composita,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01807
Daphne sureil W.W.Sm. & Cave,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01808
Lepironia articulata (Retz.) Domin,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01825
Scirpodendron ghaeri (Gaertn.) Merr.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01811
Mapania bancana (Miq.) Benth. & Hook.f. ex B.D.Jackson,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01813
Mapania cuspidata (Miq.) Uittien,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01820
Mapania meditensis D.A.Simpson,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01821
Mapania enodis (Miq.) C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01818
Mapania tenuiscapa C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01819
Mapania palustris (Hassk. ex Steud.) Fern.-Vill. & Naves,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01814
Mapania kurzii C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01817
Mapania bancana (Miq.) Benth. & Hook.f. ex B.D.Jackson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01813
Mapania cuspidata (Miq.) Uittien,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01820
Mapania enodis (Miq.) C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01818
Mapania kurzii C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01817
Mapania meditensis D.A.Simpson,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01821
Mapania palustris (Hassk. ex Steud.) Fern.-Vill. & Naves,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01814
Mapania tenuiscapa C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01819
Hypolytrum nemorum (Vahl) Spreng.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=01823
Diplacrum caricinum R.Br.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02074
Diplacrum reticulatum Holttum,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02075
Diplacrum caricinum R.Br.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02074
Diplacrum reticulatum Holttum,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02075
Scleria tonkinensis C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02047
Scleria neesii Kunth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02048
Scleria pergracilis (Nees) Kunth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02053
Scleria corymbosa Roxb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02049
Scleria lithosperma (L.) Sw.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02050
Scleria rugosa R.Br.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02071
Scleria thwaitesiana Boeckeler,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02072
Scleria tessellata Willd.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02065
Scleria mikawana Makino,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02066
Scleria parvula Steud.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02067
Scleria biflora Roxb.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02068
Scleria sumatrensis Retz.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02064
Scleria scrobiculata Nees & Mey. ex Nees,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02062
Scleria purpurascens Steud.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02063
Scleria poiformis Retz.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02061
Scleria psilorrhiza C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02059
Scleria kerrii Turrill,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02060
Scleria levis Retz.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02054
Scleria benthamii C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02055
Scleria oblata S.T.Blake,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02056
Scleria ciliaris Nees,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02057
Scleria terrestris (L.) Fassett,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02058
Scleria benthamii C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02055
Scleria biflora Roxb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02068
Scleria ciliaris Nees,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02057
Scleria corymbosa Roxb.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02049
Scleria kerrii Turrill,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02060
Scleria levis Retz.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02054
Scleria lithosperma (L.) Sw.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02050
Scleria mikawana Makino,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02066
Scleria neesii Kunth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02048
Scleria oblata S.T.Blake,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02056
Scleria parvula Steud.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02067
Scleria pergracilis (Nees) Kunth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02053
Scleria poiformis Retz.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02061
Scleria psilorrhiza C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02059
Scleria purpurascens Steud.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02063
Scleria rugosa R.Br.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02071
Scleria scrobiculata Nees & Mey. ex Nees,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02062
Scleria sumatrensis Retz.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02064
Scleria terrestris (L.) Fassett,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02058
Scleria tessellata Willd.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02065
Scleria thwaitesiana Boeckeler,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02072
Scleria tonkinensis C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02047
Carex siamensis,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02077
Carex craspedotricha Nelmes,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02123
Carex thomsonii Boott,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02124
Carex pruinosa Boott,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02119
Carex phacota Spreng.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02120
Carex dimorpholepis Steud.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02121
Carex teinogyna Boott,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02122
Carex perakensis C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02100
Carex phyllocaula Nelmes,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02101
Carex hypolytroides Ridl.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02099
Carex baccans Nees,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02079
Carex composita Boott,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02080
Carex commixta Steud.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02094
Carex cataphyllodes Nelmes,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02095
Carex helferi Boeckeler,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02098
Carex juvenilis C.B.Clarke ex E.G.Camus,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02096
Carex meeboldiana Kük.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02097
Carex condensata Nees,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02085
Carex indica L.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02086
Carex cruciata Vahl,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02084
Carex filicina Nees,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02081
Carex continua C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02082
Carex doisutepensis T.Koyama,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02083
Carex stramentitia Boott ex Boeckeler,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02090
Carex thailandica T.Koyama,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02093
Carex horsfieldii Boott,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02091
Carex subinclinata T.Koyama,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02092
Carex cryptostachys Brongn.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02108
Carex tricephala Boeckeler,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02102
Carex speciosa Kunth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02103
Carex pterocaulos Nelmes,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02107
Carex fedia Nees,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02116
Carex setigera D.Don,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02117
Carex maculata Boott,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02118
Carex harlandii,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02109
Carex blinii H.Lév. & Varriot,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02110
Carex tumida,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02114
Carex nemostachys Steud.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02115
Carex breviscapa C.B.Clarke,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02111
Carex lageniformis Nelmes,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02112
Carex pleurocaula Nelmes,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02113
Carex harlandii,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02109
Carex baccans Nees,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02079
Carex blinii H.Lév. & Varriot,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02110
Carex breviscapa C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02111
Carex cataphyllodes Nelmes,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02095
Carex commixta Steud.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02094
Carex composita Boott,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02080
Carex condensata Nees,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02085
Carex continua C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02082
Carex craspedotricha Nelmes,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02123
Carex cruciata Vahl,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02084
Carex cryptostachys Brongn.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02108
Carex dimorpholepis Steud.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02121
Carex doisutepensis T.Koyama,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02083
Carex fedia Nees,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02116
Carex filicina Nees,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02081
Carex helferi Boeckeler,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02098
Carex horsfieldii Boott,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02091
Carex hypolytroides Ridl.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02099
Carex indica L.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02086
Carex juvenilis C.B.Clarke ex E.G.Camus,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02096
Carex lageniformis Nelmes,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02112
Carex maculata Boott,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02118
Carex meeboldiana Kük.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02097
Carex nemostachys Steud.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02115
Carex tumida,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02114
Carex perakensis C.B.Clarke,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02100
Carex phacota Spreng.,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02120
Carex phyllocaula Nelmes,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02101
Carex pleurocaula Nelmes,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02113
Carex pruinosa Boott,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02119
Carex pterocaulos Nelmes,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02107
Carex setigera D.Don,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02117
Carex speciosa Kunth,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02103
Carex stramentitia Boott ex Boeckeler,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02090
Carex subinclinata T.Koyama,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02092
Carex teinogyna Boott,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02122
Carex thailandica T.Koyama,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02093
Carex thomsonii Boott,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02124
Carex tricephala Boeckeler,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02102
Cyperus pedunculatus,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02012
Cyperus dipsacoides,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02014
Cyperus ascopusillus,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02016
Cyperus dipsacoides,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02014
Cyperus ascopusillus,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02016
Cyperus leptocarpus,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02021
Cyperus neochinensis,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02023
Cyperus isolepis,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02022
Cyperus ceylanicus,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02019
