volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at,specific_name,wfo_id,specific_name_clean,species_url_clean,wfo_full_name
2,Haloragaceae,1 Myriophyllum,Myriophyllum,1.0,Myriophyllum siamense (Craib) Tardieu,This is currently accepted.,"PENINSULAR: Nakhon Si Thammarat, Songkhla (type).","Known from 3 localities: the type-locality, and N & S Vietnam.","In small mats on damp sandy ground, edge of marshy pond, at low altitudes.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Haloragaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Myriophyllum&tdcode=00002,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00004,2025-10-19T18:17:33.566587+00:00,Myriophyllum siamense (Craib) Tardieu,,myriophyllum siamense (craib) tardieu,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00004,
2,Rhizophoraceae,1 Rhizophora,Rhizophora,1.0,Rhizophora mucronata Poir.,This is currently accepted.,"SOUTH-EASTERN: Chanthaburi; SOUTH-WESTERN: Prachuap Khiri Khan, Ratchaburi; PENINSULAR: Chumphon (Lang Suan), Trang, Surat Thani.","In the Old World tropics, occurring from the coast of eastern Africa (type from Mauritius) through Asia and Malesia to NE Australia and the Pacific Islands as far as the Tonga group.",Mangrove forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhizophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rhizophora&tdcode=00008,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00010,2025-10-19T18:18:19.615290+00:00,Rhizophora mucronata Poir.,,rhizophora mucronata poir.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00010,
2,Rhizophoraceae,2 Bruguiera,Bruguiera,2.0,Bruguiera gymnorhiza (L.) Savigny,This is currently accepted.,"SOUTH-EASTERN: Chanthaburi, Trat; PENINSULAR: Satun (Khlong Che Samat), Trang, Surat Thani, Chumphon.","In the Old World tropics, from S & E Africa through Asia (type from Malabar) and Malesia to N Australia, Micronesia, and Polynesia.",Mangrove forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhizophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Bruguiera&tdcode=00011,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00012,2025-10-19T18:18:33.101996+00:00,Bruguiera gymnorhiza (L.) Savigny,,bruguiera gymnorhiza (l.) savigny,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00012,
2,Rhizophoraceae,3 Ceriops,Ceriops,3.0,Ceriops decandra (Griff.) Ding Hou,This is currently accepted.,"SOUTH-EASTERN: Chon Buri (Si Racha), Chathaburi; PENINSULAR: Krabi, Phuket, Satun, Surat Thani, Chumphon.","India (type), Burma, Cambodia, S Vietnam, Malesia.",Mangrove forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhizophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ceriops&tdcode=00017,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00019,2025-10-19T18:19:14.152028+00:00,Ceriops decandra (Griff.) Ding Hou,,ceriops decandra (griff.) ding hou,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00019,
2,Rosaceae,5 Stranvaesia,Stranvaesia,5.0,Stranvaesia nussia (Buch.-Ham. ex D.Don) Decne.,Photinia nussia,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Stranvaesia&tdcode=00068,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00069,2025-10-19T18:23:26.198148+00:00,Photinia nussia,,photinia nussia,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00069,
2,Rosaceae,4 Photinia,Photinia,4.0,Photinia arguta Wall. ex Lindl.,Pourthiaea arguta,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Photinia&tdcode=00062,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00065,2025-10-19T18:23:39.329209+00:00,Pourthiaea arguta,,pourthiaea arguta,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00065,
2,Rosaceae,6 Eriobotrya,Eriobotrya,6.0,Eriobotrya bengalensis (Roxb.) Hook.f.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eriobotrya&tdcode=00072,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00074,2025-10-19T18:23:57.363979+00:00,Eriobotrya bengalensis (Roxb.) Hook.f.,,eriobotrya bengalensis (roxb.) hook.f.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00074,
2,Rosaceae,3 Sorbus,Sorbus,3.0,Sorbus granulosa (Bertol.) Rehder,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Sorbus&tdcode=00056,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00057,2025-10-19T18:24:23.205148+00:00,Sorbus granulosa (Bertol.) Rehder,,sorbus granulosa (bertol.) rehder,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00057,
2,Rosaceae,10 Rubus,Rubus,10.0,2 Rubus rosifolius var. coronarius (Sims) Focke,Rubus rosifolius,NORTHERN: Mea Hong Son (culitivated?).,"India, China, Vietnam (cultivated). Originally described from specimen cultivated in England.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rubus&tdcode=00084,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00086,2025-10-19T18:25:01.359623+00:00,Rubus rosifolius,,rubus rosifolius,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00086,
2,Rosaceae,10 Rubus,Rubus,10.0,Rubus ellipticus Sm.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rubus&tdcode=00084,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00089,2025-10-19T18:25:10.256321+00:00,Rubus ellipticus Sm.,,rubus ellipticus sm.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00089,
2,Rosaceae,10 Rubus,Rubus,10.0,Rubus pyrifolius Sm.,This is currently accepted.,NORTHERN: Nan (Huai Kua).,"India, Laos, Vietnam, China, Indonesia (Java – type), the Philippines.","In mountainous country, 1,000–2,000 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rubus&tdcode=00084,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00096,2025-10-19T18:25:24.312604+00:00,Rubus pyrifolius Sm.,,rubus pyrifolius sm.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00096,
2,Rosaceae,10 Rubus,Rubus,10.0,,,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rubus&tdcode=00084,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=,2025-10-19T18:25:59.824192+00:00,,,,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=,No specie name found
2,Rosaceae,15 Rosa,Rosa,15.0,Rosa banksiae W.T.Aiton,This is currently accepted.,Cultivated.,China. Cultivated in various regions of the world. Originally described from specimen cultivated in Kew Gardens.,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rosa&tdcode=00117,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00124,2025-10-19T18:27:39.702569+00:00,Rosa banksiae W.T.Aiton,,rosa banksiae w.t.aiton,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00124,
2,Rosaceae,15 Rosa,Rosa,15.0,Rosa odorata (Andrews) Sweet,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rosa&tdcode=00117,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00121,2025-10-19T18:27:59.804177+00:00,Rosa odorata (Andrews) Sweet,,rosa odorata (andrews) sweet,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00121,
2,Rosaceae,16 Prunus,Prunus,16.0,Prunus arborea (Blume) Kalkman,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Prunus&tdcode=00126,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00135,2025-10-19T18:28:23.761100+00:00,Prunus arborea (Blume) Kalkman,,prunus arborea (blume) kalkman,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00135,
2,Rosaceae,16 Prunus,Prunus,16.0,Prunus grisea (Blume ex Müll.Berol.) Kalkman,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Prunus&tdcode=00126,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00133,2025-10-19T18:28:31.793347+00:00,Prunus grisea (Blume ex Müll.Berol.) Kalkman,,prunus grisea (blume ex müll.berol.) kalkman,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00133,
2,Icacinaceae,3 Gomphandra,Gomphandra,3.0,Gomphandra quadrifida (Blume) Sleumer,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Icacinaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Gomphandra&tdcode=00152,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00153,2025-10-19T18:29:54.614942+00:00,Gomphandra quadrifida (Blume) Sleumer,,gomphandra quadrifida (blume) sleumer,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00153,
2,Icacinaceae,10 Pyrenacantha,Pyrenacantha,10.0,Pyrenacantha volubilis Wight,This is currently accepted.,"NORTH-EASTERN: Loei (Phu Kradueng), once found.","S India, Ceylon, Vietnam, Hainan.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Icacinaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pyrenacantha&tdcode=00172,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00173,2025-10-19T18:31:14.912037+00:00,Pyrenacantha volubilis Wight,,pyrenacantha volubilis wight,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00173,
2,Connaraceae,4 Rourea (in part),Rourea (in part),4.0,Rourea sp.,This is currently accepted.,SOUTH-EASTERN: Chanthaburi.,,Evergreen forests. Fruiting April–June.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Connaraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rourea&tdcode=00230,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00234,2025-10-19T18:36:30.322756+00:00,Rourea sp.,,rourea sp.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00234,
2,Connaraceae,5 Ellipanthus,Ellipanthus,5.0,Ellipanthus tomentosus Kurz,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Connaraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ellipanthus&tdcode=00235,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00236,2025-10-19T18:37:32.928828+00:00,Ellipanthus tomentosus Kurz,,ellipanthus tomentosus kurz,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00236,
2,Connaraceae,6 Connarus,Connarus,6.0,Connarus monocarpus L.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Connaraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Connarus&tdcode=00239,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00244,2025-10-19T18:37:53.618260+00:00,Connarus monocarpus L.,,connarus monocarpus l.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00244,
2,Apostasiaceae,1 Neuwiedia,Neuwiedia,1.0,Neuwiedia zollingeri Reichb.f.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Apostasiaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Neuwiedia&tdcode=00248,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00250,2025-10-19T18:38:43.553646+00:00,Neuwiedia zollingeri Reichb.f.,,neuwiedia zollingeri reichb.f.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00250,
2,Theaceae,8 Eurya,Eurya,8.0,Eurya acuminata DC.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Theaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eurya&tdcode=00290,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00291,2025-10-19T18:42:18.115671+00:00,Eurya acuminata DC.,,eurya acuminata dc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00291,
2,Theaceae,8 Eurya,Eurya,8.0,Eurya nitida Korth.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Theaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eurya&tdcode=00290,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00294,2025-10-19T18:42:20.897430+00:00,Eurya nitida Korth.,,eurya nitida korth.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00294,
2,Balanophoraceae,Balanophora,Balanophora,,Balanophora fungosa subsp. indica (Arn.) B.Hansen,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Balanophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Balanophora&tdcode=00325,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00328,2025-10-19T18:45:53.896200+00:00,Balanophora fungosa subsp. indica (Arn.) B.Hansen,,balanophora fungosa subsp. indica (arn.) b.hansen,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00328,
2,Cycadaceae,Cycas,Cycas,,Cycas pectinata Griff.,This is currently accepted.,"NORTHERN: Chiang Mai, Phrae, Sukhothai; NORTH-EASTERN: Loei (Phu Kradueng); CENTRAL: Lop Buri; PENINSULAR: Chumphon, Surat Thani, Krabi, Nakhon Si Thammarat, Satun, Yala.","N India (Assam – type), Nepal, Sikkim, S China (Kweichow), Bangladesh (Chittagong), Burma, Laos?, Vietnam, Cambodia, Malesia.","In evergreen forests and pine forests, frequently found on limestone-bearing soil and open limestone cliffs and ridges of 600–2,000 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cycadaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cycas&tdcode=00339,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00343,2025-10-19T18:47:14.939872+00:00,Cycas pectinata Griff.,,cycas pectinata griff.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00343,
2,Cycadaceae,Cycas,Cycas,,Cycas micholitzii Dyer,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cycadaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Cycas&tdcode=00339,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00345,2025-10-19T18:47:17.609506+00:00,Cycas micholitzii Dyer,,cycas micholitzii dyer,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00345,
2,Podocarpaceae,Dacrydium,Dacrydium,,Dacrydium elatum (Roxb.) Wall. ex Hook.,This is currently accepted.,"NORTHERN: Phitsanulok; NORTH-EASTERN: Phetchabun, Loei; EASTERN: Nakhon Ratchasima, Chaiyaphum; CENTRAL: Nakhon Nayok; SOUTH-EASTERN: Trat.","India, Burma, Cambodia, Malesia (type, Malaya).","By streams in lower montane forests on sandstone formation, 1,000–1,300 m alt. Flowering: January–February; fruiting: rather late about August–September.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Podocarpaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Dacrydium&tdcode=00358,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00359,2025-10-19T18:49:07.936736+00:00,Dacrydium elatum (Roxb.) Wall. ex Hook.,,dacrydium elatum (roxb.) wall. ex hook.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00359,
2,Smilacaceae,1 Smilax,Smilax,1.0,Smilax zeylanica L.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Smilacaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Smilax&tdcode=00381,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00388,2025-10-19T18:51:18.915421+00:00,Smilax zeylanica L.,,smilax zeylanica l.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00388,
2,Smilacaceae,1 Smilax,Smilax,1.0,Smilax extensa A.DC.,This is currently accepted.,"SOUTH-EASTERN: Rayong, Trat.",Malay Peninsula (type from Penang).,"Tropical evergreen forests, 50–1,000 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Smilacaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Smilax&tdcode=00381,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00394,2025-10-19T18:51:31.587955+00:00,Smilax extensa A.DC.,,smilax extensa a.dc.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00394,
2,Smilacaceae,1 Smilax,Smilax,1.0,Smilax rigida Wall. ex Kunth,Smilax aspera,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Smilacaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Smilax&tdcode=00381,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00409,2025-10-19T18:51:55.183965+00:00,Smilax aspera,,smilax aspera,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00409,
2,Smilacaceae,1 Smilax,Smilax,1.0,Smilax microphylla C.H.Wright,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Smilacaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Smilax&tdcode=00381,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00406,2025-10-19T18:52:00.836695+00:00,Smilax microphylla C.H.Wright,,smilax microphylla c.h.wright,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00406,
2,Smilacaceae,1 Smilax,Smilax,1.0,Smilax bracteata C.Presl,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Smilacaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Smilax&tdcode=00381,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00384,2025-10-19T18:52:18.527654+00:00,Smilax bracteata C.Presl,,smilax bracteata c.presl,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00384,
2,Smilacaceae,1 Smilax,Smilax,1.0,Smilax corbularia Kunth,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Smilacaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Smilax&tdcode=00381,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00415,2025-10-19T18:52:27.644384+00:00,Smilax corbularia Kunth,,smilax corbularia kunth,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00415,
2,Magnoliaceae,6 Michelia,Michelia,6.0,Michelia sp.,This is currently accepted.,NORTHERN: Phitsanulok (Phu Miang); NORTH-EASTERN: Loei (Phu Kradueng).,Probably endemic to Thailand.,"Scattered in lower montane forests or along its edges, at medium altitudes (1,200–1,300 m).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Magnoliaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Michelia&tdcode=00441,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00447,2025-10-19T18:55:13.631994+00:00,Michelia sp.,,michelia sp.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00447,
2,Ebenaceae,Diospyros,Diospyros,,Diospyros coaetanea H.R.Fletcher,This is currently accepted.,"NORTHERN: Mae Hong Son, Lampang, Phitsanulok.",Endemic to Thailand (type: Kerr 5466 -BM).,"In mixed deciduous forests, 300–400 m alt. Flowering: March–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Ebenaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Diospyros&tdcode=00474,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00540,2025-10-19T19:01:13.920626+00:00,Diospyros coaetanea H.R.Fletcher,,diospyros coaetanea h.r.fletcher,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00540,
2,Irvingiaceae,Irvingia,Irvingia,,Irvingia malayana Oliv. ex A.W.Benn.,This is currently accepted.,Throughout the country.,"India, Burma, Laos, Cambodia, Vietnam, Malaya (type), Sumatra, Borneo.","Frequent in dry deciduous dipterocarp forests, dry evergreen forests and also in tropical rain forests, below 300 m alt. Flowering: January–March; fruiting: February–April.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Irvingiaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Irvingia&tdcode=00552,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00553,2025-10-19T19:05:08.672963+00:00,Irvingia malayana Oliv. ex A.W.Benn.,,irvingia malayana oliv. ex a.w.benn.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00553,
2,Casuarinaceae,Casuarina,Casuarina,,Casuarina equisetifolia L. ex J.R.Forst. & G.Forst.,This is currently accepted.,"SOUTH-WESTERN: Prachuap Khiri Khan, Phetchaburi; PENINSULAR: Phangnga, Phuket, Songkhla, Narathiwat.","India, Burma, Vietnam, throughout Malesia, Java, Australia and Polynesia.","Along seashores on sandy beaches, from the sea level up to 30 m alt. in Thailand, cultivated up to 1,100–1,300 m alt. Flowering and fruiting: January–March.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Casuarinaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Casuarina&tdcode=00555,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00556,2025-10-19T19:05:29.962440+00:00,Casuarina equisetifolia L. ex J.R.Forst. & G.Forst.,,casuarina equisetifolia l. ex j.r.forst. & g.forst.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00556,
2,Elaeocarpaceae,2 Elaeocarpus,Elaeocarpus,2.0,Elaeocarpus prunifolius Wall. ex C.Muell.,This is currently accepted.,"NORTHERN: Chiang Mal, Lampang; NORTH-EASTERN: Loei.","India (type), Burma, China.","In lower montane forests, 1,100–1,300 m alt. Flowering: June–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Elaeocarpaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Elaeocarpus&tdcode=00565,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00579,2025-10-19T19:07:15.698530+00:00,Elaeocarpus prunifolius Wall. ex C.Muell.,,elaeocarpus prunifolius wall. ex c.muell.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00579,
3,Lycopodiaceae,Lycopodium,Lycopodium,,Lycopodium piscium (Herter) Tagawa & K.Iwats.,Huperzia pinifolia,"PENINSULAR: Nakhon Si Thammarat (Khao Luang), Trang (Khao Chong).",Malesia (type from Java).,On mossy tree-trunks in dense evergreen forests below 800 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lycopodiaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Lycopodium&tdcode=F0007,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0012,2025-10-19T19:12:30.212273+00:00,Huperzia pinifolia,,huperzia pinifolia,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=f0012,
3,Lycopodiaceae,Lycopodium,Lycopodium,,Lycopodium nummulariifolium Blume,Huperzia nummulariifolia,"PENINSULAR: Nakhon Si Thammarat (Khiriwong, Khao Luang), Narathiwat (Waeng), Yala (Betong, Khao Kalakhiri).",Malesia (type from Java) to Polynesia.,On tree-trunks in evergreen forests at lower to middle altitudes.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lycopodiaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Lycopodium&tdcode=F0007,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=F0014,2025-10-19T19:12:52.596872+00:00,Huperzia nummulariifolia,,huperzia nummulariifolia,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=f0014,
3,Selaginellaceae,Selaginella,Selaginella,,Selaginella ostenfeldii Hieron.,This is currently accepted.,"NORTHERN: Chiang Mai (Doi Suthep, Mae Klang, Doi Inthanon, Ban Klang, Mae Lan, Bo Luang), Mae Hong Son (Mae La Noi), Lampang (Doi Phalat, Huai Thak, Mae Ngao, Mae Mo), Lamphun (Doi Khun Tan), Phrae (Mae Ban), Tak (Lan Sang, Rahaeng, Wang Chao – type), Nakhon Sawan (Ban Takhli); NORTH-EASTERN: Loei (Phu Kradueng); SOUTH-WESTERN: Kanchanaburi (Khao Tong), Prachuap Khiri Khan (Khao Nam Tok, Hua Hin, Thap Sakae); PENNINSULAR: Surat Thani (Khao Pak Chong).",Burma (Shan State and Moulmein) and Indochina (Cochin-china and Cambodia).,"Terrestrial on rather dry slope in deciduous or mixed forests, at lower to middle altitudes (to 1,400 m on Doi Inthanon).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Selaginellaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Selaginella&tdcode=F0018,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0019,2025-10-19T19:13:43.346250+00:00,Selaginella ostenfeldii Hieron.,,selaginella ostenfeldii hieron.,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=f0019,
