volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,accepted_name,thailand,distribution,ecology,family_url,genus_url,species_url,scraped_at,specific_name,wfo_id,wfo_full_name,wfo_source
2,Rosaceae,6 Eriobotrya,Eriobotrya,6.0,Eriobotrya bengalensis (Roxb.) Hook.f.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Eriobotrya&tdcode=00072,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00074,2025-10-19T18:23:57.363979+00:00,Eriobotrya bengalensis (Roxb.) Hook.f.,,,unfilled
2,Rosaceae,10 Rubus,Rubus,10.0,2 Rubus rosifolius var. coronarius (Sims) Focke,Rubus rosifolius,NORTHERN: Mea Hong Son (culitivated?).,"India, China, Vietnam (cultivated). Originally described from specimen cultivated in England.",,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rubus&tdcode=00084,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00086,2025-10-19T18:25:01.359623+00:00,Rubus rosifolius,,,unfilled
2,Rosaceae,10 Rubus,Rubus,10.0,Rubus pyrifolius Sm.,This is currently accepted.,NORTHERN: Nan (Huai Kua).,"India, Laos, Vietnam, China, Indonesia (Java – type), the Philippines.","In mountainous country, 1,000–2,000 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rubus&tdcode=00084,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00096,2025-10-19T18:25:24.312604+00:00,Rubus pyrifolius Sm.,,,unfilled
2,Rosaceae,10 Rubus,Rubus,10.0,,,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rubus&tdcode=00084,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=,2025-10-19T18:25:59.824192+00:00,,,,unfilled
2,Rosaceae,15 Rosa,Rosa,15.0,Rosa banksiae W.T.Aiton,This is currently accepted.,Cultivated.,China. Cultivated in various regions of the world. Originally described from specimen cultivated in Kew Gardens.,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rosaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Rosa&tdcode=00117,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00124,2025-10-19T18:27:39.702569+00:00,Rosa banksiae W.T.Aiton,,,unfilled
2,Magnoliaceae,6 Michelia,Michelia,6.0,Michelia sp.,This is currently accepted.,NORTHERN: Phitsanulok (Phu Miang); NORTH-EASTERN: Loei (Phu Kradueng).,Probably endemic to Thailand.,"Scattered in lower montane forests or along its edges, at medium altitudes (1,200–1,300 m).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Magnoliaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Michelia&tdcode=00441,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00447,2025-10-19T18:55:13.631994+00:00,Michelia sp.,,,unfilled
2,Elaeocarpaceae,2 Elaeocarpus,Elaeocarpus,2.0,Elaeocarpus prunifolius Wall. ex C.Muell.,This is currently accepted.,"NORTHERN: Chiang Mal, Lampang; NORTH-EASTERN: Loei.","India (type), Burma, China.","In lower montane forests, 1,100–1,300 m alt. Flowering: June–July.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Elaeocarpaceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Elaeocarpus&tdcode=00565,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00579,2025-10-19T19:07:15.698530+00:00,Elaeocarpus prunifolius Wall. ex C.Muell.,,,unfilled
3,Hymenophyllaceae,14 Macroglena,Macroglena,14.0,Macroglena gemmata (J.Sm. ex Baker) Copel.,Trichomanes gemmatum,PENINSULAR: Nakhon Si Thammarat (Khao Luang).,"Malaya (type), Borneo.",On moist clayey slope in dense forests at high altitudes.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Hymenophyllaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Macroglena&tdcode=F0158,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0160,2025-10-19T19:25:08.324774+00:00,Trichomanes gemmatum,,,unfilled
3,Lindsaeaceae,1 Lindsaea,Lindsaea,1.0,Lindsaea repens (Bory) Thwaites & Hook.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lindsaeaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Lindsaea&tdcode=F0200,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0218,2025-10-19T19:30:19.621666+00:00,Lindsaea repens (Bory) Thwaites & Hook.,,,unfilled
3,Davalliaceae,4 Humata,Humata,4.0,Humata angustata (Hook. & Grev.) J.Sm.,Davallia angustata,"PENINSULAR: Songkhla (Khao Khieo), Yala (Betong).",W Malesia (type from Singapore).,On mossy tree-trunks in dense forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Davalliaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Humata&tdcode=F0247,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0251,2025-10-19T19:32:37.650677+00:00,Davallia angustata,,,unfilled
3,Pteridaceae,1 Pteris,Pteris,1.0,Pteris sp.,This is currently accepted.,NORTHERN: Chiang Mai (Doi Inthanon).,,"Terrestrial on floor of dense evergreen forests at about 2,000 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Pteridaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pteris&tdcode=F0337,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0347,2025-10-19T19:40:30.561251+00:00,Pteris sp.,,,unfilled
3,Thelypteridaceae,1 Thelypteris,Thelypteris,1.0,Thelypteris heterocarpos (Blume) Morton,This is currently accepted.,"SOUTH-EASTERN: Chanthaburi (Khao Sabap); PENINSULAR: Surat Thani (Ban Don), Nakhon Si Thammarat (Khao Luang, Thung Song), Satun, Narathiwat (Bacho Falls), Yala (Ban Wing, Bannang Sata).","S China, Vietnam, Malesia throughout (type from Java) to Polynesia.",Terrestrial in evergreen forests at low altitudes,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Thelypteridaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Thelypteris&tdcode=F0549,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0574,2025-10-19T19:56:58.641286+00:00,Thelypteris heterocarpos (Blume) Morton,,,unfilled
3,Polypodiaceae,4 Lepisorus,Lepisorus,4.0,Lepisorus scolopendrium (Buch.-Ham. ex D.Don) Tagawa,Lepisorus scolopendrium,"NORTHERN: Chiang Rai (Doi Tung), Chiang Mai (Pong Pho, Doi Pha Hom Pok, Doi Suthep, Doi Inthanon, Huai mae Pan), Lamphun (Doi Khun Tan), Phitsanulok (Phu Miang), Tak (Doi Hua Mot); NORTH-EASTERN: Loei (Phu Luang); SOUTH-EASTERN: Chanthaburi (Khao Soi Dao); PENINSULAR: Surat Thani (Ban Don).","Himalayas (type) and Tibet, SW China, Upper Burma, Indochina.","On branches of mossy trees in dense forests at ridge in the North, or terrestrial on mossy mountain slope near ridge in open places or in light shade on Phu Luang, locally rather abundant.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Polypodiaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Lepisorus&tdcode=F0684,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=F0687,2025-10-19T20:07:45.570952+00:00,Lepisorus scolopendrium,,,unfilled
3,Polypodiaceae,19 Polypodium,Polypodium,19.0,Polypodium argutum (J.Sm. ex Hook. et Grev.) Hook.,Goniophlebium argutum,"NORTHERN: Chiang Mai (Doi Pha Hom Pok, Doi Suthep, Pha Mon, Doi Inthanon), Lampang, Tak (Doi Hua Mot); NORTH-EASTERN: Loei (Phu Luang, Phu Kradueng), Phetchabun (Phu Miang); SOUTH-WESTERN: Kanchanaburi (Si Sawat, Khao Ri Yai).","Himalayas (type) to China, Indochina, Taiwan, the Philippines.","On mossy tree-trunks or on moist mossy rocks in dense evergreen forests at high altitudes (1,300–2,200 m).",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Polypodiaceae&volumeno=3,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Polypodium&tdcode=F0762,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=F0768,2025-10-19T20:13:12.337553+00:00,Goniophlebium argutum,,,unfilled
4,Leguminosae-Caesalpinioideae,1 Bauhinia,Bauhinia,1.0,Bauhinia glabrifolia (Benth.) Bak.,Phanera glabrifolia,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Caesalpinioideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Bauhinia&tdcode=00624,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00676,2025-10-19T20:19:15.620083+00:00,Phanera glabrifolia,,,unfilled
4,Leguminosae-Caesalpinioideae,6 Peltophorum,Peltophorum,6.0,Peltophorum dasyrrbachis (Miq.) Kurz,This is currently accepted.,"Reported from all districts, but seems to be most frequent in the eastern part of the country. Sometimes cultivated, but not as frequently as Peltophorum pterocarpum .","Cambodia, Laos, Vietnam, Malaya, Indonesia (Sumatra – type). Furthermore widely cultivated.","In deciduous and evergreen forests at lower altitudes. Flowering: February–March, when the young leaves develop.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Leguminosae-Caesalpinioideae&volumeno=4,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Peltophorum&tdcode=00692,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00693,2025-10-19T20:21:45.313879+00:00,Peltophorum dasyrrbachis (Miq.) Kurz,,,unfilled
5,Bignoniaceae,9 Markhamia,Markhamia,9.0,Markhamia stipulata (Wall.) Seem. ex K.Schum.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Bignoniaceae&volumeno=5,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Markhamia&tdcode=00940,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=00941,2025-10-19T21:17:29.855586+00:00,Markhamia stipulata (Wall.) Seem. ex K.Schum.,,,unfilled
6,Cyperaceae,2 Mapania,Mapania,2.0,Mapania palustris (Hassk. ex Steud.) Fern.-Vill. & Naves,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cyperaceae&volumeno=6,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Mapania&tdcode=01812,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01814,2025-10-19T22:27:00.908524+00:00,Mapania palustris (Hassk. ex Steud.) Fern.-Vill. & Naves,,,unfilled
6,Cyperaceae,29 Carex,Carex,29.0,Carex cruciata Vahl,This is currently accepted.,"NORTHERN: Mae Hong Son (Ban Mae la Noi, Doi Chong, Mae Surin), Chiang Mai (Doi Inthanon, Doi Suthep, Mai Soi), Chiang Rai (Doi Tung, Doi Pa Hom Pok), Nan (Doi Khun Sathan, Doi Phu Ka), Tak (Mae Sot, Ban Musoe); Phitsanulok (Phu Hin Rong Kla, Phu Rom Rot); NORTH-EASTERN: Loei (Phu Kradueng); EASTERN: Chaiyaphum, Nakhon Ratchasima; SOUTH-EASTERN: Chanthaburi (Mapkhla), Trat; PENINSULAR: Trang.",India (type) to SW Japan and W Malesia.,"Grassy forests floors, 800–2,500 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cyperaceae&volumeno=6,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Carex&tdcode=02078,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02084,2025-10-19T22:31:05.544243+00:00,Carex cruciata Vahl,,,unfilled
6,Cyperaceae,16 Pycreus,Pycreus,16.0,Pycreus pumilus (L.) Nees,Cyperus pumilus,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cyperaceae&volumeno=6,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pycreus&tdcode=01990,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01998,2025-10-19T22:49:17.582821+00:00,Cyperus pumilus,,,unfilled
6,Cyperaceae,8 Schoenoplectus,Schoenoplectus,8.0,Schoenoplectus littoralis (Schrad.) Palla,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cyperaceae&volumeno=6,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Schoenoplectus&tdcode=01834,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01835,2025-10-19T22:51:28.751362+00:00,Schoenoplectus littoralis (Schrad.) Palla,,,unfilled
7,Apocynaceae,41. Urceola,Urceola,41.0,Urceola lucida (Wall. ex G.Don) Kurz,This is currently accepted.,"NORTHERN: Nakhon Sawan; EASTERN: Chaiyaphum; SOUTH-WESTERN: Kanchanaburi; PENINSULAR: Ranong, Surat Thani, Phangnga, Phuket, Nakhon Si Thammarat, Trang, Satun, Songkhla, Yala.","Burma, Malaysia (type).","On the edge of, or in, evergreen or mixed deciduous forests to 950 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Apocynaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Urceola&tdcode=02282,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02284,2025-10-19T23:01:43.714658+00:00,Urceola lucida (Wall. ex G.Don) Kurz,,,unfilled
7,Apocynaceae,24. Wrightia,Wrightia,24.0,Wrightia sp. 1,This is currently accepted.,CENTRAL: Saraburi.,Only known from the one specimen.,In fissures on limestone.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Apocynaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Wrightia&tdcode=02208,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02218,2025-10-19T23:03:05.418465+00:00,Wrightia sp. 1,,,unfilled
7,Oleaceae,3. Chionanthus,Chionanthus,3.0,Chionanthus sp. A.,This is currently accepted.,PENINSULAR: Ranong.,Endemic.,"Evergreen forests on a sandstone hill, 50 m alt. Fruiting: June.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Oleaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Chionanthus&tdcode=02425,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=02440,2025-10-19T23:20:49.907300+00:00,Chionanthus sp. A.,,,unfilled
7,Loranthaceae,6. Helixanthera,Helixanthera,6.0,"Helixanthera sp. nov. ""discreta""",This is currently accepted.,Localities not known (see below).,Possibly endemic to Thailand.,Not known.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Loranthaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Helixanthera&tdcode=02843,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02851,2025-10-19T23:54:01.926284+00:00,"Helixanthera sp. nov. ""discreta""",,,unfilled
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium campanulatum Korth.,Syzygium myrtifolium,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03021,2025-10-20T00:04:15.645860+00:00,Syzygium myrtifolium,,,unfilled
7,Myrtaceae,13. Syzygium,Syzygium,13.0,Syzygium prainianum (King) Chantar. & J.Parn.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Myrtaceae&volumeno=7,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Syzygium&tdcode=02997,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=03080,2025-10-20T00:06:02.566753+00:00,Syzygium prainianum (King) Chantar. & J.Parn.,,,unfilled
8,Euphorbiaceae,53. Mallotus,Mallotus,53.0,Mallotus sp. nov. S.E.C.Sierra.,This is currently accepted.,"SOUTH-EASTERN: Prachin Buri (Khao Singto, Kabin Buri – type: Kerr 19835, holotype -L, isotypes -BM K).",Endemic.,"In evergreen forests on limestone hill, 50 m alt. Fruiting: November.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Euphorbiaceae&volumeno=8,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Mallotus&tdcode=03479,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03502,2025-10-20T00:18:24.482309+00:00,Mallotus sp. nov. S.E.C.Sierra.,,,unfilled
9,Bombaceae,3. Durio,Durio,3.0,Durio zibethinus Murr.,This is currently accepted.,"Cultivated in the Northern, Central, South-Eastern and Peninsular regions.",Cultivated throughout SE Asia. Perhaps wild in Sumatra and Borneo (type not mentioned).,"Cultivated at low altitudes, from sea level up to 300 m. No report of fruit above an altitude of 1,000 m.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Bombaceae&volumeno=9,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Durio&tdcode=03686,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03691,2025-10-20T00:49:15.410204+00:00,Durio zibethinus Murr.,,,unfilled
10,Convolvulaceae,8. Dinetus,Dinetus,8.0,Dinetus racemosus (Wall.) Sweet,This is currently accepted.,"NORTHERN: Chiang Mai, Nan, Uttaradit, Phitsanulok; NORTH-EASTERN: Loei.","Pakistan, Nepal, Bhutan, India (type), Myanmar, China, Laos, Vietnam, Indonesia, the Philippines.","In open areas, disturbed thickets, along roads or watercourses in primary and secondary evergreen forests, semi-evergreen forests, lower montane evergreen forests, 700–1,650 m alt. Flowering: April, July, September–December; fruiting: January, April, October–December.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Convolvulaceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Dinetus&tdcode=04446,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04447,2025-10-20T01:58:52.672147+00:00,Dinetus racemosus (Wall.) Sweet,,,unfilled
10,Cecropiaceae,Poikilospermum,Poikilospermum,,Poikilospermum naucleiforum (Roxb.) Chew,This is currently accepted.,"NORTHERN: Lampang, Tak; NORTH-EASTERN: Phetchabun; EASTERN: Nakhon Ratchasima; SOUTH-WESTERN: Kanchanaburi, Phetchaburi, Prachuap Khiri Khan; SOUTH-EASTERN: Chanthaburi; PENINSULAR: Phangnga, Songkhla, Yala, Narathiwat.","NE India, China (SE Xizang), Burma.","Evergreen and mixed deciduous forests, near streams, up to 800 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cecropiaceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Poikilospermum&tdcode=04541,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04545,2025-10-20T02:03:34.181781+00:00,Poikilospermum naucleiforum (Roxb.) Chew,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,URO7. Ficus binnendykii (Miq.) Miq.,This is currently accepted.,PENINSULAR: Narathiwat.,"Peninsular and Bornean Malaysia, Singapore, Brunei, Indonesia (Sumatra, Java – type, Kalimantan).","Evergreen forests, at low altitudes.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04664,2025-10-20T02:05:29.631130+00:00,URO7. Ficus binnendykii (Miq.) Miq.,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,URO13. Ficus crassiramea (Miq.) Miq.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04670,2025-10-20T02:06:04.846489+00:00,URO13. Ficus crassiramea (Miq.) Miq.,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,SOE4. Ficus disticha Blume,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04644,2025-10-20T02:06:24.689992+00:00,SOE4. Ficus disticha Blume,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,FIC8. Ficus glandulifera (Wall. ex Miq.) King,This is currently accepted.,SOUTH-EASTERN: Trat; PENINSULAR: Narathiwat.,"Peninsular (type) and Bornean Malaysia, Singapore, Brunei (?), Indonesia (Sumatra, Java, Kalimantan, Sulawesi, Moluccas, Papua?), the Philippines, Papua New Guinea.","Evergreen forests, at low altitudes.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04582,2025-10-20T02:06:47.386367+00:00,FIC8. Ficus glandulifera (Wall. ex Miq.) King,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,FIC9. Ficus grossularioides Burm.f.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04583,2025-10-20T02:06:55.875805+00:00,FIC9. Ficus grossularioides Burm.f.,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,PHA4. Ficus nervosa Roth,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04601,2025-10-20T02:07:56.308277+00:00,PHA4. Ficus nervosa Roth,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,URO34. Ficus saxophila Blume,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04696,2025-10-20T02:08:59.476619+00:00,URO34. Ficus saxophila Blume,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,SYC14. Ficus tinctoria G.Forst.,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04618,2025-10-20T02:09:46.937730+00:00,SYC14. Ficus tinctoria G.Forst.,,,unfilled
10,Moraceae,4. Ficus,Ficus,4.0,FIC19. Ficus triloba Buch.-Ham. ex Voigt,This is currently accepted.,e-Flora of Thailand,,,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Ficus&tdcode=04570,https://botany.dnp.go.th/eflora/floraSpecies.html?tdcode=04595,2025-10-20T02:09:52.785432+00:00,FIC19. Ficus triloba Buch.-Ham. ex Voigt,,,unfilled
10,Moraceae,5. Hullettia,Hullettia,5.0,Hullettia griffithiana (Kurz) Hook.f.,This is currently accepted.,"PENINSULAR: Ranong, Surat Thani, Narathiwat.",Burma (type).,"Evergreen forests, at low altitudes.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moraceae&volumeno=10,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Hullettia&tdcode=04710,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04712,2025-10-20T02:12:10.345236+00:00,Hullettia griffithiana (Kurz) Hook.f.,,,unfilled
11,Ranunculaceae,5. Thalictrum,Thalictrum,5.0,Thalictrum calcicolum T.Shimizu,This is currently accepted.,NORTHERN: Chiang Mai (Doi Chiang Dao – type).,China (Yunnan).,"In grassy places, on open ridges or in rock crevices in limestone, 1,600– 2,200 m alt. Flowering and fruiting: August–November. Rare, growing in Doi Chiang Dao.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Ranunculaceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Thalictrum&tdcode=04812,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04815,2025-10-20T02:22:27.236210+00:00,Thalictrum calcicolum T.Shimizu,,,unfilled
11,Stemonaceae,1. Stemona,Stemona,1.0,Stemona collinsiae Craib,This is currently accepted.,"EASTERN: Nakhon Ratchasima; CENTRAL: Saraburi; SOUTH-EASTERN: Sa Kaeo, Chon Buri (Si Racha – type: Collins 131, lectotype -K, isolectotype -BM), Chanthaburi, Trat.",Laos.,"Dry evergreen, dry deciduous and bamboo forests, mixed deciduous scrub and swampy thicket, rugged limestone terrain, 25–450 m alt. Flowering: January–May; fruiting: March–May.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Stemonaceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Stemona&tdcode=04819,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04823,2025-10-20T02:23:10.848864+00:00,Stemona collinsiae Craib,,,unfilled
11,Stemonaceae,2. Stichoneuron,Stichoneuron,2.0,Stichoneuron halabalensis Inthachub,This is currently accepted.,"PENINSULAR: Narathiwat (Hala-Bala WS – type: Inthachub 117, holotype -BKF, isotype -L).","Peninsular Malaysia (Terengganu, Pahang).","In rainforests along streams, 30–160 m alt.",https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Stemonaceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Stichoneuron&tdcode=04831,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=04834,2025-10-20T02:24:14.226521+00:00,Stichoneuron halabalensis Inthachub,,,unfilled
11,Araceae,18. Pothos,Pothos,18.0,Pothos neoroxburghii P.C.Boyce,Pothos roxburghii,"SOUTH-WESTERN: Kanchanaburi, Phetchaburi, Prachuap Khiri Khan; SOUTH-EASTERN: Prachin Buri, Chachoengsao, Chon Buri, Rayong, Chanthaburi, Trat; PENINSULAR: Surat Thani, Phangnga, Phuket, Krabi, Nakhon Si Thammarat, Trang, Songkhla, Pattani.","NW India through Myanmar to N Peninsular Malaysia (Penang, lectotype).",On trees and rocks in primary and secondary wet lowland to hill evergreen tropical forests; 150–450 m alt.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araceae&volumeno=11,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Pothos&tdcode=05003,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=05009,2025-10-20T02:25:18.143647+00:00,Pothos roxburghii,,,unfilled
