bkf_specific_name,bkf_wfo_id,specific_name_clean,bkf_wfo_full_name,o7_wfo_id,o7_wfo_full_name,cand_wfo_id,cand_wfo_full_name,wfo_id_final,wfo_source,conflict_bkf_vs_o7,conflict_bkf_vs_cand,conflict_o7_vs_cand,any_conflict,wfo_full_name_final
Calophyllum canum Hook.f.,wfo-0000581081,calophyllum canum hook.f.,This is currently accepted.,,,wfo-0000581081,Calophyllum canum Hook.f. ex T.Anderson,wfo-0000581081,bkf_original,False,False,False,False,
Calophyllum teysmannii Miq.,wfo-0000581366,calophyllum teysmannii miq.,This is currently accepted.,wfo-0000581366,Calophyllum teysmannii Miq.,,,wfo-0000581366,bkf_original,False,False,False,False,Calophyllum teysmannii Miq.
Calophyllum molle King,wfo-0000581236,calophyllum molle king,This is currently accepted.,wfo-0000581236,Calophyllum molle King,,,wfo-0000581236,bkf_original,False,False,False,False,Calophyllum molle King
Calophyllum depressinervosum M.R.Hend. & Wyatt-Sm.,wfo-0000581120,calophyllum depressinervosum m.r.hend. & wyatt-sm.,This is currently accepted.,wfo-0000581120,Calophyllum depressinervosum M.R.Hend. & Wyatt-Sm.,,,wfo-0000581120,bkf_original,False,False,False,False,Calophyllum depressinervosum M.R.Hend. & Wyatt-Sm.
Calophyllum sclerophyllum Vesque,wfo-0000581331,calophyllum sclerophyllum vesque,This is currently accepted.,wfo-0000581331,Calophyllum sclerophyllum Vesque,,,wfo-0000581331,bkf_original,False,False,False,False,Calophyllum sclerophyllum Vesque
Calophyllum tetrapterum Miq.,wfo-0000581363,calophyllum tetrapterum miq.,This is currently accepted.,wfo-0000581363,Calophyllum tetrapterum Miq.,,,wfo-0000581363,bkf_original,False,False,False,False,Calophyllum tetrapterum Miq.
Calophyllum polyanthum Wall. ex Choisy,wfo-0001296210,calophyllum polyanthum wall. ex choisy,This is currently accepted.,wfo-0001296210,Calophyllum polyanthum Wall. ex Choisy,,,wfo-0001296210,bkf_original,False,False,False,False,Calophyllum polyanthum Wall. ex Choisy
Calophyllum inophyllum L.,wfo-0000581184,calophyllum inophyllum l.,This is currently accepted.,wfo-0000581184,Calophyllum inophyllum L.,,,wfo-0000581184,bkf_original,False,False,False,False,Calophyllum inophyllum L.
Calophyllum thorelii Pierre,wfo-0000581370,calophyllum thorelii pierre,This is currently accepted.,wfo-0000581370,Calophyllum thorelii Pierre,,,wfo-0000581370,bkf_original,False,False,False,False,Calophyllum thorelii Pierre
Calophyllum macrocarpum Hook.f.,wfo-0000581221,calophyllum macrocarpum hook.f.,This is currently accepted.,wfo-0000581221,Calophyllum macrocarpum Hook.f.,,,wfo-0000581221,bkf_original,False,False,False,False,Calophyllum macrocarpum Hook.f.
Calophyllum touranense Gagnep. ex P.F.Stevens,wfo-0000581376,calophyllum touranense gagnep. ex p.f.stevens,This is currently accepted.,,,,,wfo-0000581376,bkf_original,False,False,False,False,
Calophyllum dryobalanoides Pierre,wfo-0000581126,calophyllum dryobalanoides pierre,This is currently accepted.,wfo-0000581126,Calophyllum dryobalanoides Pierre,,,wfo-0000581126,bkf_original,False,False,False,False,Calophyllum dryobalanoides Pierre
Calophyllum calaba L.,wfo-0000581073,calophyllum calaba l.,This is currently accepted.,wfo-0000581073,Calophyllum calaba L.,,,wfo-0000581073,bkf_original,False,False,False,False,Calophyllum calaba L.
Calophyllum symingtonianum M.R.Hend. & Wyatt-Sm.,wfo-0000581354,calophyllum symingtonianum m.r.hend. & wyatt-sm.,This is currently accepted.,wfo-0000581354,Calophyllum symingtonianum M.R.Hend. & Wyatt-Sm.,,,wfo-0000581354,bkf_original,False,False,False,False,Calophyllum symingtonianum M.R.Hend. & Wyatt-Sm.
Mesua ferrea L.,wfo-0001296121,mesua ferrea l.,This is currently accepted.,wfo-0001296121,Mesua ferrea L.,,,wfo-0001296121,bkf_original,False,False,False,False,Mesua ferrea L.
Kayea ferruginea Pierre,wfo-0000356250,kayea ferruginea pierre,This is currently accepted.,wfo-0000356250,Kayea ferruginea Pierre,,,wfo-0000356250,bkf_original,False,False,False,False,Kayea ferruginea Pierre
Kayea kunstleri King,wfo-0000356247,kayea kunstleri king,This is currently accepted.,wfo-0000356247,Kayea kunstleri King,,,wfo-0000356247,bkf_original,False,False,False,False,Kayea kunstleri King
Kayea elegans King,wfo-0000356238,kayea elegans king,This is currently accepted.,wfo-0000356238,Kayea elegans King,,,wfo-0000356238,bkf_original,False,False,False,False,Kayea elegans King
Mammea harmandii (Pierre) Kosterm.,wfo-0000376825,mammea harmandii (pierre) kosterm.,This is currently accepted.,wfo-0000376825,Mammea harmandii (Pierre) Kosterm.,,,wfo-0000376825,bkf_original,False,False,False,False,Mammea harmandii (Pierre) Kosterm.
Mammea siamensis (Miq.) T.Anderson,wfo-0000376586,mammea siamensis (miq.) t.anderson,This is currently accepted.,wfo-0000376586,Mammea siamensis (Miq.) T.Anderson,,,wfo-0000376586,bkf_original,False,False,False,False,Mammea siamensis (Miq.) T.Anderson
Elaeagnus latifolia L.,wfo-0000663828,elaeagnus latifolia l.,This is currently accepted.,wfo-0000663828,Elaeagnus latifolia L.,,,wfo-0000663828,bkf_original,False,False,False,False,Elaeagnus latifolia L.
Elaeagnus conferta Roxb.,wfo-0000663704,elaeagnus conferta roxb.,This is currently accepted.,wfo-0000663704,Elaeagnus conferta Roxb.,,,wfo-0000663704,bkf_original,False,False,False,False,Elaeagnus conferta Roxb.
Elaeagnus elongatus Tagane & V.S.Dang.,wfo-0001345154,elaeagnus elongatus tagane & v.s.dang.,This is currently accepted.,,,wfo-0001345154,Elaeagnus elongatus Tagane & V.S.Dang,wfo-0001345154,bkf_original,False,False,False,False,
Hypericum elodeoides Choisy,wfo-0000727590,hypericum elodeoides choisy,This is currently accepted.,wfo-0000727590,Hypericum elodeoides Choisy,,,wfo-0000727590,bkf_original,False,False,False,False,Hypericum elodeoides Choisy
Hypericum japonicum Thunb.,wfo-0000727778,hypericum japonicum thunb.,This is currently accepted.,wfo-0000727778,Hypericum japonicum Thunb.,,,wfo-0000727778,bkf_original,False,False,False,False,Hypericum japonicum Thunb.
Hypericum siamense N.Robson,wfo-0000728305,hypericum siamense n.robson,This is currently accepted.,wfo-0000728305,Hypericum siamense N.Robson,,,wfo-0000728305,bkf_original,False,False,False,False,Hypericum siamense N.Robson
Hypericum patulum Thunb.,wfo-0000728083,hypericum patulum thunb.,This is currently accepted.,wfo-0000728083,Hypericum patulum Thunb.,,,wfo-0000728083,bkf_original,False,False,False,False,Hypericum patulum Thunb.
Hypericum hookerianum Wight & Arn.,wfo-0000727746,hypericum hookerianum wight & arn.,This is currently accepted.,wfo-0000727746,Hypericum hookerianum Wight & Arn.,,,wfo-0000727746,bkf_original,False,False,False,False,Hypericum hookerianum Wight & Arn.
Hypericum henryi subsp. hancockii N.Robson,,hypericum henryi subsp. hancockii n.robson,This is currently accepted.,wfo-0000727726,Hypericum henryi subsp. hancockii N.Robson,,,wfo-0000727726,output7_exact,False,False,False,False,Hypericum henryi subsp. hancockii N.Robson
Cratoxylum formosum (Jack) Dyer,wfo-0000625758,cratoxylum formosum (jack) dyer,This is currently accepted.,,,wfo-0000625758,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,wfo-0000625758,bkf_original,False,False,False,False,
Cratoxylum maingayi Dyer,wfo-0000625768,cratoxylum maingayi dyer,This is currently accepted.,wfo-0000625768,Cratoxylum maingayi Dyer,,,wfo-0000625768,bkf_original,False,False,False,False,Cratoxylum maingayi Dyer
Cratoxylum arborescens (Vahl) Blume,wfo-0000625744,cratoxylum arborescens (vahl) blume,This is currently accepted.,wfo-0000625744,Cratoxylum arborescens (Vahl) Blume,,,wfo-0000625744,bkf_original,False,False,False,False,Cratoxylum arborescens (Vahl) Blume
Cratoxylum cochinchinense (Lour.) Blume,wfo-0000625754,cratoxylum cochinchinense (lour.) blume,This is currently accepted.,wfo-0000625754,Cratoxylum cochinchinense (Lour.) Blume,,,wfo-0000625754,bkf_original,False,False,False,False,Cratoxylum cochinchinense (Lour.) Blume
Cratoxylum neriifolium Kurz,wfo-0000625771,cratoxylum neriifolium kurz,This is currently accepted.,wfo-0000625771,Cratoxylum neriifolium Kurz,,,wfo-0000625771,bkf_original,False,False,False,False,Cratoxylum neriifolium Kurz
Lophopyxis maingayi Hook.f.,wfo-0000366513,lophopyxis maingayi hook.f.,This is currently accepted.,wfo-0000366513,Lophopyxis maingayi Hook.f.,,,wfo-0000366513,bkf_original,False,False,False,False,Lophopyxis maingayi Hook.f.
Martynia annua L.,wfo-0000448611,martynia annua l.,This is currently accepted.,wfo-0000448611,Martynia annua L.,,,wfo-0000448611,bkf_original,False,False,False,False,Martynia annua L.
Papaver somniferum L.,wfo-0000480963,papaver somniferum l.,This is currently accepted.,wfo-0000480963,Papaver somniferum L.,,,wfo-0000480963,bkf_original,False,False,False,False,Papaver somniferum L.
Corydalis leptocarpa Hook.f. & Thomson,wfo-0000622525,corydalis leptocarpa hook.f. & thomson,This is currently accepted.,wfo-0000622525,Corydalis leptocarpa Hook.f. & Thomson,,,wfo-0000622525,bkf_original,False,False,False,False,Corydalis leptocarpa Hook.f. & Thomson
Dactylicapnos scandens (D.Don) Hutch.,wfo-0000636820,dactylicapnos scandens (d.don) hutch.,This is currently accepted.,wfo-0000636820,Dactylicapnos scandens (D.Don) Hutch.,,,wfo-0000636820,bkf_original,False,False,False,False,Dactylicapnos scandens (D.Don) Hutch.
Piriqueta racemosa (Jacq.) Sweet,wfo-0000473105,piriqueta racemosa (jacq.) sweet,This is currently accepted.,wfo-0000473105,Piriqueta racemosa (Jacq.) Sweet,,,wfo-0000473105,bkf_original,False,False,False,False,Piriqueta racemosa (Jacq.) Sweet
Turnera subulata Sm.,wfo-0000457711,turnera subulata sm.,This is currently accepted.,wfo-0000457711,Turnera subulata Sm.,,,wfo-0000457711,bkf_original,False,False,False,False,Turnera subulata Sm.
Turnera ulmifolia L.,wfo-0000457708,turnera ulmifolia l.,This is currently accepted.,wfo-0000457708,Turnera ulmifolia L.,,,wfo-0000457708,bkf_original,False,False,False,False,Turnera ulmifolia L.
Ancistrocladus griffithii Planch.,wfo-0000970309,ancistrocladus griffithii planch.,This is currently accepted.,wfo-0000970309,Ancistrocladus griffithii Planch.,,,wfo-0000970309,bkf_original,False,False,False,False,Ancistrocladus griffithii Planch.
Ancistrocladus tectorius (Lour.) Merr.,wfo-0000970482,ancistrocladus tectorius (lour.) merr.,This is currently accepted.,wfo-0000970482,Ancistrocladus tectorius (Lour.) Merr.,,,wfo-0000970482,bkf_original,False,False,False,False,Ancistrocladus tectorius (Lour.) Merr.
Barringtonia racemosa (L.) Spreng.,wfo-0000774962,barringtonia racemosa (l.) spreng.,This is currently accepted.,wfo-0000774962,Barringtonia racemosa (L.) Spreng.,,,wfo-0000774962,bkf_original,False,False,False,False,Barringtonia racemosa (L.) Spreng.
Barringtonia asiatica (L.) Kurz,wfo-0000774825,barringtonia asiatica (l.) kurz,This is currently accepted.,,,wfo-0000774825,Barringtonia asiatica Kurz,wfo-0000774825,bkf_original,False,False,False,False,
Barringtonia khaoluangensis Chantar.,wfo-0000774900,barringtonia khaoluangensis chantar.,This is currently accepted.,wfo-0000774900,Barringtonia khaoluangensis Chantar.,,,wfo-0000774900,bkf_original,False,False,False,False,Barringtonia khaoluangensis Chantar.
Barringtonia pauciflora King,wfo-0000774946,barringtonia pauciflora king,This is currently accepted.,wfo-0000774946,Barringtonia pauciflora King,,,wfo-0000774946,bkf_original,False,False,False,False,Barringtonia pauciflora King
Barringtonia pendula (Griff.) Kurz,wfo-0000774952,barringtonia pendula (griff.) kurz,This is currently accepted.,,,wfo-0000774952,Barringtonia pendula Kurz,wfo-0000774952,bkf_original,False,False,False,False,
Barringtonia scortechinii King,wfo-0000774989,barringtonia scortechinii king,This is currently accepted.,wfo-0000774989,Barringtonia scortechinii King,,,wfo-0000774989,bkf_original,False,False,False,False,Barringtonia scortechinii King
Barringtonia augusta Wall. ex Kurz,wfo-0000774826,barringtonia augusta wall. ex kurz,This is currently accepted.,,,,,wfo-0000774826,bkf_original,False,False,False,False,
Barringtonia longipes Gagnep.,wfo-0000774911,barringtonia longipes gagnep.,This is currently accepted.,wfo-0000774911,Barringtonia longipes Gagnep.,,,wfo-0000774911,bkf_original,False,False,False,False,Barringtonia longipes Gagnep.
Barringtonia macrostachya (Jack) Kurz,wfo-0000774917,barringtonia macrostachya (jack) kurz,This is currently accepted.,,,wfo-0000774917,Barringtonia macrostachya Kurz,wfo-0000774917,bkf_original,False,False,False,False,
Barringtonia schmidtii Warb. ex Craib,wfo-0000774986,barringtonia schmidtii warb. ex craib,This is currently accepted.,wfo-0000774986,Barringtonia schmidtii Warb. ex Craib,,,wfo-0000774986,bkf_original,False,False,False,False,Barringtonia schmidtii Warb. ex Craib
1a. Barringtonia acutangula subsp. acutangula,,1a. barringtonia acutangula subsp. acutangula,This is currently accepted.,,,,,,unfilled,False,False,False,False,
"Barringtonia thailandica Thammar., Pornp. & Chantar.",wfo-0001344435,"barringtonia thailandica thammar., pornp. & chantar.",This is currently accepted.,wfo-0001344435,"Barringtonia thailandica Thammar., Pornp. & Chantar.",,,wfo-0001344435,bkf_original,False,False,False,False,"Barringtonia thailandica Thammar., Pornp. & Chantar."
Barringtonia macrocarpa Hassk.,wfo-0000774915,barringtonia macrocarpa hassk.,This is currently accepted.,wfo-0000774915,Barringtonia macrocarpa Hassk.,,,wfo-0000774915,bkf_original,False,False,False,False,Barringtonia macrocarpa Hassk.
Barringtonia rimata Chantar.,wfo-0000774974,barringtonia rimata chantar.,This is currently accepted.,wfo-0000774974,Barringtonia rimata Chantar.,,,wfo-0000774974,bkf_original,False,False,False,False,Barringtonia rimata Chantar.
Barringtonia acutangula (L.) Gaertn.,,barringtonia acutangula (l.) gaertn.,This is currently accepted.,,,wfo-0000774811,Barringtonia acutangula Gaertn.,wfo-0000774811,candidates_unique,False,False,False,False,
Careya arborea Roxb.,wfo-0000775038,careya arborea roxb.,This is currently accepted.,wfo-0000775038,Careya arborea Roxb.,,,wfo-0000775038,bkf_original,False,False,False,False,Careya arborea Roxb.
Careya herbacea Roxb.,wfo-0000775041,careya herbacea roxb.,This is currently accepted.,wfo-0000775041,Careya herbacea Roxb.,,,wfo-0000775041,bkf_original,False,False,False,False,Careya herbacea Roxb.
Planchonia grandis Ridl.,wfo-0000774654,planchonia grandis ridl.,This is currently accepted.,wfo-0000774654,Planchonia grandis Ridl.,,,wfo-0000774654,bkf_original,False,False,False,False,Planchonia grandis Ridl.
Planchonia valida (Blume) Blume,wfo-0000774639,planchonia valida (blume) blume,This is currently accepted.,,,wfo-0000774639,Planchonia valida Blume,wfo-0000774639,bkf_original,False,False,False,False,
Grias peruviana Miers,wfo-0000775430,grias peruviana miers,This is currently accepted.,wfo-0000775430,Grias peruviana Miers,,,wfo-0000775430,bkf_original,False,False,False,False,Grias peruviana Miers
Gustavia augusta L.,wfo-0000775442,gustavia augusta l.,This is currently accepted.,wfo-0000775442,Gustavia augusta L.,,,wfo-0000775442,bkf_original,False,False,False,False,Gustavia augusta L.
Bertholletia excelsa Bonpl.,wfo-0000775013,bertholletia excelsa bonpl.,This is currently accepted.,wfo-0000775013,Bertholletia excelsa Bonpl.,,,wfo-0000775013,bkf_original,False,False,False,False,Bertholletia excelsa Bonpl.
Couroupita guianensis Aubl.,wfo-0000775148,couroupita guianensis aubl.,This is currently accepted.,wfo-0000775148,Couroupita guianensis Aubl.,,,wfo-0000775148,bkf_original,False,False,False,False,Couroupita guianensis Aubl.
Nelumbo nucifera Gaertn.,wfo-0000382378,nelumbo nucifera gaertn.,This is currently accepted.,wfo-0000382378,Nelumbo nucifera Gaertn.,,,wfo-0000382378,bkf_original,False,False,False,False,Nelumbo nucifera Gaertn.
Barclaya longifolia Wall.,wfo-0000560106,barclaya longifolia wall.,This is currently accepted.,wfo-0000560106,Barclaya longifolia Wall.,,,wfo-0000560106,bkf_original,False,False,False,False,Barclaya longifolia Wall.
Barclaya motleyi Hook.f.,wfo-0000560107,barclaya motleyi hook.f.,This is currently accepted.,wfo-0000560107,Barclaya motleyi Hook.f.,,,wfo-0000560107,bkf_original,False,False,False,False,Barclaya motleyi Hook.f.
Nymphaea nouchali Burm.f.,wfo-0000382053,nymphaea nouchali burm.f.,This is currently accepted.,wfo-0000382053,Nymphaea nouchali Burm.f.,,,wfo-0000382053,bkf_original,False,False,False,False,Nymphaea nouchali Burm.f.
Nymphaea pubescens Willd.,wfo-0000382124,nymphaea pubescens willd.,This is currently accepted.,wfo-0000382124,Nymphaea pubescens Willd.,,,wfo-0000382124,bkf_original,False,False,False,False,Nymphaea pubescens Willd.
Nymphaea rubra Roxb. ex Andrews,wfo-0000382103,nymphaea rubra roxb. ex andrews,This is currently accepted.,wfo-0000382103,Nymphaea rubra Roxb. ex Andrews,,,wfo-0000382103,bkf_original,False,False,False,False,Nymphaea rubra Roxb. ex Andrews
Gouania leptostachya DC.,wfo-0000708307,gouania leptostachya dc.,This is currently accepted.,wfo-0000708307,Gouania leptostachya DC.,,,wfo-0000708307,bkf_original,False,False,False,False,Gouania leptostachya DC.
Gouania obtusifolia Vent. ex Brongn.,wfo-0000708336,gouania obtusifolia vent. ex brongn.,This is currently accepted.,wfo-0000708336,Gouania obtusifolia Vent. ex Brongn.,,,wfo-0000708336,bkf_original,False,False,False,False,Gouania obtusifolia Vent. ex Brongn.
Hovenia acerba Lindl.,wfo-0001131352,hovenia acerba lindl.,This is currently accepted.,wfo-0001131352,Hovenia acerba Lindl.,,,wfo-0001131352,bkf_original,False,False,False,False,Hovenia acerba Lindl.
Colubrina asiatica (L.) Brongn.,wfo-0000615212,colubrina asiatica (l.) brongn.,This is currently accepted.,,,wfo-0000615212,Colubrina asiatica Brongn.,wfo-0000615212,bkf_original,False,False,False,False,
Ventilago gladiata Pierre,wfo-0000418377,ventilago gladiata pierre,This is currently accepted.,wfo-0000418377,Ventilago gladiata Pierre,,,wfo-0000418377,bkf_original,False,False,False,False,Ventilago gladiata Pierre
Ventilago harmandiana Pierre,wfo-0000418381,ventilago harmandiana pierre,This is currently accepted.,wfo-0000418381,Ventilago harmandiana Pierre,,,wfo-0000418381,bkf_original,False,False,False,False,Ventilago harmandiana Pierre
Ventilago maingayi M.A.Lawson,wfo-0000418345,ventilago maingayi m.a.lawson,This is currently accepted.,wfo-0000418345,Ventilago maingayi M.A.Lawson,,,wfo-0000418345,bkf_original,False,False,False,False,Ventilago maingayi M.A.Lawson
Ventilago denticulata Willd.,wfo-0000418397,ventilago denticulata willd.,This is currently accepted.,wfo-0000418397,Ventilago denticulata Willd.,,,wfo-0000418397,bkf_original,False,False,False,False,Ventilago denticulata Willd.
Ventilago maderaspatana Gaertn.,wfo-0001131511,ventilago maderaspatana gaertn.,This is currently accepted.,,,,,wfo-0001131511,bkf_original,False,False,False,False,
Ventilago malaccensis Ridl.,wfo-0000418347,ventilago malaccensis ridl.,This is currently accepted.,wfo-0000418347,Ventilago malaccensis Ridl.,,,wfo-0000418347,bkf_original,False,False,False,False,Ventilago malaccensis Ridl.
Ventilago cristata Pierre,wfo-0000418396,ventilago cristata pierre,This is currently accepted.,wfo-0000418396,Ventilago cristata Pierre,,,wfo-0000418396,bkf_original,False,False,False,False,Ventilago cristata Pierre
Smythea poomae Cahen & Utteridge,wfo-0001330846,smythea poomae cahen & utteridge,This is currently accepted.,wfo-0001330846,Smythea poomae Cahen & Utteridge,,,wfo-0001330846,bkf_original,False,False,False,False,Smythea poomae Cahen & Utteridge
Smythea lanceata (Tul.) Summerh.,wfo-0000504148,smythea lanceata (tul.) summerh.,This is currently accepted.,wfo-0000504148,Smythea lanceata (Tul.) Summerh.,,,wfo-0000504148,bkf_original,False,False,False,False,Smythea lanceata (Tul.) Summerh.
Smythea oblongifolia (Blume) Cahen & Utteridge,wfo-0001421837,smythea oblongifolia (blume) cahen & utteridge,This is currently accepted.,wfo-0001421837,Smythea oblongifolia (Blume) Cahen & Utteridge,,,wfo-0001421837,bkf_original,False,False,False,False,Smythea oblongifolia (Blume) Cahen & Utteridge
Smythea velutina (Ridl.) S.P.Bannejee & P.K.Mukh.,wfo-0000504142,smythea velutina (ridl.) s.p.bannejee & p.k.mukh.,This is currently accepted.,,,wfo-0000504142,Smythea velutina (Ridl.) Banerjee & P.K.Mukh.,wfo-0000504142,bkf_original,False,False,False,False,
Smythea macrocarpa Hemsl.,wfo-0001347560,smythea macrocarpa hemsl.,This is currently accepted.,wfo-0001347560,Smythea macrocarpa Hemsl.,,,wfo-0001347560,bkf_original,False,False,False,False,Smythea macrocarpa Hemsl.
Ziziphus rugosa Lam.,wfo-0001130885,ziziphus rugosa lam.,This is currently accepted.,wfo-0001130885,Ziziphus rugosa Lam.,,,wfo-0001130885,bkf_original,False,False,False,False,Ziziphus rugosa Lam.
Ziziphus angustifolia (Miq.) Hatus. ex Steenis,wfo-0000430546,ziziphus angustifolia (miq.) hatus. ex steenis,This is currently accepted.,wfo-0000430546,Ziziphus angustifolia (Miq.) Hatus. ex Steenis,,,wfo-0000430546,bkf_original,False,False,False,False,Ziziphus angustifolia (Miq.) Hatus. ex Steenis
Ziziphus calophylla Wall.,wfo-0000430534,ziziphus calophylla wall.,This is currently accepted.,wfo-0000430534,Ziziphus calophylla Wall.,,,wfo-0000430534,bkf_original,False,False,False,False,Ziziphus calophylla Wall.
Ziziphus funiculosa Buch.-Ham. ex M.A.Lawson,wfo-0000430493,ziziphus funiculosa buch.-ham. ex m.a.lawson,This is currently accepted.,,,wfo-0000430493,Ziziphus funiculosa Buch.-Ham. ex Wall.,wfo-0000430493,bkf_original,False,False,False,False,
Ziziphus attopensis Pierre,wfo-0001131517,ziziphus attopensis pierre,This is currently accepted.,wfo-0001131517,Ziziphus attopensis Pierre,,,wfo-0001131517,bkf_original,False,False,False,False,Ziziphus attopensis Pierre
Ziziphus kunstleri King,wfo-0000430301,ziziphus kunstleri king,This is currently accepted.,wfo-0000430301,Ziziphus kunstleri King,,,wfo-0000430301,bkf_original,False,False,False,False,Ziziphus kunstleri King
Ziziphus cambodiana Pierre,wfo-0000430492,ziziphus cambodiana pierre,This is currently accepted.,wfo-0000430492,Ziziphus cambodiana Pierre,,,wfo-0000430492,bkf_original,False,False,False,False,Ziziphus cambodiana Pierre
Ziziphus mauritiana Lam.,wfo-0000430322,ziziphus mauritiana lam.,This is currently accepted.,wfo-0000430322,Ziziphus mauritiana Lam.,,,wfo-0000430322,bkf_original,False,False,False,False,Ziziphus mauritiana Lam.
Ziziphus incurva Roxb.,wfo-0001131514,ziziphus incurva roxb.,This is currently accepted.,wfo-0001131514,Ziziphus incurva Roxb.,,,wfo-0001131514,bkf_original,False,False,False,False,Ziziphus incurva Roxb.
Ziziphus oenopolia (L.) Mill.,,ziziphus oenopolia (l.) mill.,This is currently accepted.,wfo-0001130884,Ziziphus oenopolia (L.) Mill.,,,wfo-0001130884,output7_exact,False,False,False,False,Ziziphus oenopolia (L.) Mill.
Sageretia filiformis (Roth) G.Don,wfo-0001284967,sageretia filiformis (roth) g.don,This is currently accepted.,wfo-0001284967,Sageretia filiformis (Roth) G.Don,,,wfo-0001284967,bkf_original,False,False,False,False,Sageretia filiformis (Roth) G.Don
Berchemia floribunda (Wall.) Brongn.,wfo-0000564139,berchemia floribunda (wall.) brongn.,This is currently accepted.,wfo-0000564139,Berchemia floribunda (Wall.) Brongn.,,,wfo-0000564139,bkf_original,False,False,False,False,Berchemia floribunda (Wall.) Brongn.
Scutia myrtina (Burm.f.) Kurz,wfo-0000504062,scutia myrtina (burm.f.) kurz,This is currently accepted.,,,wfo-0000504062,Scutia myrtina Kurz,wfo-0000504062,bkf_original,False,False,False,False,
Rhamnus napalensis (Wall.) M.A.Lawson,wfo-0001131431,rhamnus napalensis (wall.) m.a.lawson,This is currently accepted.,wfo-0001131431,Rhamnus napalensis (Wall.) M.A.Lawson,,,wfo-0001131431,bkf_original,False,False,False,False,Rhamnus napalensis (Wall.) M.A.Lawson
Rhamnus parvifolia Bunge,wfo-0001131293,rhamnus parvifolia bunge,This is currently accepted.,wfo-0001131293,Rhamnus parvifolia Bunge,,,wfo-0001131293,bkf_original,False,False,False,False,Rhamnus parvifolia Bunge
Frangula crenata (Siebold & Zucc.) Miq.,wfo-0000691886,frangula crenata (siebold & zucc.) miq.,This is currently accepted.,,,wfo-0000691886,Frangula crenata Miq.,wfo-0000691886,bkf_original,False,False,False,False,
Vitis balansana Planch.,wfo-0001146032,vitis balansana planch.,This is currently accepted.,wfo-0001146032,Vitis balansana Planch.,,,wfo-0001146032,bkf_original,False,False,False,False,Vitis balansana Planch.
Tetrastigma apiculatum Gagnep.,wfo-0001145894,tetrastigma apiculatum gagnep.,This is currently accepted.,wfo-0001145894,Tetrastigma apiculatum Gagnep.,,,wfo-0001145894,bkf_original,False,False,False,False,Tetrastigma apiculatum Gagnep.
Tetrastigma bambusetorum Craib,wfo-0000457689,tetrastigma bambusetorum craib,This is currently accepted.,wfo-0000457689,Tetrastigma bambusetorum Craib,,,wfo-0000457689,bkf_original,False,False,False,False,Tetrastigma bambusetorum Craib
Tetrastigma triphyllum (Gagnep.) W.T.Wang,,tetrastigma triphyllum (gagnep.) w.t.wang,This is currently accepted.,wfo-0001145687,Tetrastigma triphyllum (Gagnep.) W.T.Wang,,,wfo-0001145687,output7_exact,False,False,False,False,Tetrastigma triphyllum (Gagnep.) W.T.Wang
Tetrastigma cruciatum Craib & Gagnep.,wfo-0001145510,tetrastigma cruciatum craib & gagnep.,This is currently accepted.,wfo-0001145510,Tetrastigma cruciatum Craib & Gagnep.,,,wfo-0001145510,bkf_original,False,False,False,False,Tetrastigma cruciatum Craib & Gagnep.
Tetrastigma assimile (Kurz) C.L.Li ex Kochaiph. & Trias-Blasi,wfo-0001340685,tetrastigma assimile (kurz) c.l.li ex kochaiph. & trias-blasi,This is currently accepted.,wfo-0001340685,Tetrastigma assimile (Kurz) C.L.Li ex Kochaiph. & Trias-Blasi,,,wfo-0001340685,bkf_original,False,False,False,False,Tetrastigma assimile (Kurz) C.L.Li ex Kochaiph. & Trias-Blasi
Tetrastigma papillosum (Blume) Planch.,wfo-0000410035,tetrastigma papillosum (blume) planch.,This is currently accepted.,wfo-0000410035,Tetrastigma papillosum (Blume) Planch.,,,wfo-0000410035,bkf_original,False,False,False,False,Tetrastigma papillosum (Blume) Planch.
Tetrastigma pedunculare (Wall. ex M.A.Lawson) Planch.,wfo-0001145904,tetrastigma pedunculare (wall. ex m.a.lawson) planch.,This is currently accepted.,wfo-0001145904,Tetrastigma pedunculare (Wall. ex M.A.Lawson) Planch.,,,wfo-0001145904,bkf_original,False,False,False,False,Tetrastigma pedunculare (Wall. ex M.A.Lawson) Planch.
Tetrastigma cauliflorum Merr.,wfo-0001145927,tetrastigma cauliflorum merr.,This is currently accepted.,wfo-0001145927,Tetrastigma cauliflorum Merr.,,,wfo-0001145927,bkf_original,False,False,False,False,Tetrastigma cauliflorum Merr.
Tetrastigma quadrangulum Gagnep. & Craib,wfo-0000457911,tetrastigma quadrangulum gagnep. & craib,This is currently accepted.,wfo-0000457911,Tetrastigma quadrangulum Gagnep. & Craib,,,wfo-0000457911,bkf_original,False,False,False,False,Tetrastigma quadrangulum Gagnep. & Craib
Tetrastigma erubescens Planch.,wfo-0001246108,tetrastigma erubescens planch.,This is currently accepted.,wfo-0001246108,Tetrastigma erubescens Planch.,,,wfo-0001246108,bkf_original,False,False,False,False,Tetrastigma erubescens Planch.
