bkf_specific_name,bkf_wfo_id,specific_name_clean,bkf_wfo_full_name,o7_wfo_id,o7_wfo_full_name,cand_wfo_id,cand_wfo_full_name,wfo_id_final,wfo_source,conflict_bkf_vs_o7,conflict_bkf_vs_cand,conflict_o7_vs_cand,any_conflict,wfo_full_name_final
Clitoria macrophylla Wall.,wfo-0000192671,clitoria macrophylla wall.,This is currently accepted.,wfo-0000192669,Clitoria macrophylla Wall.,,,wfo-0000192671,bkf_original,True,False,False,True,
Clitoria chanondiae Chuakul,wfo-0000611918,clitoria chanondiae chuakul,This is currently accepted.,wfo-0000611918,Clitoria chanondii Chuakul,,,wfo-0000611918,bkf_original,False,False,False,False,Clitoria chanondii Chuakul
Clitoria javanica Miq.,wfo-0000192649,clitoria javanica miq.,This is currently accepted.,wfo-0000192649,Clitoria javanica Miq.,,,wfo-0000192649,bkf_original,False,False,False,False,Clitoria javanica Miq.
Cochlianthus gracilis Benth.,,cochlianthus gracilis benth.,,wfo-0000193197,Cochlianthus gracilis Benth.,,,wfo-0000193197,output7_exact,False,False,False,False,Cochlianthus gracilis Benth.
Craspedolobium unijugum (Gagnep.) Z.Wei & Pedley,wfo-0001035482,craspedolobium unijugum (gagnep.) z.wei & pedley,This is currently accepted.,wfo-0001035482,Craspedolobium unijugum (Gagnep.) Z.Wei & Pedley,,,wfo-0001035482,bkf_original,False,False,False,False,Craspedolobium unijugum (Gagnep.) Z.Wei & Pedley
Crotalaria alata Buch.-Ham. ex D.Don,wfo-0000210921,crotalaria alata buch.-ham. ex d.don,This is currently accepted.,wfo-0000210921,Crotalaria alata Buch.-Ham. ex D.Don,,,wfo-0000210921,bkf_original,False,False,False,False,Crotalaria alata Buch.-Ham. ex D.Don
Crotalaria melanocarpa Wall. ex Benth.,wfo-0000199920,crotalaria melanocarpa wall. ex benth.,This is currently accepted.,wfo-0000199920,Crotalaria melanocarpa Wall. ex Benth.,,,wfo-0000199920,bkf_original,False,False,False,False,Crotalaria melanocarpa Wall. ex Benth.
Crotalaria nana Burm.f.,wfo-0000174074,crotalaria nana burm.f.,This is currently accepted.,wfo-0000174074,Crotalaria nana Burm.f.,,,wfo-0000174074,bkf_original,False,False,False,False,Crotalaria nana Burm.f.
Crotalaria nana,wfo-0000186156,crotalaria nana,Crotalaria nana,wfo-0000174074,Crotalaria nana Burm.f.,,,wfo-0000186156,bkf_original,True,False,False,True,
Crotalaria prostrata Rottler ex Willd.,wfo-0000198706,crotalaria prostrata rottler ex willd.,This is currently accepted.,wfo-0000198706,Crotalaria prostrata Rottler ex Willd.,,,wfo-0000198706,bkf_original,False,False,False,False,Crotalaria prostrata Rottler ex Willd.
Crotalaria albida Heyne ex Roth,wfo-0000185070,crotalaria albida heyne ex roth,This is currently accepted.,,,wfo-0000185070,Crotalaria albida B.Heyne ex Roth,wfo-0000185070,bkf_original,False,False,False,False,
Crotalaria kostermansii Niyomdham,wfo-0000199915,crotalaria kostermansii niyomdham,This is currently accepted.,wfo-0000199915,Crotalaria kostermansii Niyomdham,,,wfo-0000199915,bkf_original,False,False,False,False,Crotalaria kostermansii Niyomdham
Crotalaria montana Heyne ex Roth,wfo-0000199921,crotalaria montana heyne ex roth,This is currently accepted.,,,,,wfo-0000199921,bkf_original,False,False,False,False,
Crotalaria chinensis L.,wfo-0000198675,crotalaria chinensis l.,This is currently accepted.,wfo-0000198675,Crotalaria chinensis L.,,,wfo-0000198675,bkf_original,False,False,False,False,Crotalaria chinensis L.
Crotalaria kurzii Baker ex Kurz,wfo-0000199916,crotalaria kurzii baker ex kurz,This is currently accepted.,wfo-0000199916,Crotalaria kurzii Baker ex Kurz,,,wfo-0000199916,bkf_original,False,False,False,False,Crotalaria kurzii Baker ex Kurz
Crotalaria phyllostachya Gagnep.,wfo-0000199926,crotalaria phyllostachya gagnep.,This is currently accepted.,wfo-0000199926,Crotalaria phyllostachya Gagnep.,,,wfo-0000199926,bkf_original,False,False,False,False,Crotalaria phyllostachya Gagnep.
Crotalaria calycina Schrank,wfo-0000210583,crotalaria calycina schrank,This is currently accepted.,wfo-0000210583,Crotalaria calycina Schrank,,,wfo-0000210583,bkf_original,False,False,False,False,Crotalaria calycina Schrank
Crotalaria dubia Graham ex Benth.,wfo-0001054600,crotalaria dubia graham ex benth.,This is currently accepted.,wfo-0001054600,Crotalaria dubia Graham ex Benth.,,,wfo-0001054600,bkf_original,False,False,False,False,Crotalaria dubia Graham ex Benth.
Crotalaria sessiliflora L.,wfo-0000185954,crotalaria sessiliflora l.,This is currently accepted.,wfo-0000185954,Crotalaria sessiliflora L.,,,wfo-0000185954,bkf_original,False,False,False,False,Crotalaria sessiliflora L.
Crotalaria acicularis Buch.-Ham. ex Benth.,wfo-0000188546,crotalaria acicularis buch.-ham. ex benth.,This is currently accepted.,wfo-0000188546,Crotalaria acicularis Buch.-Ham. ex Benth.,,,wfo-0000188546,bkf_original,False,False,False,False,Crotalaria acicularis Buch.-Ham. ex Benth.
Crotalaria lejoloba Bartl.,wfo-0000205892,crotalaria lejoloba bartl.,This is currently accepted.,wfo-0000205892,Crotalaria lejoloba Bartl.,,,wfo-0000205892,bkf_original,False,False,False,False,Crotalaria lejoloba Bartl.
Crotalaria filiformis Wall. ex Benth.,wfo-0000199911,crotalaria filiformis wall. ex benth.,This is currently accepted.,wfo-0000199911,Crotalaria filiformis Wall. ex Benth.,,,wfo-0000199911,bkf_original,False,False,False,False,Crotalaria filiformis Wall. ex Benth.
Crotalaria humifusa Graham ex Benth.,wfo-0000188426,crotalaria humifusa graham ex benth.,This is currently accepted.,wfo-0000188426,Crotalaria humifusa Graham ex Benth.,,,wfo-0000188426,bkf_original,False,False,False,False,Crotalaria humifusa Graham ex Benth.
Crotalaria spectabilis Roth,wfo-0000210927,crotalaria spectabilis roth,This is currently accepted.,wfo-0000210927,Crotalaria spectabilis Roth,,,wfo-0000210927,bkf_original,False,False,False,False,Crotalaria spectabilis Roth
Crotalaria retusa L.,wfo-0000210930,crotalaria retusa l.,This is currently accepted.,wfo-0000210930,Crotalaria retusa L.,,,wfo-0000210930,bkf_original,False,False,False,False,Crotalaria retusa L.
Crotalaria assamica Benth.,wfo-0000186517,crotalaria assamica benth.,This is currently accepted.,wfo-0000186517,Crotalaria assamica Benth.,,,wfo-0000186517,bkf_original,False,False,False,False,Crotalaria assamica Benth.
Crotalaria verrucosa L.,wfo-0000210929,crotalaria verrucosa l.,This is currently accepted.,wfo-0000210929,Crotalaria verrucosa L.,,,wfo-0000210929,bkf_original,False,False,False,False,Crotalaria verrucosa L.
Crotalaria larsenii Niyomdham,wfo-0000199917,crotalaria larsenii niyomdham,This is currently accepted.,wfo-0000199917,Crotalaria larsenii Niyomdham,,,wfo-0000199917,bkf_original,False,False,False,False,Crotalaria larsenii Niyomdham
Crotalaria neriifolia Wall. ex Benth.,wfo-0000199924,crotalaria neriifolia wall. ex benth.,This is currently accepted.,wfo-0000199924,Crotalaria neriifolia Wall. ex Benth.,,,wfo-0000199924,bkf_original,False,False,False,False,Crotalaria neriifolia Wall. ex Benth.
Crotalaria juncea L.,wfo-0000210925,crotalaria juncea l.,This is currently accepted.,wfo-0000210925,Crotalaria juncea L.,,,wfo-0000210925,bkf_original,False,False,False,False,Crotalaria juncea L.
Crotalaria tetragona Roxb. ex Andrews,wfo-0000174083,crotalaria tetragona roxb. ex andrews,This is currently accepted.,wfo-0000174083,Crotalaria tetragona Roxb. ex Andrews,,,wfo-0000174083,bkf_original,False,False,False,False,Crotalaria tetragona Roxb. ex Andrews
Crotalaria quinquefolia L.,wfo-0000173752,crotalaria quinquefolia l.,This is currently accepted.,wfo-0000173752,Crotalaria quinquefolia L.,,,wfo-0000173752,bkf_original,False,False,False,False,Crotalaria quinquefolia L.
Crotalaria medicaginea Lam.,wfo-0000185077,crotalaria medicaginea lam.,This is currently accepted.,wfo-0000185077,Crotalaria medicaginea Lam.,,,wfo-0000185077,bkf_original,False,False,False,False,Crotalaria medicaginea Lam.
Crotalaria uncinella Lam.,wfo-0000208758,crotalaria uncinella lam.,This is currently accepted.,wfo-0000208758,Crotalaria uncinella Lam.,,,wfo-0000208758,bkf_original,False,False,False,False,Crotalaria uncinella Lam.
Crotalaria shanica Lace,wfo-0000199928,crotalaria shanica lace,This is currently accepted.,wfo-0000199928,Crotalaria shanica Lace,,,wfo-0000199928,bkf_original,False,False,False,False,Crotalaria shanica Lace
