wfo_id,wfo_full_name,wfo_check,input_name_string
wfo-0000373567,Myriophyllum siamense (Craib) Tardieu,Code/Plantae/Pteridobiotina/Angiosperms/Saxifragales/Haloragaceae/Myriophyllum/siamense,myriophyllum siamense (craib) tardieu
wfo-0001131556,Rhizophora mucronata Poir.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Rhizophoraceae/Rhizophora/mucronata,rhizophora mucronata poir.
,,1 candidates found.,bruguiera gymnorhiza (l.) savigny
,,1 candidates found.,ceriops decandra (griff.) ding hou
wfo-0000995607,Photinia nussia (Buch.-Ham. ex D.Don) Kalkman,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rosaceae/Stranvaesia/nussia$Photinia/nussia,photinia nussia
wfo-0001016665,Pourthiaea arguta (Wall. ex Lindl.) Decne.,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rosaceae/Pourthiaea/arguta,pourthiaea arguta
,,2 candidates found.,eriobotrya bengalensis (roxb.) hook.f.
wfo-0001016817,Sorbus granulosa (Bertol.) Rehder,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rosaceae/Thomsonaria/granulosa$Sorbus/granulosa,sorbus granulosa (bertol.) rehder
,,3 candidates found.,rubus rosifolius
wfo-0001002128,Rubus ellipticus Sm.,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rosaceae/Rubus/ellipticus,rubus ellipticus sm.
,,2 candidates found.,rubus pyrifolius sm.
,,No candidates found,
,,3 candidates found.,rosa banksiae w.t.aiton
wfo-0001014455,Rosa × odorata (Andrews) Sweet,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rosaceae/Rosa/odorata,rosa odorata (andrews) sweet
wfo-0000995821,Prunus arborea (Blume) Kalkman,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rosaceae/Prunus/arborea,prunus arborea (blume) kalkman
wfo-0001005216,Prunus grisea (Blume ex Müll.Berol.) Kalkman,Code/Plantae/Pteridobiotina/Angiosperms/Rosales/Rosaceae/Prunus/grisea,prunus grisea (blume ex müll.berol.) kalkman
wfo-0000705406,Gomphandra quadrifida (Blume) Sleumer,Code/Plantae/Pteridobiotina/Angiosperms/Aquifoliales/Stemonuraceae/Gomphandra/quadrifida,gomphandra quadrifida (blume) sleumer
wfo-0001067131,Pyrenacantha volubilis Wight,Code/Plantae/Pteridobiotina/Angiosperms/Icacinales/Icacinaceae/Pyrenacantha/volubilis,pyrenacantha volubilis wight
,,1 candidates found.,rourea sp.
wfo-0000666433,Ellipanthus tomentosus Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Oxalidales/Connaraceae/Ellipanthus/tomentosus,ellipanthus tomentosus kurz
,,1 candidates found.,connarus monocarpus l.
wfo-0000251829,Neuwiedia zollingeri Rchb.f.,Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Orchidaceae/Neuwiedia/zollingeri,neuwiedia zollingeri reichb.f.
wfo-0000682913,Eurya acuminata DC.,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Eurya/acuminata,eurya acuminata dc.
,,2 candidates found.,eurya nitida korth.
,,2 candidates found.,balanophora fungosa subsp. indica (arn.) b.hansen
wfo-0000631631,Cycas pectinata Buch.-Ham.,unplaced,cycas pectinata griff.
wfo-0000631609,Cycas micholitzii Dyer,Code/Plantae/Pteridobiotina/Cycadophyta/Cycadopsida/Cycadidae/Cycadales/Cycadaceae/Cycas/micholitzii,cycas micholitzii dyer
wfo-0000636661,Dacrydium elatum (Roxb.) Wall. ex Hook.,Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Araucariales/Podocarpaceae/Dacrydium/elatum,dacrydium elatum (roxb.) wall. ex hook.
wfo-0000741997,Smilax zeylanica L.,Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/zeylanica,smilax zeylanica l.
,,1 candidates found.,smilax extensa a.dc.
wfo-0000740704,Smilax aspera L.,Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/aspera,smilax aspera
wfo-0000742768,Smilax microphylla C.H.Wright,Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/microphylla,smilax microphylla c.h.wright
wfo-0000740766,Smilax bracteata C.Presl,Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/bracteata,smilax bracteata c.presl
wfo-0000740672,Smilax corbularia Kunth,Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/corbularia,smilax corbularia kunth
,,4 candidates found.,michelia sp.
wfo-1000056290,Diospyros coaetanea H.R.Fletcher,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/coaetanea,diospyros coaetanea h.r.fletcher
wfo-0000732307,Irvingia malayana Oliv. ex A.W.Benn.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Irvingiaceae/Irvingia/malayana,irvingia malayana oliv. ex a.w.benn.
,,1 candidates found.,casuarina equisetifolia l. ex j.r.forst. & g.forst.
,,2 candidates found.,elaeocarpus prunifolius wall. ex c.muell.
wfo-1000064281,Huperzia pinifolia Trevis.,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Lycopodiales/Lycopodiaceae/Huperzioideae/Phlegmariurus/pinifolius$Huperzia/pinifolia,huperzia pinifolia
wfo-0001328358,Huperzia nummulariifolia (Blume) Jermy,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Lycopodiales/Lycopodiaceae/Huperzioideae/Phlegmariurus/nummulariifolius$Huperzia/nummulariifolia,huperzia nummulariifolia
wfo-1000067659,Selaginella ostenfeldii Hieron.,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Selaginellales/Selaginellaceae/Selaginella/ostenfeldii,selaginella ostenfeldii hieron.
wfo-0001420726,Selaginella roxburghii (Hook. & Grev.) Spring,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Selaginellales/Selaginellaceae/Selaginella/roxburghii,selaginella roxburghii (hook. & grev.) spring
wfo-1000064263,Selaginella strigosa Bedd.,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Selaginellales/Selaginellaceae/Selaginella/strigosa,selaginella strigosa bedd.
wfo-1000064227,Selaginella minutifolia Spring,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Selaginellales/Selaginellaceae/Selaginella/minutifolia,selaginella minutifolia spring
wfo-1000067641,Selaginella lindhardtii Hieron.,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Selaginellales/Selaginellaceae/Selaginella/lindhardtii,selaginella lindhardtii hieron.
wfo-1000067704,Selaginella tenuifolia Spring,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Selaginellales/Selaginellaceae/Selaginella/tenuifolia,selaginella tenuifolia spring
wfo-0001421973,Selaginella chrysorrhizos Spring,Code/Plantae/Pteridobiotina/Lycopodiophyta/Lycopodiopsida/Selaginellales/Selaginellaceae/Selaginella/chrysorrhizos,selaginella chrysorrhizos spring
wfo-1000064270,Lygodium circinnatum (Burm.f.) Sw.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Schizaeales/Lygodiaceae/Lygodium/circinnatum,lygodium circinnatum (burm.f.) sw.
,,3 candidates found.,trichomanes gemmatum
,,2 candidates found.,lindsaea repens (bory) thwaites & hook.
,,2 candidates found.,davallia angustata
wfo-0001117709,Coniogramme fraxinea (D.Don) Diels,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Pteridineae/Pteridaceae/Cryptogrammoideae/Coniogramme/fraxinea,coniogramme fraxinea (d.don) diels
wfo-0001443308,Hemionitis gmorgana Christenh.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Pteridineae/Pteridaceae/Cheilanthoideae/Aleuritopteris/rufa$Hemionitis/gmorgana,hemionitis gmorgana
wfo-0001126896,Vaginularia paradoxa (Fée) Miq.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Pteridineae/Pteridaceae/Vittarioideae/Vaginularia/paradoxa,vaginularia paradoxa (fée) mett.
,,4 candidates found.,pteris sp.
wfo-0000163246,Blechnum finlaysonianum Wall. ex Hook. & Grev.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Aspleniineae/Blechnaceae/Blechnoideae/Blechnopsis/finlaysoniana$Blechnum/finlaysonianum,blechnum finlaysonianum wall. ex hook. & grev.
wfo-0000146801,Bolbitis undulata (Wall.) Ching,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Dryopteridaceae/Elaphoglossoideae/Bolbitis/virens$Bolbitis/undulata,bolbitis undulata
wfo-0001232042,Polystichum anomalum J.Sm.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Dryopteridaceae/Dryopteridoideae/Polystichum/anomalum,polystichum anomalum
wfo-0001115883,Ctenitis subobscura (Christ) Holttum,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Dryopteridaceae/Ctenitidoideae/Ctenitis/subobscura,ctenitis subobscura
wfo-0001123570,Tectaria singaporiana (Wall. ex Hook. & Grev.) Ching,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Tectariaceae/Tectaria/singaporiana$Tectaria/singaporiana,tectaria singaporiana (wall. ex hook. & grev.) ching
wfo-1000072329,Thelypteris parasitica (L.) Fosberg,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Aspleniineae/Thelypteridaceae/Thelypteridoideae/Christella/parasitica$Thelypteris/parasitica,thelypteris parasitica (l.) fosberg
wfo-0000153408,Thelypteris malayensis (C.Chr.) C.F.Reed,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Aspleniineae/Thelypteridaceae/Thelypteridoideae/Sphaerostephanos/glandulosus$Thelypteris/malayensis,thelypteris malayensis
,,10 candidates found.,thelypteris heterocarpos (blume) morton
wfo-0001422034,Thelypteris menisciicarpos (Blume) K.Iwats.,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Aspleniineae/Thelypteridaceae/Thelypteridoideae/Pronephrium/menisciicarpon$Thelypteris/menisciicarpos,thelypteris menisciicarpos (blume) k.iwats.
,,1 candidates found.,diplazium subserratum blume
,,1 candidates found.,platycerium coronarium (j.koenig ex o.f.müll.) desv.
wfo-0001238026,Pyrrosia nummulariifolia (Sw.) Ching,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Platycerioideae/Pyrrosia/nummulariifolia,pyrrosia nummulariifolia (sw.) ching
,,2 candidates found.,lepisorus scolopendrium
wfo-0001115944,Lemmaphyllum accedens (Blume) Donk,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Microsoroideae/Lepisoreae/Lepisorus/accedens$Lemmaphyllum/accedens,lemmaphyllum accedens (blume) donk
wfo-0000150331,Selliguea stenophylla (Blume) Parris,Code/Plantae/Pteridobiotina/Polypodiophyta/Polypodiopsida/Polypodiidae/Polypodiales/Polypodiineae/Polypodiaceae/Crypsinoideae/Selliguea/stenophylla,selliguea stenophylla
,,2 candidates found.,goniophlebium argutum
wfo-0000199557,Bauhinia pottsii G.Don,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Bauhinia/pottsii,bauhinia pottsii g.don
wfo-0000196990,Bauhinia viridescens Desv.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Bauhinia/viridescens,bauhinia viridescens dasv.
wfo-0000205687,Phanera bidentata (Jack) Benth.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Phanera/bidentata,phanera bidentata
wfo-0000199587,Lasiobema scandens (L.) de Wit,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Phanera/scandens$Lasiobema/scandens,lasiobema scandens
wfo-0001057769,Lasiobema harmsianum (Hosseus) de Wit,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Phanera/harmsiana$Lasiobema/harmsianum,lasiobema harmsianum
wfo-0001421742,Cheniella glauca (Benth.) R.Clark & Mackinder,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Cheniella/glauca,cheniella glauca
,,2 candidates found.,phanera glabrifolia
wfo-0000199587,Lasiobema scandens (L.) de Wit,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Cercidoideae/Phanera/scandens$Lasiobema/scandens,lasiobema scandens
,,10 candidates found.,peltophorum dasyrrbachis (miq.) kurz
wfo-0000192941,Saraca declinata (Jack) Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Detarioideae/Saraca/declinata,saraca declinata (jack) miq.
wfo-0000199677,Sindora siamensis Teijsm. ex Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Detarioideae/Sindora/siamensis,sindora siamensis teijsm. ex miq.
,,4 candidates found.,cassia javanica l.
wfo-0000178516,Senna surattensis (Burm.f.) H.S.Irwin & Barneby,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Senna/surattensis,senna surattensis
wfo-0000194803,Chamaecrista leschenaultiana (DC.) O.Deg.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Chamaecrista/leschenaultiana,chamaecrista leschenaultiana
,,3 candidates found.,adenanthera pavonina l.
,,1 candidates found.,xylia xylocarpa (roxb.) taub.
wfo-0001337081,"Senegalia pseudointsia (Miq.) Maslin, Seigler & Ebinger",Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Senegalia/pseudointsia,senegalia pseudointsia
,,1 candidates found.,acacia sp.
wfo-0001337068,"Senegalia caesia (L.) Maslin, Seigler & Ebinger",Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Caesalpinioideae/Senegalia/caesia,senegalia caesia
,,3 candidates found.,clitoria mariana l.
wfo-0000193197,Cochlianthus gracilis Benth.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Cochlianthus/gracilis,cochlianthus gracilis benth.
wfo-0000199960,Dalbergia horrida (Dennst.) Mabb.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dalbergia/horrida,dalbergia horrida (dennst.) mabb.
wfo-0000180335,Dumasia villosa DC.,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Dumasia/villosa,dumasia villosa dc.
wfo-0000197921,Mucuna hainanensis Hayata,Code/Plantae/Pteridobiotina/Angiosperms/Fabales/Fabaceae/Papilionoideae/Mucuna/hainanensis,mucuna hainanensis hayata
,,1 candidates found.,rhynchosia sp.
,,1 candidates found.,aristolochia cf. saccata wall.
,,2 candidates found.,markhamia stipulata (wall.) seem. ex k.schum.
,,2 candidates found.,dolichandrone spathacea (l.f.) k.schum.
wfo-0001423962,Radermachera quadripinnata (Blanco) Seem.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Bignoniaceae/Radermachera/quadripinnata,radermachera quadripinnata
wfo-0000359125,Leucopogon malayanus Jack,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ericaceae/Epacridoideae/Styphelia/malayana$Leucopogon/malayanus,leucopogon malayanus
,,1 candidates found.,gentiana sp.
wfo-0000698102,Gentiana nudicaulis Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Gentiana/nudicaulis,gentiana nudicaulis
wfo-0000376312,Metagentiana leptoclada (Balf.f. & Forrest) T.N.Ho & S.W.Liu,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Gentianaceae/Metagentiana/leptoclada,metagentiana leptoclada
wfo-0001107100,Helicia formosana Hemsl.,Code/Plantae/Pteridobiotina/Angiosperms/Proteales/Proteaceae/Helicia/formosana,helicia formosana hemsl.
wfo-0001133625,Salix tetrasperma Roxb.,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Salicaceae/Salix/tetrasperma,salix tetrasperma roxb.
wfo-0000451480,Mazus pumilus (Burm.f.) Steenis,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Mazaceae/Mazus/pumilus,mazus pumilus (burm.f.) steenis
wfo-0000458830,Torenia crustacea (L.) Cham. & Schltdl.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Linderniaceae/Torenia/crustacea,torenia crustacea
wfo-0000594240,Centranthera cochinchinensis (Lour.) Merr.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Orobanchaceae/Centranthera/cochinchinensis,centranthera cochinchinensis (lour.) merr.
,,1 candidates found.,capparis sp.
,,1 candidates found.,stixis obtusifolia (hook.f. & thomson) pierre
wfo-0000625674,Crateva adansonii DC.,Code/Plantae/Pteridobiotina/Angiosperms/Brassicales/Capparaceae/Crateva/adansonii,crateva adansonii dc.
wfo-0001076167,Hiptage benghalensis (L.) Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Malpighiaceae/Malpighioideae/Hiptageae/Hiptage/benghalensis,hiptage benghalensis (l.) kurz
,,1 candidates found.,aspidopterys sp.
wfo-0001083818,Stephania japonica (Thunb.) Miers,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Menispermaceae/Stephania/japonica,stephania japonica (thunb.) miers
wfo-0000605882,Cissampelos pareira var. hirsuta (Buch.-Ham. ex DC.) Forman,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Menispermaceae/Cissampelos/pareira$Cissampelos/pareira/hirsuta,cissampelos pareira var. hirsuta (buch.-ham. ex dc.) forman
wfo-1200027058,Parabaena sagittata Miers ex Hook.f. & Thomson,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Menispermaceae/Parabaena/sagittata,parabaena sagittata miers ex hook.f. & thomson
wfo-0000505180,Sinomenium acutum (Thunb.) Rehder & E.H.Wilson,Code/Plantae/Pteridobiotina/Angiosperms/Ranunculales/Menispermaceae/Sinomenium/acutum,sinomenium acutum (thunb.) rehder & e.h.wilson
wfo-0000617112,Commicarpus chinensis (L.) Heimerl,unplaced,commicarpus chinensis
wfo-0000516220,Achyranthes bidentata Blume,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Achyranthes/bidentata,achyranthes bidentata blume
wfo-0001231255,Psilotrichopsis cochinchinensis (Gagnep.) C.C.Towns.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Psilotrichopsis/curtisii/cochinchinensis$Psilotrichopsis/cochinchinensis,psilotrichopsis cochinchinensis (gagnep.) c.c.towns.
wfo-0000528723,Alternanthera paronychioides A.St.-Hil.,Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Amaranthaceae/Alternanthera/paronychioides,alternanthera paronichyoides a.st.-hil.
wfo-0000438024,Sarcandra glabra (Thunb.) Nakai,Code/Plantae/Pteridobiotina/Angiosperms/Chloranthales/Chloranthaceae/Sarcandra/glabra,sarcandra glabra (thunb.) nakai
,,1 candidates found.,peucedanum sp.
,,10 candidates found.,microcos tomentosa smith
wfo-0000543856,Ardisia amherstiana A.DC.,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Primulaceae/Ardisia/amherstiana,ardisia amherstiana a.dc.
wfo-0000544190,Ardisia demissa Miq.,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Primulaceae/Ardisia/demissa,ardisia demissa
wfo-0000544118,Ardisia corymbifera Mez,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Primulaceae/Ardisia/corymbifera,ardisia corymbifera mez
wfo-0000544135,Ardisia crenata Sims,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Primulaceae/Ardisia/crenata,ardisia crenata sims
wfo-0000544331,Ardisia fulva King & Gamble,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Primulaceae/Ardisia/fulva,ardisia fulva king & gamble
wfo-0000544444,Ardisia impressa H.R.Fletcher,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Primulaceae/Ardisia/impressa,ardisia impressa h.r.fletcher
wfo-0000544955,Ardisia porosa C.B.Clarke,No candidates found,25 ardisia porosa c.b.clarke
wfo-0000545077,Ardisia rigida Kurz,Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Primulaceae/Ardisia/rigida,ardisia rigida kurz
wfo-0000377976,Mitrasacme erophila Leenh.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Loganiaceae/Mitrasacme/erophila,mitrasacme erophila leenhouts
wfo-0000668118,Enkleia malaccensis Griff.,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Thymelaeaceae/Enkleia/malaccensis,enkleia malaccensis
wfo-0001142553,Wikstroemia dolichantha Diels,Code/Plantae/Pteridobiotina/Angiosperms/Malvales/Thymelaeaceae/Wikstroemia/dolichantha,wikstroemia dolichantha diels
,,2 candidates found.,mapania palustris (hassk. ex steud.) fern.-vill. & naves
wfo-0000551231,Scleria lithosperma (L.) Sw.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Sclerieae/Scleria/lithosperma,scleria lithosperma (l.) sw.
,,2 candidates found.,scleria biflora roxb.
wfo-0000552239,Scleria poiformis Retz.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Sclerieae/Scleria/poiformis,scleria poiformis retz.
wfo-0000348765,Carex meeboldiana Kük.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Cariceae/Carex/Carex/Indicae/meeboldiana,carex meeboldiana kük.
wfo-0000347696,Carex indica L.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Cariceae/Carex/Carex/Indicae/indica,carex indica l.
,,10 candidates found.,carex cruciata vahl
wfo-0000351421,Carex speciosa Kunth,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Cariceae/Carex/Carex/Radicales/speciosa,carex speciosa kunth
wfo-0001429154,Cyperus dipsacoides (Schumach.) Bauters,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Cypereae/Cyperinae/Cyperus/dipsacoides,cyperus dipsacoides
wfo-0000420095,Fimbristylis dichotoma (L.) Vahl,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Abildgaardieae/Fimbristylis/dichotoma,fimbristylis dichotoma (l.) vahl
wfo-1200032814,Fimbristylis trichophylla var. erecta Holttum ex J.Kern,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Abildgaardieae/Fimbristylis/trichophylla/erecta,fimbristylis trichophylla var. erecta holttum ex j.kern
wfo-0000418588,Fimbristylis aestivalis (Retz.) Vahl,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Abildgaardieae/Fimbristylis/aestivalis,fimbristylis aestivalis (retz.) vahl
wfo-0000424237,Fimbristylis trichophylla Ridl.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Abildgaardieae/Fimbristylis/trichophylla,fimbristylis trichophylla ridl.
wfo-0000520399,Rhynchospora rugosa (Vahl) Gale,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Rhynchosporeae/Rhynchospora/rugosa,rhynchospora rugosa (vahl) gale
,,1 candidates found.,eleocharis dulcis (burm.f.) hensch.
wfo-0000405873,Eleocharis retroflexa (Poir.) Urb.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Eleocharideae/Eleocharis/retroflexa,eleocharis retroflexa (poir.) urb.
wfo-0000406058,Eleocharis setifolia (A.Rich.) J.Raynal,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Eleocharideae/Eleocharis/setifolia,eleocharis setifolia (a.rich.) j.raynal
wfo-0000403493,Eleocharis congesta D.Don,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Eleocharideae/Eleocharis/congesta,eleocharis congesta d.don
wfo-0000382957,Cyperus stenophyllus Valck.Sur.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Cypereae/Cyperinae/Cyperus/stenophyllus,cyperus stenophyllus valck.sur.
,,10 candidates found.,cyperus nutans vahl
,,3 candidates found.,cyperus michelianus (l.) link
,,5 candidates found.,cyperus laxus lam.
,,2 candidates found.,cyperus pumilus
wfo-0000382526,Cyperus sesquiflorus (Torr.) Mattf. & Kük.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Cypereae/Cyperinae/Cyperus/sesquiflorus,cyperus sesquiflorus
wfo-0000377621,Cyperus melanospermus (Nees) Valck.Sur.,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Cypereae/Cyperinae/Cyperus/melanospermus,cyperus melanospermus
wfo-0000341695,Bolboschoenus maritimus (L.) Palla,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Bolboschoeneae/Bolboschoenus/maritimus,bolboschoenus maritimus (l.) palla
,,10 candidates found.,schoenoplectus littoralis (schrad.) palla
wfo-0000526608,Schoenoplectiella supina (L.) Lye,Code/Plantae/Pteridobiotina/Angiosperms/Poales/Cyperaceae/Pseudoschoeneae/Schoenoplectiella/supina,schoenoplectiella supina
wfo-0000956711,Alyxia thailandica D.J.Middleton,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Apocynaceae/Alyxieae/Alyxiinae/Alyxia/thailandica,alyxia thailandica d.j.middleton
wfo-0000951909,Epigynum cochinchinensis (Pierre) D.J.Middleton,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Apocynaceae/Apocyneae/Ichnocarpinae/Epigynum/cochinchinensis,epigynum cochinchinensis (pierre) d.j.middleton
,,1 candidates found.,urceola napeensis (quint.) d.j.middleton
wfo-0000330506,Urceola tournieri (Pierre) D.J.Middleton,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Apocynaceae/Apocyneae/Urceolinae/Urceola/tournieri,urceola tournieri (pierre) d.j.middleton
,,2 candidates found.,urceola lucida (wall. ex g.don) kurz
wfo-0000330496,Urceola minutiflora (Pierre) D.J.Middleton,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Apocynaceae/Apocyneae/Urceolinae/Urceola/minutiflora,urceola minutiflora (pierre) d.j.middleton
wfo-0000851921,Chonemorpha verrucosa (Blume) D.J.Middleton,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Apocynaceae/Apocyneae/Chonemorphinae/Chonemorpha/verrucosa,chonemorpha verrucosa (blume) d.j.middleton
,,2 candidates found.,wrightia sp. 1
wfo-0000320039,Tabernaemontana pandacaqui Lam.,Code/Plantae/Pteridobiotina/Angiosperms/Gentianales/Apocynaceae/Tabernaemontaneae/Tabernaemontaninae/Tabernaemontana/pandacaqui,tabernaemontana pandacaqui poir.
,,1 candidates found.,kopsia fruticosa (ker) a.dc.
wfo-0000778236,Callitriche stagnalis Scop.,Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Plantaginaceae/Callitriche/stagnalis,callitriche stagnalis scop.
