wfo_id,wfo_full_name,wfo_check,specific_name
wfo-0000582598,"Camellia pleurocarpa (Gagnep.) Sealy",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Theaceae/Camellia/pleurocarpa,"Camellia pleurocarpa (Gagnep.) Sealy"
wfo-0000582708,"Camellia tenii Sealy",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Theaceae/Camellia/tenii,"Camellia tenii Sealy"
wfo-0000582291,"Camellia connata (Craib) Craib",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Theaceae/Camellia/connata,"Camellia connata (Craib) Craib"
wfo-0000582705,"Camellia taliensis (W.W.Sm.) Melch.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Theaceae/Camellia/taliensis,"Camellia taliensis (W.W.Sm.) Melch."
wfo-0000537574,"Anneslea fragrans Wall.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Anneslea/fragrans,"Anneslea fragrans Wall."
wfo-0000520952,"Adinandra oblonga Craib",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Adinandra/oblonga,"Adinandra oblonga Craib"
,,"1 candidates found.","Adinandra integerrima T.Anders. ex Dyer"
wfo-0000520912,"Adinandra laotica Gagnep.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Adinandra/laotica,"Adinandra laotica Gagnep."
wfo-0000520976,"Adinandra sarosanthera Miq.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Adinandra/sarosanthera,"Adinandra sarosanthera Miq."
wfo-0000611772,"Cleyera japonica Thunb.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Cleyera/japonica,"Cleyera japonica Thunb."
wfo-1200070609,"Ternstroemia wallichiana (Griff.) Engl.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Ternstroemia/wallichiana,"Ternstroemia wallichiana (Griff.) Engl."
wfo-0001246402,"Ternstroemia gymnanthera (Wight & Arn.) Bedd.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Ternstroemia/gymnanthera,"Ternstroemia gymnanthera (Wight & Arn.) Bedd."
wfo-0000682913,"Eurya acuminata DC.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Eurya/acuminata,"Eurya acuminata DC."
wfo-0000683161,"Eurya nitida Korth.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Pentaphylacaceae/Eurya/nitida,"Eurya nitida Korth."
wfo-0001035310,"Ploiarium elegans Korth.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Bonnetiaceae/Ploiarium/elegans,"Ploiarium elegans"
wfo-0000353066,"Centrolepis cambodiana Hance",Code/Plantae/Pteridobiotina/Angiosperms/Poales/Restionaceae/Centrolepis/cambodiana,"Centrolepis cambodiana Hance"
wfo-0000424775,"Flagellaria indica L.",Code/Plantae/Pteridobiotina/Angiosperms/Poales/Flagellariaceae/Flagellaria/indica,"Flagellaria indica L."
wfo-0000434744,"Hanguana malayana (Jack) Merr.",Code/Plantae/Pteridobiotina/Angiosperms/Commelinales/Commelinineae/Hanguanaceae/Hanguana/malayana,"Hanguana malayana (Jack) Merr."
wfo-0000776350,"Juncus effusus L.",Code/Plantae/Pteridobiotina/Angiosperms/Poales/Juncaceae/Juncus/effusus,"Juncus effusus L."
wfo-0000777104,"Juncus prismatocarpus R.Br.",Code/Plantae/Pteridobiotina/Angiosperms/Poales/Juncaceae/Juncus/prismatocarpus,"Juncus prismatocarpus R.Br."
wfo-0000480198,"Orchidantha siamensis K.Larsen",Code/Plantae/Pteridobiotina/Angiosperms/Zingiberales/Lowiaceae/Orchidantha/siamensis,"Orchidantha siamensis K.Larsen"
wfo-0000385684,"Dapsilanthus disjunctus (Mast.) B.G.Briggs & L.A.S.Johnson",Code/Plantae/Pteridobiotina/Angiosperms/Poales/Restionaceae/Dapsilanthus/disjunctus,"Dapsilanthus disjunctus"
wfo-0000740106,"Sciaphila thaidanica K.Larsen",Code/Plantae/Pteridobiotina/Angiosperms/Pandanales/Triuridaceae/Sciaphila/thaidanica,"Sciaphila thaidanica K.Larsen"
wfo-0000558623,"Balanophora abbreviata Blume",Code/Plantae/Pteridobiotina/Angiosperms/Santalales/Balanophoraceae/Balanophora/abbreviata,"Balanophora abbreviata Blume"
wfo-0000558666,"Balanophora harlandii Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Santalales/Balanophoraceae/Balanophora/harlandii,"Balanophora harlandii Hook.f."
wfo-0000558657,"Balanophora fungosa subsp. indica (Arn.) B.Hansen",Code/Plantae/Pteridobiotina/Angiosperms/Santalales/Balanophoraceae/Balanophora/fungosa/indica,"Balanophora fungosa subsp. indica (Arn.) B.Hansen"
wfo-0000558697,"Balanophora latisepala (Tiegh.) Lecomte",Code/Plantae/Pteridobiotina/Angiosperms/Santalales/Balanophoraceae/Balanophora/latisepala,"Balanophora latisepala (Tiegh.) Lecomte"
wfo-0000558698,"Balanophora laxiflora Hemsl.",Code/Plantae/Pteridobiotina/Angiosperms/Santalales/Balanophoraceae/Balanophora/laxiflora,"Balanophora laxiflora Hemsl."
wfo-0001129103,"Sapria himalayana Griff.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Rafflesiaceae/Sapria/himalayana,"Sapria himalayana Griff."
wfo-0001084021,"Mitrastemon yamamotoi (Makino) Makino",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Mitrastemonaceae/Mitrastemon/yamamotoi,"Mitrastemon yamamotoi"
wfo-0000631521,"Cycas circinalis L.",Code/Plantae/Pteridobiotina/Cycadophyta/Cycadopsida/Cycadidae/Cycadales/Cycadaceae/Cycas/circinalis,"Cycas circinalis L."
wfo-0000631644,"Cycas rumphii Miq.",Code/Plantae/Pteridobiotina/Cycadophyta/Cycadopsida/Cycadidae/Cycadales/Cycadaceae/Cycas/rumphii,"Cycas rumphii Miq."
wfo-0000631639,"Cycas revoluta Thunb.",Code/Plantae/Pteridobiotina/Cycadophyta/Cycadopsida/Cycadidae/Cycadales/Cycadaceae/Cycas/revoluta,"Cycas revoluta Thunb."
wfo-0000631666,"Cycas siamensis Miq.",Code/Plantae/Pteridobiotina/Cycadophyta/Cycadopsida/Cycadidae/Cycadales/Cycadaceae/Cycas/siamensis,"Cycas siamensis Miq."
wfo-1000041322,"Cycas pectinata Griff.",unplaced,"Cycas pectinata Griff."
wfo-0000631609,"Cycas micholitzii Dyer",Code/Plantae/Pteridobiotina/Cycadophyta/Cycadopsida/Cycadidae/Cycadales/Cycadaceae/Cycas/micholitzii,"Cycas micholitzii Dyer"
,,"1 candidates found.","Pinus merkusii Jungh. & De Vriese"
,,"1 candidates found.","Pinus kesiya Royle ex Gard."
,,"10 candidates found.","Cephalotaxus manii"
wfo-0000580855,"Calocedrus macrolepis Kurz",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Cupressales/Cupressaceae/Calocedrus/macrolepis,"Calocedrus macrolepis Kurz"
wfo-0000636661,"Dacrydium elatum (Roxb.) Wall. ex Hook.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Araucariales/Podocarpaceae/Dacrydium/elatum,"Dacrydium elatum (Roxb.) Wall. ex Hook."
wfo-0000475878,"Podocarpus pilgeri Foxw.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Araucariales/Podocarpaceae/Podocarpus/pilgeri,"Podocarpus pilgeri Foxw."
wfo-0000485162,"Podocarpus neriifolius D.Don",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Araucariales/Podocarpaceae/Podocarpus/neriifolius,"Podocarpus neriifolius D.Don"
,,"1 candidates found.","Podocarpus polystachyus R.Br."
wfo-0000636636,"Dacrycarpus imbricatus (Blume) de Laub.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Araucariales/Podocarpaceae/Dacrycarpus/imbricatus,"Dacrycarpus imbricatus"
wfo-0000380934,"Nageia motleyi (Parl.) de Laub.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Araucariales/Podocarpaceae/Nageia/motleyi,"Nageia motleyi"
wfo-0000380815,"Nageia wallichiana Kuntze",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Cupressidae/Araucariales/Podocarpaceae/Nageia/wallichiana,"Nageia wallichiana"
wfo-0000795677,"Gnetum tenuifolium Ridl.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/tenuifolium,"Gnetum tenuifolium Ridl."
wfo-0000795633,"Gnetum macrostachyum Hook.f.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/macrostachyum,"Gnetum macrostachyum Hook.f."
wfo-0000795635,"Gnetum microcarpum Blume",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/microcarpum,"Gnetum microcarpum Blume"
wfo-0000795581,"Gnetum cuspidatum Blume",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/cuspidatum,"Gnetum cuspidatum Blume"
wfo-0000795623,"Gnetum leptostachyum Blume",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/leptostachyum,"Gnetum leptostachyum Blume"
wfo-0000795644,"Gnetum montanum Markgr.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/montanum,"Gnetum montanum Markgr."
wfo-0000795611,"Gnetum latifolium Blume",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/latifolium,"Gnetum latifolium Blume"
wfo-0000795591,"Gnetum gnemon L.",Code/Plantae/Pteridobiotina/Pinophyta/Pinopsida/Gnetidae/Gnetales/Gnetaceae/Gnetum/gnemon,"Gnetum gnemon L."
wfo-0001073236,"Smilax ovalifolia Roxb.",unplaced,"Smilax ovalifolia Roxb."
wfo-0000741913,"Smilax verticalis Gagnep.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/verticalis,"Smilax verticalis Gagnep."
wfo-0000742873,"Smilax megacarpa A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/megacarpa,"Smilax megacarpa A.DC."
wfo-0000741997,"Smilax zeylanica L.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/zeylanica,"Smilax zeylanica L."
wfo-0000742357,"Smilax inversa T.Koyama",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/inversa,"Smilax inversa T.Koyama"
wfo-0000742571,"Smilax lanceifolia Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/lanceifolia,"Smilax lanceifolia Roxb."
wfo-0000742960,"Smilax luzonensis C.Presl",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/luzonensis,"Smilax luzonensis C.Presl"
,,"1 candidates found.","Smilax extensa A.DC."
wfo-0000740748,"Smilax blumei A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/blumei,"Smilax blumei A.DC."
wfo-0000741873,"Smilax perfoliata Lour.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/perfoliata,"Smilax perfoliata Lour."
wfo-0000742649,"Smilax griffithii A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/griffithii,"Smilax griffithii A.DC."
,,"3 candidates found.","Smilax prolifera"
wfo-0000740588,"Smilax davidiana A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/davidiana,"Smilax davidiana"
wfo-0000740588,"Smilax davidiana A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/davidiana,"Smilax davidiana A.DC."
wfo-0000740545,"Smilax china L.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/china,"Smilax china L."
wfo-0000740704,"Smilax aspera L.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/aspera,"Smilax aspera"
wfo-0000740812,"Smilax biumbellata T.Koyama",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/biumbellata,"Smilax biumbellata T.Koyama"
wfo-0000742768,"Smilax microphylla C.H.Wright",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/microphylla,"Smilax microphylla C.H.Wright"
wfo-0000742827,"Smilax myosotiflora A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/myosotiflora,"Smilax myosotiflora A.DC."
wfo-0000740563,"Smilax calophylla Wall. ex A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/calophylla,"Smilax calophylla Wall. ex A.DC."
wfo-0000742694,"Smilax glabra Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/glabra,"Smilax glabra Roxb."
wfo-0000740766,"Smilax bracteata C.Presl",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/bracteata,"Smilax bracteata C.Presl"
wfo-0000740672,"Smilax corbularia Kunth",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/corbularia,"Smilax corbularia Kunth"
wfo-0000741848,"Smilax pottingeri Prain",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/pottingeri,"Smilax pottingeri Prain"
wfo-0001424110,"Smilax polyandra (Gagnep.) P.Li & C.X.Fu",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/polyandra,"Smilax polyandra"
wfo-0000740749,"Smilax bockii Warb.",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/bockii,"Smilax bockii"
wfo-0000741874,"Smilax pertenuis T.Koyama",Code/Plantae/Pteridobiotina/Angiosperms/Liliales/Smilacaceae/Smilax/pertenuis,"Smilax pertenuis"
wfo-0000233105,"Magnolia duperreana Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/duperreana,"Magnolia duperreana"
wfo-0000233108,"Magnolia elegans (Blume) H.Keng",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/elegans,"Magnolia elegans"
wfo-0000233242,"Magnolia liliifera (L.) Baill.",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/liliifera,"Magnolia liliifera"
wfo-0000233394,"Magnolia siamensis (Dandy) H.Keng",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/siamensis,"Magnolia siamensis"
wfo-0000233202,"Magnolia hodgsonii (Hook.f. & Thomson) H.Keng",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/hodgsonii,"Magnolia hodgsonii"
wfo-0000233012,"Magnolia betongensis (Craib) H.Keng",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/betongensis,"Magnolia betongensis"
wfo-0000806094,"Magnolia garrettii (Craib) V.S.Kumar",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/garrettii,"Magnolia garrettii"
wfo-0000233195,"Magnolia henryi Dunn",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/henryi,"Magnolia henryi Dunn"
wfo-0000233063,"Magnolia coco (Lour.) DC.",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/coco,"Magnolia coco (Lour.) DC."
wfo-0000233242,"Magnolia liliifera (L.) Baill.",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/liliifera,"Magnolia liliifera"
wfo-0000233130,"Magnolia figo (Lour.) DC.",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/figo,"Magnolia figo"
,,"4 candidates found.","Michelia sp."
wfo-4000022860,"Magnolia Plum. ex L.",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia,Magnolia
wfo-0000465068,"Magnolia rajaniana (Craib) Figlar",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/rajaniana,"Magnolia rajaniana"
wfo-0000233054,"Magnolia champaca (L.) Baill. ex Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/champaca,"Magnolia champaca"
wfo-0000464798,"Magnolia floribunda (Finet & Gagnep.) Figlar",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/floribunda,"Magnolia floribunda"
wfo-0000233010,"Magnolia baillonii Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Magnoliales/Magnoliaceae/Magnolia/baillonii,"Magnolia baillonii"
wfo-0000489351,"Portulaca quadrifida L.",Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Portulacaceae/Portulaca/quadrifida,"Portulaca quadrifida L."
wfo-0000484425,"Portulaca oleracea L.",Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Portulacaceae/Portulaca/oleracea,"Portulaca oleracea L."
wfo-0000489258,"Portulaca pilosa L.",Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Portulacaceae/Portulaca/pilosa,"Portulaca pilosa L."
,,"2 candidates found.","Talinum fruticosum"
wfo-0000454617,"Talinum paniculatum (Jacq.) Gaertn.",Code/Plantae/Pteridobiotina/Angiosperms/Caryophyllales/Talinaceae/Talinum/paniculatum,"Talinum paniculatum (Jacq.) Gaertn."
wfo-0001041953,"Stylidium tenellum Sw. ex Willd.",Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Stylidiaceae/Stylidium/tenellum,"Stylidium tenellum Sw. ex Willd."
wfo-0001041952,"Stylidium uliginosum Sw. ex Willd.",Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Stylidiaceae/Stylidium/uliginosum,"Stylidium uliginosum"
wfo-0001041952,"Stylidium uliginosum Sw. ex Willd.",Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Stylidiaceae/Stylidium/uliginosum,"Stylidium uliginosum Sw. ex Willd."
,,"10 candidates found.","Goodenia konigsbergeri (Backer) Backer ex Bold."
wfo-0001065157,"Scaevola taccada (Gaertn.) Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Asterales/Goodeniaceae/Scaevola/taccada,"Scaevola taccada (Gaertn.) Roxb."
wfo-0000507981,"Sphenoclea zeylanica Gaertn.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Sphenocleaceae/Sphenoclea/zeylanica,"Sphenoclea zeylanica Gaertn."
wfo-0000648546,"Diospyros bambuseti H.R.Fletcher",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/bambuseti,"Diospyros bambuseti H.R.Fletcher"
wfo-0000648705,"Diospyros confertiflora (Hiern) Bakh.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/confertiflora,"Diospyros confertiflora (Hiern) Bakh."
wfo-0000648873,"Diospyros ferrea (Willd.) Bakh.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/ferrea,"Diospyros ferrea (Willd.) Bakh."
wfo-0000649936,"Diospyros venosa Wall. ex A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/venosa,"Diospyros venosa Wall. ex A.DC."
,,"1 candidates found.","Diospyros trianthos Phengklai"
wfo-0000648652,"Diospyros castanea (Craib) H.R.Fletcher",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/castanea,"Diospyros castanea (Craib) H.R.Fletcher"
wfo-0000648493,"Diospyros andamanica (Kurz) Bakh.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/andamanica,"Diospyros andamanica"
wfo-0000648493,"Diospyros andamanica (Kurz) Bakh.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/andamanica,"Diospyros andamanica (Kurz) Bakh."
wfo-0000649186,"Diospyros kurzii Hiern",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/kurzii,"Diospyros kurzii Hiern"
wfo-0000648612,"Diospyros buxifolia (Blume) Hiern",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/buxifolia,"Diospyros buxifolia (Blume) Hiern"
wfo-0000648745,"Diospyros curranii Merr.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/curranii,"Diospyros curranii"
wfo-0000648745,"Diospyros curranii Merr.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/curranii,"Diospyros curranii Merr."
wfo-0000649364,"Diospyros montana Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/montana,"Diospyros montana Roxb."
wfo-0000649357,"Diospyros mollis Griff.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/mollis,"Diospyros mollis Griff."
wfo-0000648967,"Diospyros frutescens Blume",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/frutescens,"Diospyros frutescens Blume"
wfo-0000649152,"Diospyros kerrii Craib",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/kerrii,"Diospyros kerrii Craib"
wfo-0000648764,"Diospyros defectrix H.R.Fletcher",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/defectrix,"Diospyros defectrix"
wfo-0000648807,"Diospyros ehretioides Wall. ex G.Don",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/ehretioides,"Diospyros ehretioides Wall. ex G.Don"
wfo-0000648699,"Diospyros collinsiae Craib",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/collinsiae,"Diospyros collinsiae Craib"
wfo-0000649863,"Diospyros toposia Buch.-Ham.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/toposia,"Diospyros toposia Buch.-Ham."
wfo-0000648759,"Diospyros decandra Lour.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/decandra,"Diospyros decandra Lour."
wfo-0000649111,"Diospyros insidiosa Bakh.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/insidiosa,"Diospyros insidiosa Bakh."
wfo-0000648774,"Diospyros diepenhorstii Miq.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/diepenhorstii,"Diospyros diepenhorstii Miq."
wfo-0000649981,"Diospyros winitii H.R.Fletcher",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/winitii,"Diospyros winitii H.R.Fletcher"
wfo-0000649637,"Diospyros rhodocalyx Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/rhodocalyx,"Diospyros rhodocalyx Kurz"
wfo-0000649282,"Diospyros malabarica (Desr.) Kostel.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/malabarica,"Diospyros malabarica (Desr.) Kostel."
wfo-0000648659,"Diospyros cauliflora Blume",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/cauliflora,"Diospyros cauliflora Blume"
wfo-0000648509,"Diospyros areolata King & Gamble",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/areolata,"Diospyros areolata King & Gamble"
wfo-0000649022,"Diospyros gracilis H.R.Fletcher",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/gracilis,"Diospyros gracilis H.R.Fletcher"
wfo-0000648792,"Diospyros dumetorum W.W.Sm.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/dumetorum,"Diospyros dumetorum W.W.Sm."
wfo-0000648995,"Diospyros glandulosa Lace",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/glandulosa,"Diospyros glandulosa Lace"
wfo-0000649610,"Diospyros pyrrhocarpa Miq.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/pyrrhocarpa,"Diospyros pyrrhocarpa Miq."
wfo-0000649430,"Diospyros oblonga Wall. ex G.Don",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/oblonga,"Diospyros oblonga Wall. ex G.Don"
,,"3 candidates found.","Diospyros montana"
wfo-0000649192,"Diospyros lanceifolia Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/lanceifolia,"Diospyros lanceifolia Roxb."
wfo-0000649889,"Diospyros truncata Zoll. & Moritzi",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/truncata,"Diospyros truncata Zoll. & Moritzi"
wfo-0000648757,"Diospyros dasyphylla Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/dasyphylla,"Diospyros dasyphylla Kurz"
wfo-0000648970,"Diospyros fulvopilosa H.R.Fletcher",Code/Plantae/Pteridobiotina/Angiosperms/Ericales/Ebenaceae/Diospyros/fulvopilosa,"Diospyros fulvopilosa H.R.Fletcher"
