score,wfo_id,wfo_full_name,wfo_check,specific_name
1,wfo-0001245624,"Weinmannia fraxinea (D.Don) Sm. ex Miq.",Code/Plantae/Pteridobiotina/Angiosperms/Oxalidales/Cunoniaceae/Pterophylla/fraxinea$Weinmannia/fraxinea,"Weinmannia fraxinea (D.Don) Miq."
1,wfo-0000765197,"Dianella ensifolia (L.) Redouté",Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Asphodelaceae/Hemerocallidoideae/Dianella/ensifolia,"Dianella ensifolia (L.) DC."
2,wfo-0000764242,"Cordyline fruticosa Göpp.",Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Asparagaceae/Dracaena/angustifolia$Cordyline/fruticosa,"Cordyline fruticosa (L.)A. Chev."
1,wfo-0000764243,"Cordyline fruticosa (L.) A.Chev.",Code/Plantae/Pteridobiotina/Angiosperms/Asparagales/Asparagaceae/Cordyline/fruticosa,"Cordyline fruticosa (L.)A. Chev."
1,wfo-0000398239,"Donax canniformis (G.Forst.) K.Schum.",Code/Plantae/Pteridobiotina/Angiosperms/Zingiberales/Marantaceae/Donax/canniformis,"Donax canniformis (G.Forster) K.Schum."
1,wfo-0000491284,"Phrynium hainanense T.L.Wu & S.J.Chen",Code/Plantae/Pteridobiotina/Angiosperms/Zingiberales/Marantaceae/Phrynium/hainanense,"Phrynium hainanense T.L.Wu & S.J. Chen"
2,wfo-0000486655,"Plantago ovata Forssk.",Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Plantaginaceae/Plantago/ovata,"Plantago ovata Forsk."
1,wfo-1200039634,"Plantago ovata Phil.",Code/Plantae/Pteridobiotina/Angiosperms/Lamiales/Plantaginaceae/Plantago/australis/cumingiana$Plantago/ovata,"Plantago ovata Forsk."
1,wfo-0001133478,"Sabia limoniacea Wall. ex Hook.f. & Thomson",Code/Plantae/Pteridobiotina/Angiosperms/Proteales/Sabiaceae/Sabia/limoniacea,"Sabia limoniacea Wall."
1,wfo-0000562066,"Strelitzia reginae Banks",Code/Plantae/Pteridobiotina/Angiosperms/Zingiberales/Strelitziaceae/Strelitzia/reginae,"Strelitzia reginae Banks ex Aiton"
1,wfo-0000813768,"Castanopsis fissa Rehder & E.H.Wilson",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/fissa,"Castanopsis fissa (Champ. ex Benth.) Rehder & E.H.Wilson"
1,wfo-0000813607,"Castanopsis echidnocarpa A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/echinocarpa$Castanopsis/echidnocarpa,"Castanopsis echidnocarpa (Hook.f. & Thomson ex A.DC.) A.DC."
1,wfo-0000814096,"Castanopsis inermis (Lindl.) Benth. & Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/inermis,"Castanopsis inermis (Lindl. ex Wall.) Benth. & Hook.f."
1,wfo-0000815457,"Castanopsis tribuloides A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/tribuloides,"Castanopsis tribuloides (Sm.) A.DC."
1,wfo-0000812757,"Castanopsis armata (Roxb.) Spach",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/armata,"Castanopsis armata (Roxb.) Spach."
1,wfo-0000814107,"Castanopsis javanica A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/javanica,"Castanopsis javanica (Blume) A.DC."
1,wfo-0000814085,"Castanopsis indica (Roxb. ex Lindl.) A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/indica,"Castanopsis indica (Roxb.) A.DC."
1,wfo-0000814976,"Castanopsis rhamnifolia A.DC.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/rhamnifolia,"Castanopsis rhamnifolia (Miq.) A.DC."
1,wfo-0000813747,"Castanopsis ferox Spach",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Castanopsis/ferox,"Castanopsis ferox (Roxb.) Spach."
1,wfo-0000229751,"Lithocarpus blumeanus Rehder",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/blumeanus,"Lithocarpus blumeanus (Korth.) Rehder"
1,wfo-0000229807,"Lithocarpus clementianus (King) A.Camus",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/clementianus,"Lithocarpus clementianus (King ex Hook.f.) A.Camus"
1,wfo-0000230165,"Lithocarpus platycarpus Rehder",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/platycarpus,"Lithocarpus platycarpus (Blume) Rehder"
1,wfo-0000229780,"Lithocarpus cantleyanus Rehder",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/cantleyanus,"Lithocarpus cantleyanus (King ex Hook.f.) Rehder"
1,wfo-0000229859,"Lithocarpus dealbatus Rehder",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/dealbatus,"Lithocarpus dealbatus (Hook.f. & Thomson) Rehder"
1,wfo-0000230046,"Lithocarpus lindleyanus (Wall.) A.Camus",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/lindleyanus,"Lithocarpus lindleyanus (Wall. ex A.DC.) A.Camus"
1,wfo-0000230108,"Lithocarpus neorobinsonii A.Camus",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/neorobinsonii,"Lithocarpus neorobinsonii (Ridl.) A.Camus"
1,wfo-0000229845,"Lithocarpus curtisii (King) A.Camus",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/curtisii,"Lithocarpus curtisii (King ex Hook.f.) A.Camus"
1,wfo-0000230229,"Lithocarpus scortechinii (King) A.Camus",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/scortechinii,"Lithocarpus scortechinii (King ex Hook.f.) A.Camus"
1,wfo-0000229915,"Lithocarpus falconeri Rehder",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/falconeri,"Lithocarpus falconeri (Kurz) Rehder"
1,wfo-0000229745,"Lithocarpus bennettii Rehder",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/bennettii,"Lithocarpus bennettii (Miq.) Rehder"
1,wfo-0000230271,"Lithocarpus sundaicus Rehder",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/sundaicus,"Lithocarpus sundaicus (Blume) Rehder"
1,wfo-0000230330,"Lithocarpus xylocarpus Markgr.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/xylocarpus,"Lithocarpus xylocarpus (Kurz) Markgr."
10,wfo-0000289660,"Quercus augustini var. angustifolia A.Camus",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Cerris/Cyclobalanopsis/augustinii$Quercus/augustini/angustifolia,"Quercus augustini Skan"
9,wfo-1200019883,"Quercus augustini var. genuina A.Camus",unplaced,"Quercus augustini Skan"
8,wfo-0000289662,"Quercus augustini var. rockiana A.Camus",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Cerris/Cyclobalanopsis/augustinii$Quercus/augustini/rockiana,"Quercus augustini Skan"
7,wfo-0000289659,"Quercus augustinii Skan",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Cerris/Cyclobalanopsis/augustinii,"Quercus augustini Skan"
6,wfo-0000289657,"Quercus aucheri Jaub. & Spach",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Cerris/Ilex/aucheri,"Quercus augustini Skan"
5,wfo-0000289658,"Quercus audleyensis A.Henry",unplaced,"Quercus augustini Skan"
4,wfo-0000289663,"Quercus aurantiaca Trel.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Quercus/Quercus/tuberculata$Quercus/aurantiaca,"Quercus augustini Skan"
3,wfo-0000289664,"Quercus aurea Wierzb. ex Rchb.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/aurea,"Quercus augustini Skan"
2,wfo-0000289665,"Quercus aurea (Wierzb. ex Rochel) Kotschy",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Quercus/Quercus/dalechampii$Quercus/aurea,"Quercus augustini Skan"
1,wfo-0000289666,"Quercus aurea Raf.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Quercus/Lobatae/falcata$Quercus/aurea,"Quercus augustini Skan"
10,wfo-0000625874,"Quercus myrsinifolia var. sacifolia Makino",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/myrsinaefolia$Quercus/myrsinifolia/sacifolia,"Quercus myrsinifolia Blume"
9,wfo-0001033638,"Quercus myrsinifolia var. salicifolia Makino",unplaced,"Quercus myrsinifolia Blume"
8,wfo-0000292104,"Quercus myrsinaefolia Blume",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/myrsinaefolia,"Quercus myrsinifolia Blume"
7,wfo-0000292103,"Quercus myricifolia Hu & Cheng",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Cerris/Ilex/phillyreoides$Quercus/myricifolia,"Quercus myrsinifolia Blume"
6,wfo-0000292105,"Quercus myrtifolia Willd.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Quercus/Lobatae/myrtifolia,"Quercus myrsinifolia Blume"
5,wfo-0000292106,"Quercus myrtifolia f. ampla Trel.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Quercus/Lobatae/myrtifolia$Quercus/myrtifolia/ampla,"Quercus myrsinifolia Blume"
4,wfo-0000291852,"Quercus mabesae Merr.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Lithocarpus/celebicus$Quercus/mabesae,"Quercus myrsinifolia Blume"
3,wfo-0001228776,"Quercus maccormickii Carruth.",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/Quercus/Quercus/mccormickii$Quercus/maccormickii,"Quercus myrsinifolia Blume"
2,wfo-0000291854,"Quercus maccormickomongolica T.B.Lee",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/pongtungensis$Quercus/maccormickomongolica,"Quercus myrsinifolia Blume"
1,wfo-0000291857,"Quercus × maccormickoserrata T.B.Lee",Code/Plantae/Pteridobiotina/Angiosperms/Fagales/Fagaceae/Quercus/maccormickoserrata,"Quercus myrsinifolia Blume"
10,wfo-0000713301,"Gynostemma microsperma C.Y.Wu & S.K.Chen",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Gynostemma/microsperma,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
9,wfo-3400009790,"Gynostemma sect. Pentastylos S.K.Chen",unplaced,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
8,wfo-3400009791,"Gynostemma sect. Trirostellum S.K.Chen",unplaced,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
7,wfo-3500002193,"Gynostemma subg. Trirostellum (Z.P.Wang & Q.Z.Xie) C.Y.Wu & S.K.Chen",unplaced,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
6,wfo-0000713284,"Gynostemma aggregatum C.Y.Wu & S.K.Chen",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Gynostemma/aggregatum,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
5,wfo-0000713285,"Gynostemma angustipetalum Craib",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Neoalsomitra/angustipetala$Gynostemma/angustipetalum,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
4,wfo-0000713286,"Gynostemma blumei Hassk.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Gynostemma/pentaphyllum$Gynostemma/blumei,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
3,wfo-0000713287,"Gynostemma burmanicum King ex Chakrav.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Gynostemma/burmanicum,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
2,wfo-0001388410,"Gynostemma burmanicum var. molle C.Y.Wu",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Gynostemma/burmanicum/molle,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
1,wfo-0000713288,"Gynostemma cardiosperma Cogn. ex Oliv.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Gynostemma/cardiosperma,"Gynostemma microspermum C.Y.Wu & S.K.Chen"
1,wfo-0000378628,"Neoalsomitra clavigera (M.Roem.) Hutch.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Neoalsomitra/clavigera,"Neoalsomitra clavigera (Wall.) Hutch."
1,wfo-0000376897,"Momordica cochinchinensis Spreng.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Momordica/cochinchinensis,"Momordica cochinchinensis (Lour.) Spreng."
1,wfo-0000358861,"Luffa acutangula Roxb.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Luffa/acutangula,"Luffa acutangula (L.) Roxb."
1,wfo-0000441673,"Siraitia grosvenorii (Swingle) C.Jeffrey ex A.M.Lu & Zhi Y.Zhang",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Siraitia/grosvenorii,"Siraitia grosvenorii (Swingle) A.M.Lu & Zhi Y.Zhang"
1,wfo-0001219141,"Siraitia siamensis (Craib) C.Jeffrey ex S.Q.Zhong & D.Fang",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Siraitia/siamensis,"Siraitia siamensis (Craib) S.Q.Zhong & D.Fang Guihaia"
1,wfo-0000724151,"Hodgsonia heteroclita Hook.f. & Thomson",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Hodgsonia/heteroclita,"Hodgsonia heteroclita (Roxb.) Hook.f. & Thomson"
10,wfo-0001320178,"Trichosanthes wawrae f. hirsuta Rugayah",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/wawraei/hirsuta,"Trichosanthes wawrae Cogn."
9,wfo-1200097009,"Trichosanthes wawrae f. wawrae ",unplaced,"Trichosanthes wawrae Cogn."
8,wfo-0000408069,"Trichosanthes wawraei Cogn.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/wawraei,"Trichosanthes wawrae Cogn."
7,wfo-0001225383,"Trichosanthes wallichiana (Ser.) Wight",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/wallichiana,"Trichosanthes wawrae Cogn."
6,wfo-1200008008,"Trichosanthes wallichiana subsp. subrosea (C.Y.Cheng & C.H.Yueh) K.Pradheep & K.J.John",unplaced,"Trichosanthes wawrae Cogn."
5,wfo-0000408055,"Trichosanthes wightiana M.Roem.",Code/Plantae/Pteridobiotina/Angiosperms/Cucurbitales/Cucurbitaceae/Trichosanthes/cucumerina$Trichosanthes/wightiana,"Trichosanthes wawrae Cogn."
4,wfo-3400004511,"Trichosanthes sect. Asterosperma W.J.de Wilde & Duyfjes",unplaced,"Trichosanthes wawrae Cogn."
3,wfo-3000002000,"Trichosanthes subsect. Bracteatae C.Jeffrey ex S.K.Chen",unplaced,"Trichosanthes wawrae Cogn."
2,wfo-3500000882,"Trichosanthes subg. Cucumeroides (Gaertn.) C.Y.Cheng & Yueh",unplaced,"Trichosanthes wawrae Cogn."
1,wfo-1200010370,"Trichosanthes sect. Cucumeroides (M.Roem.) Kitam.",unplaced,"Trichosanthes wawrae Cogn."
2,wfo-0001278543,"Microtropis discolor (Wall.) Arn.",unplaced,"Microtropis discolor (Wall.) Wall."
1,wfo-0001292731,"Microtropis discolor (Wall.) Wall. ex Meisn.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Microtropis/discolor,"Microtropis discolor (Wall.) Wall."
1,wfo-0000681828,"Euonymus indicus B.Heyne ex Wall.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Euonymus/indicus,"Euonymus indicus Heyne ex Wall."
1,wfo-0000681715,"Euonymus echinatus Wall.",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Euonymus/echinatus,"Euonymus echinatus Wall"
1,wfo-0000704711,"Glyptopetalum sclerocarpum M.A.Lawson",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Glyptopetalum/sclerocarpum,"Glyptopetalum sclerocarpum (Kurz) M.A.Lawson"
1,wfo-0000435783,"Salacia viminea Wall. ex M.A.Lawson",Code/Plantae/Pteridobiotina/Angiosperms/Celastrales/Celastraceae/Salacia/viminea,"Salacia viminea Wall. ex M.A. Lawson"
2,wfo-0001145265,"Leea rubra Blume",Code/Plantae/Pteridobiotina/Angiosperms/Vitales/Vitaceae/Leea/rubra,"Leea rubra Blume ex Spreng."
1,wfo-1000051747,"Leea rubra Royle",unplaced,"Leea rubra Blume ex Spreng."
1,wfo-0001091409,"Paropsia vareciformis Mast.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Passifloraceae/Paropsia/vareciformis,"Paropsia vareciformis (Griff.) Mast."
1,wfo-0000520030,"Adenia macrophylla Koord.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Passifloraceae/Adenia/macrophylla,"Adenia macrophylla (Blume) Koord."
1,wfo-0000519941,"Adenia cardiophylla Engl.",Code/Plantae/Pteridobiotina/Angiosperms/Malpighiales/Passifloraceae/Adenia/cardiophylla,"Adenia cardiophylla (Mast.) Engl."
1,wfo-0000704297,"Gluta elegans (Wall.) Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Gluta/elegans,"Gluta elegans (Wall.) Hook.f."
2,wfo-0000573371,"Buchanania arborescens Blume",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Buchanania/arborescens,"Buchanania arborescens (Blume) Blume"
1,wfo-0000573372,"Buchanania arborescens F.Muell.",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Buchanania/arborescens$Buchanania/arborescens,"Buchanania arborescens (Blume) Blume"
1,wfo-0000573399,"Buchanania glabra Wall.",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Buchanania/glabra,"Buchanania glabra Wall. ex Hook.f."
1,wfo-0000583053,"Campnosperma auriculatum Hook.f.",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Campnosperma/auriculatum,"Campnosperma auriculatum (Blume) Hook.f."
1,wfo-0000583058,"Campnosperma coriaceum (Jack) Hallier f. ex Steenis",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Campnosperma/coriaceum,"Campnosperma coriaceum (Jack) Hallier f. ex Steen."
2,wfo-0000656641,"Drimycarpus racemosus (Roxb.) Hook.f. ex Marchand",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Drimycarpus/racemosus,"Drimycarpus racemosus (Roxb.) Hook.f."
1,wfo-0001051898,"Drimycarpus racemosus Hook.f.",unplaced,"Drimycarpus racemosus (Roxb.) Hook.f."
10,wfo-0000409371,"Toxicodendron succedaneum (L.) Moldenke",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum$Toxicodendron/succedaneum,"Toxicodendron succedanea"
9,wfo-0001052331,"Toxicodendron succedaneum (L.) Kuntze",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum,"Toxicodendron succedanea"
8,wfo-0001052332,"Toxicodendron succedaneum var. acuminatum (DC.) C.Y.Wu & T.L.Ming",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/acuminatum$Toxicodendron/succedaneum/acuminatum,"Toxicodendron succedanea"
7,wfo-1200011763,"Toxicodendron succedaneum var. cambodianum Pierre",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum/cambodianum,"Toxicodendron succedanea"
6,wfo-0001400363,"Toxicodendron succedaneum var. dumoutieri (Pierre & Matsum.) F.Y.Lu & C.H.Ou",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum/succedaneum$Toxicodendron/succedaneum/dumoutieri,"Toxicodendron succedanea"
5,wfo-0001386568,"Toxicodendron succedaneum var. kiangsiense C.Y.Wu",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum/succedaneum$Toxicodendron/succedaneum/kiangsiense,"Toxicodendron succedanea"
4,wfo-0001386569,"Toxicodendron succedaneum var. microphyllum C.Y.Wu & T.L.Ming",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum/succedaneum$Toxicodendron/succedaneum/microphyllum,"Toxicodendron succedanea"
3,wfo-0001221096,"Toxicodendron succedaneum var. succedaneum ",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum/succedaneum,"Toxicodendron succedanea"
2,wfo-0001389897,"Toxicodendron succedaneum var. trichorachis Z.F.Chen",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Toxicodendron/succedaneum/succedaneum$Toxicodendron/succedaneum/trichorachis,"Toxicodendron succedanea"
1,wfo-0001051243,"Toxicodendron succedeana Saff.",unplaced,"Toxicodendron succedanea"
1,wfo-0001049363,"Spondias pinnata (L.f.) Kurz",Code/Plantae/Pteridobiotina/Angiosperms/Sapindales/Anacardiaceae/Spondias/pinnata,"Spondias pinnata (L.f) Kurz"
10,wfo-0001298108,"Lepistemon binectarifer (Wall.) Kuntze",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/binectarifer,"Lepistemon binectariferum (Wall.) Kuntze"
9,wfo-0001299122,"Lepistemon binectarifer var. binectarifer ",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/binectarifer/binectarifer,"Lepistemon binectariferum (Wall.) Kuntze"
8,wfo-1200096886,"Lepistemon binectarifer var. borneensis Ooststr.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/binectarifer/borneensis,"Lepistemon binectariferum (Wall.) Kuntze"
7,wfo-1200096887,"Lepistemon binectarifer var. eymae Ooststr.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/binectarifer/eymae,"Lepistemon binectariferum (Wall.) Kuntze"
6,wfo-0001390352,"Lepistemon binectarifer var. glaber T.N.Nguyen",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/binectarifer/glaber,"Lepistemon binectariferum (Wall.) Kuntze"
5,wfo-0001390353,"Lepistemon binectarifer var. taynguyenensis T.N.Nguyen",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/binectarifer/taynguyenensis,"Lepistemon binectariferum (Wall.) Kuntze"
4,wfo-0001299121,"Lepistemon binectarifer var. trichocarpum (Gagnep.) Ooststr.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/binectarifer/trichocarpum,"Lepistemon binectariferum (Wall.) Kuntze"
3,wfo-3400001044,"Lepistemon sect. Eulepistemon Kuntze",unplaced,"Lepistemon binectariferum (Wall.) Kuntze"
2,wfo-0001298107,"Lepistemon africanus Oliv.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/owariensis$Lepistemon/africanus,"Lepistemon binectariferum (Wall.) Kuntze"
1,wfo-0000157125,"Lepistemon asterostigma K.Schum.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Lepistemon/urceolatus$Lepistemon/asterostigma,"Lepistemon binectariferum (Wall.) Kuntze"
1,wfo-0001299115,"Ipomoea aculeata var. mollissima (Zoll.) Ooststr.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Ipomoea/aculeata/mollissima,"Ipomoea aculeata var. mollissima (Zoll.) Hallier f. ex Ooststr."
1,wfo-0001296665,"Ipomoea coptica (L.) Roth",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Ipomoea/coptica,"Ipomoea coptica (L.) Roth ex Roem. & Schult."
1,wfo-0001296665,"Ipomoea coptica (L.) Roth",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Ipomoea/coptica,"Ipomoea coptica (L.) Roth ex Roem. & Schult."
2,wfo-0001297254,"Ipomoea obscura (L.) Ker Gawl.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Ipomoea/obscura,"Ipomoea obscura (L.) Ker Gawler"
1,wfo-1000064771,"Ipomoea obscura ",unplaced,"Ipomoea obscura (L.) Ker Gawler"
1,wfo-0001296662,"Ipomoea asarifolia (Desr.) Roem. & Schult.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Ipomoea/asarifolia,"Ipomoea asarifolia (Desr.) Roem. et Schult."
1,wfo-0000155321,"Argyreia sphaerocephala (Prain) Prain ex Hoogland",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/sphaerocephala,"Argyreia sphaerocephala (Prain) Hoogland"
10,wfo-0000157595,"Argyreia collinsiae (Craib) Na Songkhla & Traiperm",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/collinsiae,"Argyreia collinsae (Craib) Songkhla & Traiperm"
9,wfo-1200109349,"Argyreia collinsiae subsp. megabracteata Traiperm & Srisombat",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/collinsiae/megabracteata,"Argyreia collinsae (Craib) Songkhla & Traiperm"
8,wfo-0000155238,"Argyreia coacta (C.B.Clarke) Alston",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/coacta,"Argyreia collinsae (Craib) Songkhla & Traiperm"
7,wfo-0000155239,"Argyreia confusa (Prain) Raizada",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/confusa,"Argyreia collinsae (Craib) Songkhla & Traiperm"
6,wfo-0000155240,"Argyreia congesta Ooststr.",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/congesta,"Argyreia collinsae (Craib) Songkhla & Traiperm"
5,wfo-1000080603,"Argyreia convolvuloides (Prain) Rattanakr. & Traiperm",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/convolvuloides,"Argyreia collinsae (Craib) Songkhla & Traiperm"
4,wfo-0000155241,"Argyreia coonoorensis W.W.Sm. & Ramaswami",Code/Plantae/Pteridobiotina/Angiosperms/Solanales/Convolvulaceae/Argyreia/coonoorensis,"Argyreia collinsae (Craib) Songkhla & Traiperm"
