Species 2568,query_core,query_genus,matched_core,matched_species_scientific_name,matched_wfo_id,score
Bruguiera gymnorrhiza,bruguiera gymnorrhiza,bruguiera,bruguiera gymnorhiza,Bruguiera gymnorhiza (L.) Savigny,,97.5609756097561
