Species 2568,query_core,query_genus,matched_core,matched_species_scientific_name,matched_wfo_id,score,species_scientific_name,wfo_id,volume,family_name,genus_name,genus_label,genus_index_parsed,species_scientific_name,thailand,distribution,ecology,family_url,genus_url,species_url,specific_name,wfo_id,source,Species,Plant ID,Letter,DataSheetURL,temp_opt_min,temp_opt_max,temp_abs_min,temp_abs_max,rain_opt_min,rain_opt_max,rain_abs_min,rain_abs_max,ph_opt_min,ph_opt_max,ph_abs_min,ph_abs_max
Bruguiera gymnorrhiza,bruguiera gymnorrhiza,bruguiera,bruguiera gymnorhiza,Bruguiera gymnorhiza (L.) Savigny,,97.5609756097561,Bruguiera gymnorhiza (L.) Savigny,,2,Rhizophoraceae,2 Bruguiera,Bruguiera,2.0,Bruguiera gymnorhiza (L.) Savigny,"SOUTH-EASTERN: Chanthaburi, Trat; PENINSULAR: Satun (Khlong Che Samat), Trang, Surat Thani, Chumphon.","In the Old World tropics, from S & E Africa through Asia (type from Malabar) and Malesia to N Australia, Micronesia, and Polynesia.",Mangrove forests.,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhizophoraceae&volumeno=2,https://botany.dnp.go.th/eflora/floragenus.html?factsheet=Bruguiera&tdcode=00011,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00012,Bruguiera gymnorhiza (L.) Savigny,,missing,Bruguiera gymnorrhiza,2499,B,https://ecocrop.apps.fao.org/ecocrop/srv/en/dataSheet?id=2499,20.0,26.0,15.0,30.0,1500.0,6000.0,1000.0,8000.0,7.0,8.0,6.5,8.5
