volume,family_name,family_url,family_max_index_expected,family_missing_indices,genus_count_observed
13,Sapindaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Sapindaceae&volumeno=13,2.0,,2
13,Dipterocarpaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Dipterocarpaceae&volumeno=13,8.0,,8
14,Betulaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Betulaceae&volumeno=14,,,3
14,Buxaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Buxaceae&volumeno=14,2.0,,2
14,Cornaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cornaceae&volumeno=14,2.0,,3
14,Dichapetalaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Dichapetalaceae&volumeno=14,,,1
14,Gelsemiaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Gelsemiaceae&volumeno=14,2.0,,2
14,Moringaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Moringaceae&volumeno=14,,,1
14,Olacaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Olacaceae&volumeno=14,9.0,,9
14,Podostemaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Podostemaceae&volumeno=14,7.0,,10
14,Polygonaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Polygonaceae&volumeno=14,11.0,,11
14,Violaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Violaceae&volumeno=14,3.0,,3
14,Araliaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Araliaceae&volumeno=14,12.0,,12
14,Berberidaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Berberidaceae&volumeno=14,,,1
14,Cabombaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Cabombaceae&volumeno=14,,,1
14,Ceratophyllaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Ceratophyllaceae&volumeno=14,,,1
14,Malvaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Malvaceae&volumeno=14,19.0,,19
14,Styracaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Styracaceae&volumeno=14,2.0,,2
14,Thymelaeaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Thymelaeaceae&volumeno=14,,,1
14,Begoniaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Begoniaceae&volumeno=14,,,1
14,Calophyllaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Calophyllaceae&volumeno=14,4.0,,4
14,Elaeagnaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Elaeagnaceae&volumeno=14,,,1
14,Hypericaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Hypericaceae&volumeno=14,2.0,,2
14,Lophopyxidaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lophopyxidaceae&volumeno=14,,,1
14,Martyniaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Martyniaceae&volumeno=14,,,1
14,Papaveraceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Papaveraceae&volumeno=14,3.0,,3
14,Passifloraceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Passifloraceae&volumeno=14,2.0,,2
14,Ancistrocladaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Ancistrocladaceae&volumeno=14,,,1
14,Lecythidaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Lecythidaceae&volumeno=14,7.0,,7
14,Nelumbonaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Nelumbonaceae&volumeno=14,,,1
14,Nymphaeaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Nymphaeaceae&volumeno=14,2.0,,2
14,Rhamnaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rhamnaceae&volumeno=14,11.0,,11
14,Vitaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Vitaceae&volumeno=14,11.0,,11
15,Rubiaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Rubiaceae&volumeno=15,104.0,"59, 91",103
16,Zingiberaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Zingiberaceae&volumeno=16,28.0,,30
16,Annonaceae,https://botany.dnp.go.th/eflora/florafamily.html?factsheet=Annonaceae&volumeno=16,39.0,26,39
